ID_NO,CONS_BEDDING,CONS_BEVERAGE,CONS_CEREAL,CONS_CEREAL_SUB,CONS_CLOTHING,CONS_CONS_SERVICES,CONS_CONS_TAXES,CONS_CONVEYANCE,CONS_DRY_FRUIT,CONS_DURABLE_GOODS,CONS_EDIBLE_OIL,CONS_EDUCATION,CONS_ENTERTAINMENT,CONS_FOOTWEAR,CONS_FRUIT,CONS_FUEL,CONS_IMPUTED_RENT,CONS_INTOXICANT,CONS_MEDICAL_INST,CONS_MEDICAL_NON_INST,CONS_MILK_PROD,CONS_MINOR_DURABLE_GOODS,CONS_NON_VEG,CONS_OTHER_HOUSEHOLD_CONSUMABLES,CONS_PACK_PROC_FOOD,CONS_PAN,CONS_PROC_FOOD,CONS_PULSES,CONS_RENT,CONS_SALT_SUGAR,CONS_SPICES,CONS_TOBACCO,CONS_TOILETARIES,CONS_VEGETABLE,HH_SIZE,URBAN,DISTRICT,STATE_CODE,WEIGHT,ASSESSMENT_YEAR,CONS_OTHER
410001101,0,9482.407155,23650.23902,0,53226.79149,15952.75557,1026.331127,34582.89668,892.4618499,87986.95799,16733.65969,5868.242301,4462.309249,4731.270355,446.2309249,20481.99945,5501.477157,0,0,11155.77312,38152.74408,0,18741.69885,5689.444293,0,0,3346.731937,8523.010666,0,3257.485752,4060.701417,10040.19581,9593.964886,16510.54422,5,0,7,24,3694.42,2017,390448.086
410001102,0,1405.627414,10486.42674,0,17311.31479,7139.694799,736.2810261,15618.08237,9147.733961,60213.66748,4462.309249,37776.80981,15618.08237,2347.29692,6916.579337,11401.20013,6418.390016,0,0,0,14390.94733,1004.019581,535.4771099,3458.289668,780.9041186,0,0,5466.32883,3904.520593,3569.8474,3726.028223,0,6135.675218,7429.7449,2,0,7,24,3694.42,2017,246914.8526
410001103,916.9128595,9482.407155,24252.65077,1784.9237,24023.11692,21865.31532,736.2810261,53547.71099,1784.9237,7757.082791,16956.77515,8325.568764,49085.40174,3575.960152,3123.616475,23694.86211,5501.477157,0,0,7809.041186,33913.5503,4462.309249,5488.640377,7028.137068,0,0,0,7139.694799,0,8679.19149,6961.202429,44623.09249,10040.19581,20928.23038,5,0,7,24,3694.42,2017,389235.6216
410001201,1833.825719,6135.675218,12940.69682,0,10241.91664,7585.925724,803.2156649,13386.92775,9437.784062,13203.54518,6247.232949,1760.47269,15618.08237,1833.825719,3123.616475,20682.80337,6418.390016,0,0,11155.77312,14056.27414,0,11512.75786,3012.058743,4685.424712,0,4462.309249,8500.69912,3346.731937,4083.012963,4350.751518,6693.463874,7920.598918,9616.276432,3,0,7,24,8248,2017,211709.3721
410001202,1833.825719,14770.24362,13096.87765,0,22556.05634,8366.829843,736.2810261,26773.8555,892.4618499,4309.490439,5020.097906,13386.92775,5577.886562,2383.973435,446.2309249,18987.12586,4584.564297,0,0,0,38152.74408,0,1784.9237,5466.32883,11155.77312,0,0,4016.078324,0,2989.747197,4417.686157,10040.19581,5466.32883,11869.7426,4,0,7,24,8248,2017,225985.3997
410001203,550.1477157,5020.097906,16510.54422,0,13010.99348,5354.771099,0,11155.77312,5867.936663,4804.623384,8032.156649,12836.78003,5577.886562,2328.958663,3837.585954,19879.58771,0,0,0,8924.618499,35832.34327,0,14502.50506,3346.731937,5912.559755,0,4462.309249,7742.106548,33467.31937,4819.293989,4239.193787,0,6224.921403,9348.537877,3,0,7,24,8248,2017,237079.7397
410001204,0,8099.091288,11044.21539,0,12580.04443,5912.559755,1115.577312,32351.74206,334.6731937,5675.6906,7585.925724,0,5020.097906,3392.57758,3123.616475,15885.82093,5501.477157,0,0,22311.54625,49308.51721,0,8478.387574,5354.771099,3525.224307,0,4462.309249,5354.771099,0,3101.304928,4506.932342,0,9147.733961,9147.733961,5,0,7,24,8248,2017,231278.1264
410001301,0,1383.315867,8188.337473,0,3190.856751,669.3463874,1004.019581,669.3463874,0,1100.295431,10040.19581,9719.27631,4462.309249,733.5302876,334.6731937,9906.326534,2750.738578,0,0,446.2309249,7585.925724,0,713.9694799,4239.193787,1115.577312,0,0,5064.720998,0,2498.89318,3391.35503,0,4462.309249,8857.68386,4,0,7,24,257.75,2017,84340.08991
410011101,458.4564297,4239.193787,10374.869,0,5629.844957,8143.71438,1294.069682,3346.731937,892.4618499,128.3678003,24542.70087,0,4908.540174,641.8390016,2900.501012,12650.64672,2750.738578,0,0,11155.77312,24765.81633,446.2309249,12405.21971,1338.692775,3346.731937,0,3346.731937,5801.002024,0,3190.551113,4908.540174,0,1784.9237,8032.156649,2,0,7,24,924,2017,153050.1776
410011102,641.8390016,1070.95422,7362.810261,0,5409.785871,1673.365969,1405.627414,0,0,449.2873011,8924.618499,0,4908.540174,990.2658882,9370.849424,16354.3634,2750.738578,0,18338.25719,40160.78324,26216.06684,669.3463874,6024.117487,6024.117487,0,0,0,3904.520593,0,1740.300607,6693.463874,0,2655.074003,4841.605536,2,0,7,24,924,2017,171217.889
410011201,871.0672165,4350.751518,9147.733961,0,7335.302876,5131.655637,937.0849424,7809.041186,0,412.6107868,7028.137068,51988.95913,10709.5422,1357.031032,1004.019581,10821.09993,2750.738578,0,0,1115.577312,18072.35246,0,1338.692775,3458.289668,669.3463874,0,1115.577312,2900.501012,0,3190.551113,2722.008642,0,2788.943281,5310.148007,5,0,7,24,6270,2017,155189.0297
410011202,990.2658882,15618.08237,37818.07089,0,16302.71064,23427.12356,937.0849424,33467.31937,10597.98447,73.35302876,23427.12356,2108.899577,24096.46995,2273.943891,4908.540174,31793.9534,4584.564297,0,0,5577.886562,32351.74206,0,13498.48548,7362.810261,11155.77312,0,7809.041186,13610.04321,0,12092.85807,3369.043483,7362.810261,5823.31357,7518.991085,12,0,7,24,6270,2017,322140.2175
410011203,1604.597504,11155.77312,33244.20391,0,17017.90267,14837.17825,1182.511951,12271.35044,5801.002024,119.1986717,15618.08237,9865.982368,19634.1607,2989.135922,5912.559755,21597.57677,3667.651438,0,0,6135.675218,44623.09249,0,11378.88859,5020.097906,6693.463874,0,3346.731937,12182.10425,0,10999.5923,3525.224307,3346.731937,5042.409452,7675.171909,10,0,7,24,6270,2017,263243.8481
410011204,733.5302876,5354.771099,12717.58136,0,4777.115998,6470.348412,736.2810261,8924.618499,0,100.8604145,7028.137068,7151.920304,9593.964886,1191.986717,2454.270087,21976.87305,2750.738578,0,0,1115.577312,20080.39162,0,7585.925724,2565.827818,4462.309249,0,3346.731937,6760.398513,0,3123.616475,3792.962862,0,2320.40081,8009.845103,5,0,7,24,6270,2017,142409.4039
410011301,1668.781404,12717.58136,48639.17082,0,23142.88057,25881.39365,959.3964886,30120.58743,2231.154625,1430.384061,38152.74408,1833.825719,9817.080349,9810.967596,4462.309249,48594.54773,3300.886294,0,0,35140.68534,55667.30789,669.3463874,54618.66521,11378.88859,9817.080349,0,4462.309249,27331.64415,0,12159.7927,16644.4135,0,8813.060768,27822.49817,17,0,7,24,5148,2017,478650.2129
410011302,403.4416582,6693.463874,20526.62255,0,10104.37971,11825.11951,2052.662255,26773.8555,0,1311.185389,12494.4659,15770.90118,14502.50506,2420.649949,5466.32883,16287.42876,2750.738578,0,0,5577.886562,20080.39162,0,5131.655637,5577.886562,5577.886562,0,4462.309249,6693.463874,0,7809.041186,3480.601215,669.3463874,5577.886562,7608.23727,10,0,7,24,5148,2017,207103.7188
410021101,550.1477157,9482.407155,13766.22403,535.4771099,6913.52296,11378.88859,1115.577312,38710.53274,6470.348412,8151.355321,8589.945305,48046.23384,15618.08237,3080.827208,2677.38555,17804.61391,5868.242301,0,0,39045.20593,34025.10803,0,0,7697.483455,4016.078324,0,2454.270087,6291.856042,0,6381.102227,4908.540174,3346.731937,3614.470492,12851.45064,3,0,7,24,2946.88,2017,309625.8851
410021102,1558.751861,5020.097906,23427.12356,0,28497.65167,31236.16475,1740.300607,71396.94799,892.4618499,10507.82137,14056.27414,1760.47269,23427.12356,3410.915837,2677.38555,22400.79243,9169.128595,0,41261.07868,4462.309249,33913.5503,0,0,5354.771099,1115.577312,0,16956.77515,5332.459553,0,4439.997703,7809.041186,13386.92775,15841.19784,15171.85145,4,0,7,24,2946.88,2017,392797.8281
410021103,916.9128595,5912.559755,23181.69655,0,37483.39769,22534.66171,1561.808237,64926.59958,3502.912761,172920.5962,17179.89061,39794.0181,11155.77312,5088.86637,2119.596893,22400.79243,7335.302876,0,13753.69289,8924.618499,61579.86764,0,0,9527.030247,3792.962862,0,3346.731937,4663.113166,0,9303.914785,10999.5923,0,6470.348412,21530.64213,8,0,7,24,2946.88,2017,568726.204
410021104,4584.564297,1115.577312,11490.44632,0,24389.88206,58010.02024,2342.712356,55778.86562,1450.250506,24133.14646,8032.156649,1760.47269,5577.886562,2659.047292,3458.289668,26796.16704,18338.25719,0,0,37929.62862,27889.43281,1115.577312,0,3123.616475,0,0,26773.8555,3949.143686,0,3034.37029,3993.766778,0,8701.503036,7362.810261,2,0,7,24,2946.88,2017,362301.0007
410021201,0,1851.858338,14569.4397,267.738555,11094.6456,5131.655637,1361.004321,42168.82241,223.1154625,2218.92912,12271.35044,14303.84061,6693.463874,2108.899577,2008.039162,19477.97987,5501.477157,0,0,0,21753.75759,0,0,3279.797298,0,0,0,2298.089263,0,4194.570694,3101.304928,2677.38555,3792.962862,12048.23497,4,0,7,24,9417.19,2017,179828.9233
410021202,696.8537732,669.3463874,14234.76651,0,9407.525938,7362.810261,0,15618.08237,12048.23497,12112.41887,9817.080349,4767.946869,0,1283.678003,8032.156649,10240.99973,0,0,0,22311.54625,15171.85145,0,0,3904.520593,4908.540174,0,12940.69682,5310.148007,40160.78324,3502.912761,6024.117487,2008.039162,4953.163267,16510.54422,4,0,7,24,9417.19,2017,229763.9976
410021203,0,2677.38555,7809.041186,0,6381.713502,7585.925724,1472.562052,31236.16475,1115.577312,23812.22696,8032.156649,19621.93519,0,1558.751861,0,18407.02565,4951.329441,0,0,1115.577312,45850.22754,0,0,2008.039162,0,0,10932.65766,5131.655637,0,3435.978122,6492.659958,0,5466.32883,7139.694799,3,0,7,24,9417.19,2017,214425.5737
410021204,916.9128595,5020.097906,42838.16879,0,21180.68705,29674.35651,1294.069682,45738.66981,1115.577312,5519.815414,18072.35246,23656.35177,15618.08237,3575.960152,3123.616475,36189.32801,4584.564297,0,20172.08291,26773.8555,66042.17689,0,0,7139.694799,13386.92775,0,0,9370.849424,0,13386.92775,9103.110869,16733.65969,11758.18487,17179.89061,9,0,7,24,9417.19,2017,426327.8031
410031101,0,2677.38555,9125.422415,0,10544.49788,3123.616475,847.8387574,1115.577312,0,155480.9136,9482.407155,11002.95431,2677.38555,1760.47269,892.4618499,9058.487776,3667.651438,0,0,0,40272.34098,669.3463874,0,2342.712356,1338.692775,0,2565.827818,7452.056446,0,3324.420391,4105.324509,0,5287.836461,7786.72964,4,0,7,24,1166.25,2017,287476.9381
410031102,1558.751861,7809.041186,13610.04321,0,14762.29704,14614.06279,847.8387574,33467.31937,8032.156649,1531.244475,12048.23497,0,4462.309249,2714.062064,6916.579337,34694.45441,4584.564297,0,0,18964.81431,60241.17487,0,0,7318.187169,6693.463874,0,7809.041186,7318.187169,0,5020.097906,3078.993382,0,4239.193787,8166.025926,4,0,7,24,1166.25,2017,276892.096
410031201,586.8242301,3792.962862,12405.21971,0,10911.26303,7920.598918,937.0849424,15618.08237,4350.751518,55.01477157,7809.041186,24940.02978,2231.154625,1925.517005,3458.289668,14948.73599,3300.886294,0,0,37929.62862,37929.62862,0,4239.193787,3458.289668,2231.154625,0,4908.540174,4707.736258,0,4506.932342,2788.943281,0,3324.420391,6760.398513,5,0,7,24,3790.31,2017,215571.1035
410031202,916.9128595,4239.193787,10151.75354,0,9957.673654,10374.869,2788.943281,55778.86562,4685.424712,1577.090118,18741.69885,0,4016.078324,1925.517005,1896.481431,21106.72275,3667.651438,0,0,26773.8555,33690.43483,0,0,2900.501012,1115.577312,0,4462.309249,5020.097906,0,4618.490073,2945.124105,0,2922.812558,6381.102227,4,0,7,24,3790.31,2017,232503.4276
410031203,513.4712013,1338.692775,9147.733961,0,8848.209094,7139.694799,0,6693.463874,3904.520593,0,8032.156649,7702.068019,0,568.4859729,2231.154625,9303.914785,0,0,0,1115.577312,15618.08237,0,0,2454.270087,892.4618499,0,2231.154625,3904.520593,29005.01012,3949.143686,2431.958541,0,3101.304928,6247.232949,3,0,7,24,3790.31,2017,127226.5495
410031204,605.1624872,3569.8474,5354.771099,0,3612.636666,5131.655637,937.0849424,13386.92775,1338.692775,36.67651438,5466.32883,0,4462.309249,632.669873,1673.365969,16064.3133,2200.590863,0,0,892.4618499,25435.16272,0,0,2677.38555,1115.577312,0,3346.731937,3123.616475,0,2253.466171,2052.662255,1338.692775,3525.224307,4997.786359,2,0,7,24,3790.31,2017,109877.03
410031301,220.0590863,2788.943281,9504.718701,0,4841.299898,4127.636056,870.1503036,4462.309249,1673.365969,18.33825719,7809.041186,12470.01489,0,953.5893738,557.7886562,13788.53558,2383.973435,0,0,0,23427.12356,0,0,2677.38555,2231.154625,0,1115.577312,1896.481431,0,2833.566373,2298.089263,669.3463874,1918.792977,5466.32883,5,0,7,24,2332.5,2017,101498.8915
410031302,458.4564297,11936.67724,41945.70694,0,12625.89007,5354.771099,847.8387574,6693.463874,1115.577312,229.2282149,28558.7792,0,5801.002024,2246.436506,557.7886562,33021.08845,1833.825719,0,0,22311.54625,13944.7164,780.9041186,18741.69885,8478.387574,0,0,0,21329.83821,0,7095.071707,12293.66198,0,8478.387574,20303.50708,15,0,7,24,2332.5,2017,245038.5433
410041101,1191.986717,3770.651316,9683.211071,379.2962862,16449.4167,40361.58716,4127.636056,17849.237,401.6078324,79927.29396,6135.675218,1925.517005,5577.886562,5171.388527,3569.8474,29451.24105,7335.302876,0,0,3346.731937,33244.20391,0,0,9482.407155,2231.154625,0,3346.731937,3034.37029,0,2833.566373,2878.189466,0,3614.470492,5957.182848,3,0,14,24,3563.63,2017,293594.5807
410041102,1100.295431,4105.324509,13342.30466,0,24353.20555,45827.91599,4083.012963,33467.31937,2119.596893,112523.5461,9370.849424,1879.671362,1115.577312,4694.59384,3502.912761,32463.29979,7335.302876,0,0,11155.77312,58233.1357,3346.731937,0,9928.63808,892.4618499,0,3235.174206,5243.213368,0,2766.631735,3257.485752,0,6693.463874,5778.690478,4,0,14,24,3563.63,2017,398473.8243
410041201,220.0590863,3859.897501,8054.468195,0,4887.145541,4373.063064,2565.827818,4462.309249,0,2769.076836,5354.771099,0,0,550.1477157,446.2309249,14792.55516,2750.738578,0,4731.270355,3346.731937,13654.6663,0,0,1784.9237,0,0,0,3168.239567,0,1517.185145,2387.335448,2008.039162,1628.742876,4774.670897,3,0,14,24,2585.38,2017,86033.62797
410041202,696.8537732,8255.272111,14725.62052,0,11534.76377,6581.906143,3569.8474,3346.731937,468.5424712,1833.825719,9593.964886,0,5577.886562,1577.090118,2677.38555,24163.40459,3667.651438,0,47679.46869,4016.078324,17135.26752,0,0,2833.566373,1115.577312,0,7139.694799,3324.420391,0,4105.324509,3502.912761,1338.692775,2811.254827,8545.322213,5,0,14,24,2585.38,2017,187092.707
410041203,550.1477157,6135.675218,12717.58136,0,7472.839805,4707.736258,0,8924.618499,780.9041186,6088.301387,10062.50736,8894.054737,4462.309249,971.927631,2008.039162,16956.77515,0,0,9077.437309,0,16733.65969,0,0,3123.616475,5801.002024,0,0,1918.792977,22311.54625,3748.339769,3369.043483,2008.039162,2253.466171,8389.141389,5,0,14,24,2585.38,2017,156749.921
410041204,275.0738578,1338.692775,6537.28305,379.2962862,3979.40181,4506.932342,3971.455232,15618.08237,379.2962862,2979.966793,5577.886562,1980.531776,4908.540174,825.2215735,267.738555,12472.15435,5501.477157,0,0,1115.577312,10151.75354,0,0,1851.858338,0,0,8032.156649,2945.124105,0,1539.496691,2565.827818,0,2119.596893,4439.997703,2,0,14,24,2585.38,2017,99723.13696
410041301,733.5302876,9281.603239,20772.04956,0,10572.00527,11245.01931,3235.174206,4016.078324,937.0849424,2855.266644,14636.37434,0,4685.424712,1375.369289,2900.501012,27041.59405,2567.356006,0,0,3458.289668,33467.31937,0,0,4529.243888,9147.733961,8032.156649,0,3391.35503,0,6381.102227,5109.344091,0,3324.420391,12405.21971,9,0,14,24,838.5,2017,185328.5666
410041302,531.8094585,7764.418094,14257.07805,0,9040.760794,5711.755839,1673.365969,1561.808237,401.6078324,999.4350168,13386.92775,0,7585.925724,1026.942403,2900.501012,24609.63551,1283.678003,0,0,1070.95422,19879.58771,0,0,4060.701417,4127.636056,5711.755839,0,1561.808237,0,5979.494394,4149.947602,2677.38555,2298.089263,12204.4158,7,0,14,24,838.5,2017,142200.3477
410051101,0,892.4618499,4105.324509,0,916.9128595,16287.42876,2454.270087,0,6693.463874,3300.886294,1004.019581,0,3346.731937,0,1561.808237,8701.503036,14670.60575,0,14120.45804,2231.154625,12896.07373,0,0,2677.38555,669.3463874,0,0,1784.9237,0,1048.642674,1093.265766,0,1561.808237,2387.335448,1,0,7,24,10726,2017,100300.4864
410051102,0,18518.58338,29161.19094,0,38767.0757,129406.9682,3726.028223,78090.41186,14614.06279,71519.20304,18741.69885,90407.60794,8924.618499,12836.78003,11044.21539,31704.70722,18338.25719,0,0,4016.078324,48750.72855,0,0,6470.348412,32128.6266,0,23427.12356,11378.88859,0,5577.886562,4239.193787,6693.463874,8478.387574,6782.710059,6,0,7,24,10726,2017,704583.6542
410051103,0,4796.982443,14926.42444,0,20172.08291,29674.35651,2454.270087,20080.39162,0,5501.477157,13386.92775,12836.78003,5577.886562,7335.302876,0,12851.45064,14670.60575,0,0,0,25881.39365,0,0,2900.501012,5377.082645,0,11155.77312,2788.943281,0,2922.812558,2320.40081,0,6247.232949,3993.766778,3,0,7,24,10726,2017,212926.4211
410051104,0,1561.808237,6983.513975,334.6731937,6510.081302,4283.816879,0,2231.154625,4239.193787,5437.293257,6247.232949,0,0,1191.986717,2788.943281,11490.44632,0,0,0,27889.43281,19411.04523,8924.618499,0,3123.616475,2231.154625,0,4462.309249,3302.108845,55778.86562,2498.89318,2298.089263,0,2565.827818,6537.28305,2,0,7,24,10726,2017,185339.8752
410051201,1879.671362,1561.808237,17782.30236,0,10397.79183,41276.36056,1048.642674,7809.041186,1004.019581,4336.997825,8589.945305,16614.46101,0,1650.443147,669.3463874,18853.25658,14670.60575,0,0,2788.943281,23204.0081,2008.039162,0,3569.8474,5020.097906,0,3346.731937,6894.26779,0,4350.751518,3458.289668,4462.309249,4239.193787,10084.8189,4,0,7,24,3658,2017,203789.6901
410051202,183.3825719,1338.692775,12293.66198,0,22005.90863,1784.9237,2008.039162,3346.731937,2008.039162,366.7651438,6470.348412,1650.443147,3346.731937,1833.825719,334.6731937,9750.14571,9169.128595,0,0,0,18407.02565,0,0,2677.38555,557.7886562,0,1115.577312,3190.551113,0,2833.566373,2052.662255,0,3012.058743,3792.962862,2,0,7,24,3658,2017,103237.3583
410051203,0,5577.886562,27353.9557,0,20172.08291,16956.77515,4016.078324,6693.463874,8701.503036,4447.027368,17403.00607,7977.141877,3569.8474,6280.853087,2677.38555,20749.73801,12836.78003,0,0,0,32574.85752,0,0,2900.501012,914.7733961,0,0,6247.232949,0,4774.670897,3458.289668,0,6581.906143,8322.20675,6,0,7,24,3658,2017,203834.0076
410051204,366.7651438,1160.200405,13186.12383,0,13533.63381,16510.54422,3569.8474,15618.08237,1784.9237,1173.64846,6247.232949,9462.54071,5577.886562,2383.973435,2677.38555,21463.70749,9169.128595,0,0,0,25992.95138,0,0,3346.731937,2677.38555,0,892.4618499,4239.193787,0,1963.41607,2766.631735,3569.8474,5689.444293,6827.333152,4,0,7,24,3658,2017,168664.8979
410061101,0,4685.424712,15283.40918,557.7886562,14102.11978,28112.54827,2008.039162,34582.89668,12940.69682,150447.062,15618.08237,2457.326463,15618.08237,5263.079813,4239.193787,22869.3349,4584.564297,0,0,4462.309249,43953.74611,1784.9237,20526.62255,4016.078324,6470.348412,0,4016.078324,8478.387574,0,5555.575015,9370.849424,4462.309249,15618.08237,15908.13247,4,0,7,24,2877.5,2017,462709.6828
410061102,458.4564297,7585.925724,8813.060768,0,7610.376734,5801.002024,937.0849424,26773.8555,8143.71438,15257.42998,10040.19581,27874.15093,3346.731937,3300.886294,2900.501012,17469.94071,2750.738578,0,0,66934.63874,27666.31735,0,7139.694799,3123.616475,1784.9237,0,1784.9237,6559.594597,0,7786.72964,7251.25253,0,5667.132747,17469.94071,4,0,7,24,2877.5,2017,293419.756
410061201,0,3123.616475,12650.64672,0,7555.361962,10040.19581,1115.577312,22311.54625,4239.193787,1412.045804,8366.829843,5593.168443,5577.886562,3667.651438,446.2309249,20147.32626,2750.738578,0,0,0,36033.14719,0,14948.73599,4016.078324,3346.731937,0,4462.309249,7251.25253,0,4373.063064,6247.232949,15618.08237,6916.579337,12025.92343,4,0,7,24,13452.31,2017,211586.5058
410061202,641.8390016,1561.808237,8701.503036,0,4859.638155,12940.69682,3346.731937,10040.19581,3792.962862,24261.51426,8924.618499,9352.511166,11378.88859,1943.855262,1784.9237,17246.82525,2750.738578,0,0,2231.154625,21530.64213,0,0,2900.501012,1784.9237,0,3792.962862,9370.849424,0,3257.485752,4172.259148,0,4016.078324,8991.553137,5,0,7,24,13452.31,2017,176876.1582
410061203,0,1918.792977,15818.88629,892.4618499,11002.95431,19857.27616,1115.577312,54127.81119,3904.520593,38565.35487,10151.75354,17164.60873,1338.692775,1650.443147,669.3463874,23560.99284,5501.477157,0,0,1115.577312,30343.7029,0,17068.33288,5801.002024,4462.309249,0,8924.618499,7429.7449,0,2855.87792,9036.17623,4462.309249,10709.5422,11713.56178,5,0,7,24,13452.31,2017,305344.819
410061204,1026.942403,3123.616475,12539.08899,0,5996.610101,7028.137068,937.0849424,22311.54625,0,2429.819078,12048.23497,20245.43594,7809.041186,3722.666209,1896.481431,13654.6663,3667.651438,0,0,1784.9237,31682.39567,1115.577312,0,4239.193787,2454.270087,0,6247.232949,6157.986764,0,3726.028223,7875.975825,0,7407.433354,15551.14773,4,0,7,24,13452.31,2017,194140.0992
410061301,0,1249.44659,11468.13477,0,4492.873011,2008.039162,847.8387574,2186.531532,0,3704.327952,7028.137068,0,0,1430.384061,0,11869.7426,3667.651438,0,0,4462.309249,8589.945305,0,0,4239.193787,446.2309249,0,0,5689.444293,0,2097.285347,5577.886562,0,3859.897501,9928.63808,4,0,7,24,287.75,2017,83375.80322
410061302,0,1227.135044,3324.420391,0,806.8833163,1561.808237,847.8387574,446.2309249,0,36.67651438,5801.002024,0,0,366.7651438,0,6224.921403,2750.738578,0,0,892.4618499,7028.137068,0,0,1829.546792,446.2309249,0,0,2454.270087,0,1494.873599,3770.651316,0,1807.235246,7139.694799,2,0,7,24,287.75,2017,46933.10162
410071101,348.4268866,6068.740579,7429.7449,0,1998.870034,2588.139365,3904.520593,7139.694799,1115.577312,7986.311006,5354.771099,0,0,293.412115,2008.039162,17246.82525,2200.590863,0,0,8255.272111,22311.54625,2008.039162,0,5131.655637,2141.90844,0,0,3302.108845,0,2208.843078,2454.270087,0,1561.808237,7563.614178,2,0,14,24,992.88,2017,115192.9851
410071102,458.4564297,14368.63578,15015.67062,0,10874.58651,10821.09993,2298.089263,4685.424712,2231.154625,8490.613079,8924.618499,0,11602.00405,2732.400321,4819.293989,25368.22808,2567.356006,0,0,10040.19581,50647.20998,0,0,5354.771099,4796.982443,12717.58136,2231.154625,3904.520593,0,3770.651316,3993.766778,0,2454.270087,12315.97353,4,0,14,24,992.88,2017,222469.0389
410071201,852.7289593,2454.270087,9147.733961,0,10370.28444,8366.829843,3904.520593,7251.25253,1004.019581,2163.914348,8032.156649,26315.39907,4462.309249,806.8833163,4083.012963,17492.25226,2292.282149,0,0,3346.731937,28915.76394,0,0,3614.470492,669.3463874,0,0,3056.681836,0,4083.012963,3279.797298,6961.202429,4172.259148,8969.241591,4,0,14,24,5384.44,2017,166920.6241
410071202,330.0886294,4239.193787,5510.951923,0,6851.172886,3525.224307,0,3346.731937,1316.381229,3355.901066,8924.618499,4135.276996,4685.424712,706.0229018,1450.250506,15082.60526,0,0,0,3904.520593,16733.65969,0,0,2119.596893,4016.078324,8366.829843,0,2610.450911,15618.08237,2119.596893,3413.666576,892.4618499,2833.566373,8746.126129,4,0,14,24,5384.44,2017,129323.5292
410071203,238.3973435,4640.801619,1115.577312,0,3484.268866,2275.777717,3012.058743,1784.9237,513.1655637,1421.214932,5488.640377,0,0,440.1181725,1673.365969,14011.65104,1283.678003,0,0,0,14904.11289,0,2454.270087,2119.596893,557.7886562,0,0,1717.989061,0,1338.692775,1717.989061,5890.248209,1606.43133,4685.424712,2,0,14,24,5384.44,2017,77260.60573
410071204,605.1624872,8478.387574,13543.10857,1004.019581,8197.200964,8701.503036,2788.943281,23427.12356,736.2810261,5694.028857,16064.3133,0,4239.193787,1357.031032,2030.350708,16064.3133,1833.825719,0,0,0,30700.68764,0,0,4373.063064,2878.189466,0,2677.38555,3569.8474,0,4796.982443,3235.174206,7496.679539,4283.816879,7162.006345,5,0,14,24,5384.44,2017,172395.5107
410071301,0,1561.808237,15774.2632,0,7555.361962,3324.420391,3904.520593,780.9041186,1115.577312,577.6551015,9817.080349,513.4712013,2231.154625,550.1477157,1450.250506,21084.4112,2567.356006,0,0,4016.078324,15618.08237,0,0,2454.270087,780.9041186,0,3748.339769,4038.389871,0,3012.058743,3770.651316,1115.577312,2900.501012,10999.5923,7,0,14,24,1451.13,2017,109488.5645
410071302,421.7799154,1204.823497,8857.68386,0,4639.579069,1740.300607,2342.712356,0,513.1655637,284.2429864,4462.309249,247.5664721,0,476.7946869,780.9041186,14145.52032,916.9128595,0,0,0,15060.29372,0,0,2008.039162,2231.154625,0,12182.10425,1851.858338,0,1851.858338,2208.843078,0,1740.300607,4908.540174,4,0,14,24,1451.13,2017,76219.60399
410081101,1008.604145,10486.42674,10307.93437,0,9499.217224,11155.77312,0,24542.70087,8813.060768,21840.86431,7407.433354,0,1784.9237,3961.063553,3123.616475,20303.50708,0,0,14670.60575,27889.43281,19187.92977,0,0,7251.25253,1561.808237,0,1115.577312,3547.535853,37929.62862,1963.41607,4328.439972,0,4350.751518,11869.7426,3,0,7,24,245,2017,259593.3124
410081201,0,8032.156649,6871.956244,0,4859.638155,1115.577312,0,446.2309249,0,761.0376734,6693.463874,0,0,330.0886294,446.2309249,18072.35246,0,0,5501.477157,14502.50506,12606.02363,0,13610.04321,2677.38555,892.4618499,0,0,3123.616475,89.24618499,3993.766778,5421.705738,0,2900.501012,14145.52032,2,0,7,24,6419,2017,120221.0296
410081202,550.1477157,2342.712356,8032.156649,0,3484.268866,1784.9237,1115.577312,2231.154625,0,55.01477157,5912.559755,0,0,1008.604145,0,7095.071707,1833.825719,0,0,11155.77312,12717.58136,0,3302.108845,3346.731937,0,0,2231.154625,4417.686157,0,2588.139365,4752.359351,0,2565.827818,9593.964886,2,0,7,24,6419,2017,84085.18814
410081203,550.1477157,8701.503036,17626.12154,0,10801.23348,6135.675218,0,22311.54625,0,1191.986717,11713.56178,0,0,2292.282149,0,14167.83187,0,0,0,17849.237,24096.46995,0,0,3346.731937,1115.577312,0,2677.38555,2677.38555,780.9041186,4373.063064,5042.409452,3346.731937,4841.605536,14324.01269,5,0,7,24,6419,2017,162337.2823
410081204,0,9147.733961,22757.77717,0,12937.64045,23873.35448,1115.577312,33467.31937,0,45.84564297,14390.94733,1833.825719,3346.731937,733.5302876,2454.270087,14948.73599,1833.825719,0,9077.437309,0,43284.39972,0,0,3904.520593,1115.577312,0,2008.039162,6202.609857,0,4506.932342,6091.052125,0,4016.078324,16510.54422,9,0,7,24,6419,2017,216846.5292
