ID_NO,CONS_BEDDING,CONS_BEVERAGE,CONS_C_SERVICES,CONS_C_TAXES,CONS_CEREAL,CONS_CEREAL_SUB,CONS_CLOTHING,CONS_CONVEYANCE,CONS_DRY_FRUIT,CONS_DURABLE_GOODS,CONS_EDIBLE_OIL,CONS_EDUCATION,CONS_ENTERTAINMENT,CONS_FOOTWEAR,CONS_FRUIT,CONS_FUEL,CONS_IMPUTED_RENT,CONS_INTOXICANT,CONS_MEDICAL_INST,CONS_MEDICAL_NON_INST,CONS_MILK_PROD,CONS_MINOR_DURABLE_GOODS,CONS_NON_VEG,CONS_OTHER_HOUSEHOLD_C_ONSUMABLES,CONS_PACK_PROC_FOOD,CONS_PAN,CONS_PROC_FOOD,CONS_PULSES,CONS_RENT,CONS_SALT_SUGAR,CONS_SPICES,CONS_TOBACCO,CONS_TOILETARIES,CONS_VEGETABLE,HH_SIZE,URBAN,DISTRICT,STATE_CODE,WEIGHT,ASSESSMENT_YEAR
413741101,2484.775553,2180.628163,43860.36192,6541.88449,21508.92325,0,11527.72921,26960.49365,0,39817.50989,15462.63607,3421.658139,5947.167718,977.6166112,8127.795881,45991.43035,10183.50637,0,0,12389.93275,25077.22388,8177.355612,1238.993275,5451.570408,3469.181169,0,0,13133.32871,0,6839.242876,6740.123414,0,10804.02135,7879.997226,2,0,39,23,8083.25,2017
413741102,0,13282.0079,14025.40387,0,0,0,2016.334261,19823.89239,0,1975.600235,0,2867.675393,6194.966373,1446.057904,4460.375788,12984.64952,0,3964.778479,0,892.0751577,22301.87894,0,991.1946196,2180.628163,3221.382514,0,89207.51577,0,14867.91929,2378.867087,247.7986549,4955.973098,4807.293905,495.5973098,1,0,39,23,8083.25,2017
413741201,1222.020764,6442.765028,16106.91257,8920.751577,33799.73653,1486.791929,10427.91052,75826.3884,4955.973098,9939.102213,16106.91257,25010.69164,19823.89239,4277.072674,13628.92602,52533.31484,8146.805093,0,0,34691.81169,23788.67087,0,0,7929.556957,9416.348887,2973.583859,2477.986549,16404.27096,0,8028.676419,6294.085835,0,19328.29508,21310.68432,5,0,39,23,16753.19,2017
413741202,0,2824.904666,11646.53678,5253.331484,20269.92997,2081.508701,10183.50637,36426.40227,693.8362338,5812.745434,17445.02531,31955.84298,4955.973098,2260.738413,4906.413367,38557.4707,4073.402546,0,0,0,26514.45608,0,0,4955.973098,991.1946196,0,0,17940.62262,0,8524.273729,6244.526104,2477.986549,9416.348887,11745.65624,6,0,39,23,16753.19,2017
413741203,0,8177.355612,13381.12737,9416.348887,36822.88012,1486.791929,19633.80027,11398.73813,3221.382514,7983.868991,16404.27096,24277.47918,4955.973098,3462.392165,5203.771753,40143.3821,6110.10382,0,0,6442.765028,23788.67087,0,0,4955.973098,7433.959647,0,2477.986549,14917.47903,0,8127.795881,6789.683145,4955.973098,12885.53006,15066.15822,4,0,39,23,16753.19,2017
413741204,0,3221.382514,15363.5166,5748.928794,33155.46003,1288.553006,16089.94006,26960.49365,1387.672468,5519.46045,15859.11391,47047.79941,5947.167718,3543.860215,3617.860362,44009.04111,4073.402546,11646.53678,0,4460.375788,25275.4628,0,0,6690.563683,5451.570408,0,2477.986549,16998.98773,0,9713.707273,6492.324759,2477.986549,11250.05893,9168.550232,6,0,39,23,16753.19,2017
413741301,0,2725.785204,4708.174443,0,21608.04271,0,2973.583859,12885.53006,1486.791929,1038.717649,9664.147542,1486.791929,4955.973098,1059.084662,2973.583859,27803.00908,2444.041528,0,0,2477.986549,12637.7314,0,0,3221.382514,495.5973098,0,5798.488525,10804.02135,0,8177.355612,5649.809332,2329.307356,6690.563683,7979.116688,5,0,39,23,6258,2017
413741302,448.0742801,6690.563683,1734.590584,0,4460.375788,0,2790.280744,2973.583859,5947.167718,8146.805093,6938.362338,0,0,325.8722037,1734.590584,15859.11391,1833.031146,0,0,991.1946196,11150.93947,0,0,3469.181169,495.5973098,0,0,5947.167718,0,5253.331484,7582.63884,1982.389239,4955.973098,7186.160992,2,0,39,23,6258,2017
413751101,488.8083056,7632.198571,6888.802607,396.4778479,1486.791929,0,2851.381783,14867.91929,13876.72468,1670.095044,3964.778479,3462.392165,4955.973098,1588.626993,4460.375788,24829.42522,0,0,0,12389.93275,17098.10719,0,9118.990501,2477.986549,0,0,69383.62338,0,29735.83859,3320.501976,1486.791929,0,3221.382514,1486.791929,1,0,42,23,183.38,2017
413751102,2240.371401,6938.362338,7929.556957,2477.986549,27505.6507,0,10142.77234,55011.30139,0,3706.796317,10407.54351,10590.84662,4955.973098,2444.041528,4955.973098,29339.36074,0,0,2444.041528,7929.556957,22301.87894,4955.973098,0,3964.778479,991.1946196,0,0,12885.53006,24779.86549,5451.570408,3469.181169,1982.389239,15363.5166,10110.18512,3,0,42,23,183.38,2017
413751201,407.3402546,4460.375788,3716.979824,7433.959647,37417.59689,0,5499.093438,7433.959647,0,835.047522,17345.90584,31161.52948,4955.973098,4073.402546,2973.583859,34295.33384,2036.701273,0,0,7433.959647,5947.167718,3469.181169,4856.853636,2973.583859,1982.389239,0,0,12389.93275,0,4955.973098,5055.09256,1982.389239,7929.556957,14174.08306,4,0,42,23,468.63,2017
413751202,1018.350637,11894.33544,45594.9525,991.1946196,77065.38168,2477.986549,23401.69763,56993.69063,1486.791929,76294.8297,20071.69105,29939.50872,4955.973098,2199.637375,16354.71122,55655.57789,8146.805093,0,0,17345.90584,56993.69063,25771.06011,0,5947.167718,8425.154267,0,0,31619.10837,0,14669.68037,5055.09256,0,20468.1689,17345.90584,8,0,42,23,468.63,2017
413751203,0,3716.979824,743.3959647,2477.986549,7087.04153,0,4684.412928,0,0,651.7444074,3469.181169,407.3402546,4955.973098,407.3402546,991.1946196,19080.49643,0,0,0,8425.154267,1238.993275,0,991.1946196,2230.187894,0,0,8425.154267,6938.362338,9911.946196,1982.389239,2973.583859,495.5973098,4460.375788,6294.085835,3,0,42,23,468.63,2017
413751204,4073.402546,3964.778479,15462.63607,4955.973098,42125.77133,0,22379.27359,47081.74443,991.1946196,12709.01595,12885.53006,33524.10296,4955.973098,11670.2983,3716.979824,39152.18748,4888.083056,0,0,5947.167718,29735.83859,0,0,7731.318033,2477.986549,991.1946196,0,19080.49643,0,6194.966373,7285.280454,0,20715.96755,14025.40387,4,0,42,23,468.63,2017
413751301,0,4955.973098,1734.590584,0,10159.74485,0,8961.485602,5699.369063,0,1222.020764,5451.570408,1425.690891,0,773.9464838,2973.583859,20170.81051,0,3964.778479,0,0,0,0,0,1139.873813,0,0,70870.4153,9911.946196,24779.86549,4708.174443,3370.061707,1486.791929,3915.218748,7632.198571,5,0,42,23,1018.75,2017
413751302,0,2230.187894,4212.577133,4955.973098,10407.54351,0,5702.763565,0,0,1466.424917,6938.362338,0,0,407.3402546,0,25027.66415,0,10407.54351,712.8454456,0,0,0,2477.986549,2725.785204,0,0,0,4460.375788,7433.959647,3716.979824,3221.382514,743.3959647,991.1946196,5798.488525,3,0,42,23,1018.75,2017
413761101,2484.775553,10903.14082,53772.30812,7433.959647,41085.01698,0,14806.81826,40638.97941,3370.061707,20957.6561,19229.17562,15967.73798,6442.765028,3666.062292,4460.375788,38507.91097,3666.062292,0,0,31966.02648,26762.25473,15859.11391,0,13876.72468,5451.570408,4460.375788,3469.181169,17345.90584,0,8920.751577,13182.88844,991.1946196,12290.81328,20963.76621,6,0,41,23,67.38,2017
413761102,6150.837845,5203.771753,12885.53006,9664.147542,35782.12577,0,35662.63929,20567.28836,1982.389239,16835.37272,10110.18512,8004.236004,3964.778479,8350.47522,7681.758302,35534.32711,4888.083056,0,0,10159.74485,28001.248,8425.154267,0,10903.14082,4212.577133,4460.375788,2725.785204,15264.39714,0,6839.242876,7334.840185,2973.583859,10605.78243,14322.76225,6,0,41,23,67.38,2017
413761201,529.542331,6442.765028,23045.27491,10159.74485,23739.11114,0,15458.56266,22301.87894,1883.269777,26578.95162,14867.91929,5662.02954,5947.167718,3625.328266,1982.389239,36029.92442,2036.701273,0,0,10655.34216,22054.08029,10159.74485,3716.979824,10457.10324,4361.256326,4460.375788,1486.791929,11795.21597,0,5302.891215,10804.02135,4212.577133,9366.789156,17940.62262,4,0,41,23,266.44,2017
413761202,0,5649.809332,5451.570408,1982.389239,20914.20647,0,7128.454456,11398.73813,892.0751577,3808.631381,9664.147542,0,3469.181169,1629.361019,991.1946196,17246.78638,1833.031146,0,0,2725.785204,11894.33544,2230.187894,4460.375788,3320.501976,1585.911391,0,991.1946196,9465.908618,0,5352.450946,10655.34216,2973.583859,7087.04153,12489.05221,4,0,41,23,266.44,2017
413761203,6313.773947,3469.181169,12885.53006,9416.348887,33750.1768,0,23198.0275,28992.44262,1734.590584,10692.68168,8425.154267,8493.044309,12389.93275,9959.469226,4212.577133,37318.47743,4073.402546,0,0,23540.87222,24680.74603,13876.72468,2378.867087,14521.00118,3221.382514,2378.867087,9416.348887,14719.2401,0,7780.877764,8425.154267,6938.362338,10952.70055,14421.88172,5,0,41,23,266.44,2017
413761204,5906.433692,4212.577133,8078.23615,3469.181169,11398.73813,0,15234.52552,5203.771753,991.1946196,10000.20325,3370.061707,4684.412928,3964.778479,4806.615005,2725.785204,35534.32711,3869.732419,0,0,19823.89239,12290.81328,14124.52333,0,4163.017403,3370.061707,743.3959647,1585.911391,7830.437495,0,6046.28718,5055.09256,0,10556.2227,8474.713998,2,0,41,23,266.44,2017
413761301,366.6062292,2725.785204,4658.614712,4955.973098,5203.771753,0,4712.926746,1734.590584,396.4778479,4317.806699,6938.362338,2179.270362,4460.375788,855.4145348,892.0751577,13876.72468,1425.690891,3469.181169,0,4708.174443,7632.198571,4460.375788,594.7167718,3221.382514,991.1946196,4460.375788,3469.181169,7087.04153,0,3766.539555,7780.877764,0,5996.727449,13430.6871,4,0,41,23,202.13,2017
413761302,3279.08905,4708.174443,22400.9984,9416.348887,35137.84927,0,37964.11173,31470.42917,743.3959647,9124.421704,8425.154267,11906.55564,8425.154267,14053.23879,4460.375788,43711.68273,3258.722037,0,0,22301.87894,20715.96755,7433.959647,0,5055.09256,7681.758302,1982.389239,8425.154267,13777.60521,0,6789.683145,10258.86431,3716.979824,12885.53006,14669.68037,5,0,41,23,202.13,2017
413771101,4562.210852,5451.570408,37665.39555,5947.167718,31718.22783,0,23625.73477,52037.71753,11150.93947,56661.02942,10407.54351,9613.23001,9664.147542,8961.485602,4460.375788,72357.20723,0,0,814.6805093,7433.959647,75330.79109,5451.570408,0,6690.563683,8672.952922,0,0,23243.51383,74339.59647,3469.181169,9812.826734,0,33601.49761,16949.428,3,0,38,23,1846,2017
413771102,11812.86738,3964.778479,35683.00631,2973.583859,40292.06129,0,55805.61489,206168.4809,24284.26818,44155.6836,29488.03993,114625.5477,20815.08701,13849.56866,6442.765028,97137.07273,7332.124584,0,2851.381783,6442.765028,102588.6431,3469.181169,0,8920.751577,2477.986549,0,0,39647.78479,0,7929.556957,7037.481799,0,53128.03161,16552.95015,5,0,38,23,1846,2017
413771103,6517.444074,1585.911391,1982.389239,0,14372.32198,0,11894.33544,2973.583859,0,4969.551107,6888.802607,855.4145348,0,4888.083056,2973.583859,19972.57159,0,0,1222.020764,12389.93275,14867.91929,4460.375788,4955.973098,2973.583859,0,792.9556957,991.1946196,13381.12737,59471.67718,3072.703321,3171.822783,0,6690.563683,7780.877764,2,0,38,23,1846,2017
413771104,6232.305896,4955.973098,21310.68432,2973.583859,27555.21043,0,31894.74194,61949.66373,0,43381.73712,14867.91929,9939.102213,15859.11391,15071.58942,1585.911391,72357.20723,8146.805093,0,6435.976023,20815.08701,102588.6431,0,0,13182.88844,1486.791929,0,0,18931.81724,0,5649.809332,8375.594536,0,22648.79706,13579.36629,5,0,38,23,1846,2017
413771201,5702.763565,8425.154267,22797.47625,7433.959647,41729.29349,0,20815.08701,64427.65028,0,24692.96624,15859.11391,6110.10382,10407.54351,13034.88815,7731.318033,67401.23414,12220.20764,0,936.8825857,0,44603.75788,0,11398.73813,8722.512653,8920.751577,0,0,36921.99958,0,6839.242876,8524.273729,0,30082.75671,14273.20252,5,0,38,23,468,2017
413771202,5091.753183,3964.778479,22301.87894,5947.167718,30033.19698,0,31080.06143,59471.67718,24284.26818,120336.458,15115.71795,31854.00791,23540.87222,19959.67248,6442.765028,63932.05297,10183.50637,0,1222.020764,27257.85204,59471.67718,1486.791929,0,13381.12737,3469.181169,0,0,26018.85877,0,7929.556957,8028.676419,0,22797.47625,16552.95015,7,0,38,23,468,2017
413771203,1629.361019,5203.771753,18337.10046,2973.583859,30727.03321,0,49288.17081,49559.73098,0,25316.19683,8920.751577,80001.62601,5947.167718,8146.805093,4212.577133,30231.4359,1833.031146,0,2036.701273,0,29735.83859,0,9416.348887,6442.765028,991.1946196,594.7167718,0,13876.72468,0,6194.966373,8722.512653,0,9267.669694,11398.73813,4,0,38,23,468,2017
413771204,4643.678903,12637.7314,21806.28163,4955.973098,64031.17243,0,8961.485602,67401.23414,1982.389239,13055.25516,14620.12064,62991.09698,5947.167718,13034.88815,4460.375788,52731.55377,3258.722037,0,3869.732419,1982.389239,44108.16057,4955.973098,3964.778479,2973.583859,4955.973098,0,2477.986549,35286.52846,0,5253.331484,6690.563683,0,27803.00908,9911.946196,6,0,38,23,468,2017
413781101,977.6166112,9911.946196,14174.08306,2477.986549,25523.26146,0,27536.20121,29735.83859,0,46721.92721,10407.54351,23625.73477,4955.973098,6721.114202,991.1946196,46933.06524,8146.805093,0,48880.83056,0,25771.06011,4460.375788,0,5947.167718,3469.181169,0,0,2775.344935,0,5699.369063,4212.577133,0,8177.355612,2973.583859,4,0,49,23,63,2017
413781102,611.010382,2477.986549,18931.81724,2973.583859,21558.48298,0,16171.40811,14867.91929,0,4073.402546,6938.362338,3666.062292,4955.973098,2118.169324,4460.375788,30479.23455,4073.402546,0,0,29735.83859,47577.34174,0,0,6938.362338,0,0,0,17345.90584,0,6194.966373,6442.765028,0,6690.563683,5550.68987,4,0,49,23,63,2017
413781201,814.6805093,2477.986549,5203.771753,2973.583859,10407.54351,0,5824.965641,39647.78479,0,7332.124584,6938.362338,2444.041528,0,2444.041528,991.1946196,37417.59689,6110.10382,0,0,4955.973098,23293.07356,0,0,6442.765028,0,0,0,9019.871039,0,4708.174443,4708.174443,0,5699.369063,5451.570408,2,0,49,23,333,2017
413781202,1222.020764,2477.986549,14867.91929,2477.986549,27059.61312,0,27902.80744,19823.89239,0,45418.43839,10407.54351,34827.59177,16354.71122,7128.454456,1486.791929,25027.66415,8146.805093,0,0,0,40638.97941,3469.181169,0,5451.570408,3469.181169,0,1486.791929,3865.659017,0,4955.973098,5451.570408,0,5699.369063,3320.501976,4,0,49,23,333,2017
413781203,0,6194.966373,17990.18235,0,16850.30853,0,7291.390558,4955.973098,0,17658.20004,8425.154267,0,0,1384.956866,991.1946196,19675.2132,0,0,0,0,21707.16217,2973.583859,10506.66297,4955.973098,991.1946196,0,495.5973098,5203.771753,29735.83859,5203.771753,7433.959647,0,3469.181169,3023.14359,2,0,49,23,333,2017
413781204,1833.031146,2230.187894,13827.16494,2477.986549,26910.93392,0,30591.25312,12389.93275,0,20774.35299,10407.54351,25458.76592,13876.72468,5499.093438,1387.672468,24779.86549,8146.805093,0,22403.71401,0,40638.97941,0,0,7186.160992,1486.791929,0,2477.986549,2676.225473,0,4708.174443,5055.09256,0,6194.966373,3320.501976,4,0,49,23,333,2017
413781301,0,0,0,0,0,0,2444.041528,0,0,0,0,611.010382,0,611.010382,99.11946196,0,611.010382,0,0,0,0,0,0,0,495.5973098,0,20815.08701,0,0,0,0,0,0,0,1,0,49,23,1161,2017
413781302,0,0,0,0,0,0,3136.519961,0,0,0,0,611.010382,0,366.6062292,0,0,611.010382,0,0,0,0,0,0,0,743.3959647,0,22301.87894,0,0,0,0,0,0,0,1,0,49,23,1161,2017
413791101,4195.604623,3221.382514,53524.50946,2626.665742,44801.99681,0,25458.76592,60958.46911,1982.389239,10977.81986,13876.72468,57801.58213,7433.959647,7046.986405,10159.74485,63287.77646,20367.01273,0,27088.12693,34691.81169,54267.90543,0,14372.32198,4460.375788,8920.751577,1238.993275,7433.959647,15710.43472,0,9515.468349,6145.406642,5649.809332,7433.959647,16206.03203,5,0,17,23,136.25,2017
413791102,977.6166112,3964.778479,47329.54309,2626.665742,41431.9351,0,22770.32023,30479.23455,5748.928794,23340.59659,13876.72468,32953.8266,6442.765028,5947.167718,14273.20252,74686.51459,20367.01273,0,0,0,77511.41926,0,0,0,11547.41732,4460.375788,4955.973098,13232.44817,0,12142.13409,6294.085835,7533.079109,21310.68432,14223.64279,4,0,17,23,136.25,2017
413791201,0,1982.389239,9416.348887,0,34939.61034,0,15377.09461,15115.71795,0,24847.75553,15611.31526,32587.22037,0,4847.34903,2973.583859,34790.93115,3258.722037,17841.50315,0,0,15859.11391,0,2378.867087,4163.017403,1338.112737,991.1946196,0,10407.54351,0,5352.450946,3617.860362,1982.389239,7433.959647,9862.386465,5,0,17,23,1008.25,2017
413791202,0,3964.778479,11646.53678,0,22301.87894,0,17698.93406,12389.93275,0,11812.86738,8920.751577,0,9911.946196,1222.020764,5451.570408,36525.52173,4073.402546,0,0,0,16354.71122,0,4460.375788,4559.49525,7186.160992,0,2973.583859,6938.362338,0,3568.300631,2824.904666,0,6194.966373,7731.318033,2,0,17,23,1008.25,2017
413791203,1222.020764,2081.508701,15363.5166,0,26464.89634,0,13747.73359,24779.86549,0,9368.825857,13381.12737,25662.43604,10903.14082,2118.169324,6442.765028,31024.39159,4888.083056,0,0,9911.946196,16354.71122,0,0,4262.136864,2725.785204,5154.212022,3469.181169,8672.952922,0,4361.256326,4609.054981,0,9763.267003,7235.720723,5,0,17,23,1008.25,2017
413791204,0,2378.867087,12885.53006,0,43612.56326,0,24888.48956,9911.946196,0,14745.71722,11894.33544,22403.71401,10903.14082,2362.573477,4460.375788,32957.2211,3258.722037,0,0,24779.86549,10903.14082,0,0,4361.256326,2725.785204,0,2477.986549,10159.74485,0,6046.28718,3072.703321,8920.751577,10060.62539,11101.37974,5,0,17,23,1008.25,2017
413791301,0,1486.791929,1734.590584,0,14471.44145,0,7250.656533,0,0,6110.10382,5600.249601,0,0,488.8083056,0,18337.10046,0,19823.89239,0,0,19625.65347,0,0,3716.979824,0,0,0,3370.061707,27257.85204,3469.181169,1932.829508,3469.181169,7186.160992,5203.771753,3,0,17,23,422.38,2017
413791302,570.2763565,2725.785204,9664.147542,1486.791929,22252.31921,0,8350.47522,1486.791929,1139.873813,3380.924114,11299.61866,1629.361019,6194.966373,2566.243604,2577.106011,17940.62262,2444.041528,0,0,0,16106.91257,0,0,2230.187894,1734.590584,2230.187894,7037.481799,7037.481799,0,2676.225473,5253.331484,495.5973098,6194.966373,9218.109963,5,0,17,23,422.38,2017
413901101,2444.041528,991.1946196,9911.946196,0,12885.53006,0,10590.84662,14867.91929,0,3462.392165,5947.167718,3462.392165,4955.973098,2851.381783,2924.024128,18386.66019,0,0,0,0,7929.556957,7433.959647,0,2973.583859,2973.583859,0,1982.389239,5947.167718,39647.78479,2477.986549,1238.993275,7433.959647,4361.256326,4856.853636,1,0,15,23,1185,2017
413901102,4073.402546,3469.181169,28249.04666,0,24383.38764,0,23422.06464,19823.89239,3964.778479,151123.2345,10159.74485,53850.38166,0,5499.093438,5451.570408,11646.53678,0,7433.959647,24440.41528,12389.93275,54515.70408,0,4955.973098,4460.375788,2973.583859,495.5973098,1486.791929,9069.43077,3964.778479,5253.331484,2477.986549,2477.986549,14867.91929,7533.079109,3,0,15,23,1185,2017
413901201,0,2081.508701,15859.11391,0,12092.57436,0,8024.603017,7433.959647,2973.583859,6924.784329,6145.406642,407.3402546,0,3055.05191,5947.167718,8127.795881,0,5451.570408,0,15363.5166,14867.91929,0,0,1238.993275,1486.791929,0,0,4460.375788,3964.778479,3370.061707,2081.508701,0,5947.167718,4212.577133,1,0,15,23,513.5,2017
413901202,1018.350637,2725.785204,10655.34216,0,25027.66415,0,14460.57904,0,0,8309.741195,8920.751577,14053.23879,6442.765028,2444.041528,6641.003952,28249.04666,4073.402546,0,0,27257.85204,22301.87894,0,0,2973.583859,2973.583859,0,1486.791929,6492.324759,0,4757.734174,2626.665742,0,7681.758302,8722.512653,4,0,15,23,513.5,2017
413901203,2281.105426,1883.269777,11150.93947,0,13381.12737,0,11486.99518,4955.973098,1982.389239,3625.328266,6145.406642,1629.361019,4955.973098,2525.509579,3568.300631,13529.80656,2444.041528,0,0,7433.959647,18584.89912,0,3072.703321,2230.187894,2230.187894,0,991.1946196,3716.979824,0,2577.106011,1833.710046,0,3716.979824,3915.218748,1,0,15,23,513.5,2017
413901204,2647.711655,1833.710046,6690.563683,0,25275.4628,0,15356.7276,16850.30853,0,118617.4822,10110.18512,11405.52713,0,3625.328266,4163.017403,16156.4723,0,6442.765028,0,19823.89239,27257.85204,0,5451.570408,2973.583859,2230.187894,495.5973098,1238.993275,6541.88449,3964.778479,5104.652291,2725.785204,0,6442.765028,6541.88449,4,0,15,23,513.5,2017
413901301,0,1486.791929,6690.563683,0,35732.56604,0,14867.91929,0,0,17760.0351,8920.751577,16700.95044,4955.973098,1873.765171,3221.382514,37169.79824,4888.083056,0,0,11398.73813,7433.959647,0,0,3469.181169,991.1946196,991.1946196,991.1946196,7929.556957,0,4708.174443,1932.829508,495.5973098,8177.355612,8177.355612,5,0,15,23,118.5,2017
413901302,0,2824.904666,9416.348887,0,53524.50946,0,12383.14374,1486.791929,991.1946196,5906.433692,10903.14082,6721.114202,4955.973098,2851.381783,4658.614712,37070.67877,4073.402546,0,0,0,18584.89912,0,5451.570408,3469.181169,2477.986549,5451.570408,1486.791929,9664.147542,0,6046.28718,2329.307356,2477.986549,8326.034805,9961.505927,7,0,15,23,118.5,2017
413911101,1222.020764,20815.08701,123899.3275,3964.778479,95154.68349,0,42363.38648,246064.0643,11150.93947,159066.3694,32213.82514,59064.33692,32709.42245,17108.2907,175441.4477,80038.96554,8146.805093,0,0,175937.045,94163.48887,42125.77133,0,25275.4628,84251.54267,0,12389.93275,42125.77133,24779.86549,15859.11391,18089.30181,0,11150.93947,43116.96595,4,0,11,23,702,2017
413911102,0,4460.375788,18436.21993,0,8920.751577,0,36253.28266,26514.45608,0,2036.701273,1833.710046,814.6805093,9911.946196,6110.10382,1486.791929,21409.80378,0,0,0,991.1946196,4955.973098,0,0,3469.181169,2477.986549,0,9911.946196,4955.973098,49559.73098,3122.263052,2626.665742,0,3964.778479,4658.614712,1,0,11,23,702,2017
413911201,1833.031146,8623.393191,13876.72468,0,20815.08701,0,18289.57743,16106.91257,0,1222.020764,5203.771753,9776.166112,0,4562.210852,5154.212022,22500.11787,0,4460.375788,30550.5191,2477.986549,21806.28163,1238.993275,0,3469.181169,2725.785204,2081.508701,0,17593.7045,14867.91929,7929.556957,8028.676419,2230.187894,12637.7314,4014.33821,6,0,11,23,1989,2017
413911202,3258.722037,10655.34216,16850.30853,0,48568.53636,0,21018.75714,77808.77764,2477.986549,66661.23267,24532.06684,36864.29305,10903.14082,9083.687679,7929.556957,56002.49601,0,9911.946196,0,12389.93275,29240.24128,7433.959647,0,14867.91929,3221.382514,991.1946196,0,56002.49601,109031.4082,25671.94065,12191.69382,0,13182.88844,38557.4707,7,0,11,23,1989,2017
413911203,611.010382,2230.187894,2230.187894,0,5203.771753,0,3095.785935,2477.986549,0,0,6938.362338,0,0,733.2124584,3122.263052,15859.11391,0,0,0,5947.167718,25771.06011,0,0,991.1946196,3964.778479,1486.791929,0,9416.348887,14867.91929,1635.471122,7632.198571,1486.791929,3072.703321,11596.97705,1,0,11,23,1989,2017
413911204,2138.536337,0,29488.03993,0,18783.13804,0,7910.547745,0,7929.556957,0,3469.181169,0,7433.959647,3743.45694,5005.532829,26266.65742,0,0,0,0,19080.49643,0,0,2577.106011,0,0,0,17098.10719,99119.46196,1982.389239,3171.822783,0,5848.048256,2477.986549,2,0,11,23,1989,2017
413911301,916.515573,3469.181169,50550.9256,0,56200.73493,0,38432.55303,49559.73098,0,3462.392165,11894.33544,44888.89606,0,11996.1705,9664.147542,35336.08819,0,0,7535.794711,4955.973098,54515.70408,0,0,6938.362338,2477.986549,8920.751577,0,8177.355612,17345.90584,11795.21597,10853.58109,7433.959647,17345.90584,16602.50988,6,0,11,23,702,2017
413911302,0,2477.986549,6442.765028,1486.791929,13975.84414,0,10998.18688,6541.88449,297.3583859,13849.56866,12389.93275,15478.92968,7433.959647,1507.158942,9416.348887,25671.94065,2036.701273,0,0,7433.959647,8920.751577,0,0,1734.590584,3716.979824,0,0,14124.52333,0,7285.280454,6690.563683,495.5973098,6442.765028,7186.160992,3,0,11,23,702,2017
413921101,2851.381783,4955.973098,7384.399916,0,24680.74603,0,12709.01595,0,0,123138.959,11150.93947,0,0,672.1114202,5203.771753,25671.94065,4888.083056,0,0,743.3959647,13529.80656,0,0,11646.53678,4212.577133,10903.14082,0,8326.034805,0,7731.318033,7979.116688,1734.590584,4708.174443,19823.89239,2,0,12,23,75.25,2017
413921102,509.1753183,3370.061707,5203.771753,0,15115.71795,0,8961.485602,2973.583859,4955.973098,8635.613399,12885.53006,0,0,977.6166112,7433.959647,27505.6507,3258.722037,0,5600.928501,163547.1122,11894.33544,0,20319.4897,5848.048256,5947.167718,3469.181169,0,5947.167718,0,4509.935519,18832.69777,6987.922068,3171.822783,25027.66415,2,0,12,23,75.25,2017
413921201,875.7815475,1238.993275,5451.570408,0,26762.25473,693.8362338,14766.08423,13628.92602,4708.174443,8024.603017,10457.10324,0,1734.590584,3462.392165,4460.375788,24779.86549,6110.10382,0,0,11398.73813,14867.91929,0,1784.150315,5649.809332,5848.048256,2230.187894,2973.583859,10804.02135,0,5649.809332,7235.720723,0,4361.256326,10357.98378,3,0,12,23,1617.88,2017
413921202,122.2020764,5947.167718,1982.389239,0,21409.80378,0,2566.243604,7929.556957,0,203.6701273,7433.959647,0,4460.375788,977.6166112,1982.389239,13628.92602,0,0,0,1734.590584,8920.751577,991.1946196,20319.4897,3469.181169,5947.167718,0,0,11150.93947,9911.946196,6343.645566,5203.771753,8177.355612,4559.49525,18931.81724,3,0,12,23,1617.88,2017
413921203,2118.169324,3221.382514,21409.80378,0,38458.35124,0,10061.30429,13876.72468,3221.382514,611.010382,15561.75553,8554.145348,15859.11391,8350.47522,10110.18512,42125.77133,4073.402546,0,0,4955.973098,29735.83859,0,11150.93947,11002.26028,12736.85086,5203.771753,2477.986549,16453.83069,0,11002.26028,6591.444221,4708.174443,9862.386465,31668.6681,7,0,12,23,1617.88,2017
413921204,1140.552713,1238.993275,6442.765028,0,8177.355612,0,9266.990793,1734.590584,0,2423.674515,8672.952922,2851.381783,0,3014.317884,1685.030853,23045.27491,3258.722037,0,0,12142.13409,8177.355612,4955.973098,2378.867087,2775.344935,6839.242876,2725.785204,13876.72468,10011.06566,0,3667.420093,6244.526104,594.7167718,3320.501976,10308.42404,2,0,12,23,1617.88,2017
413921301,0,4113.457672,12786.41059,0,22054.08029,0,9898.368188,4460.375788,0,12749.74997,13381.12737,3055.05191,8672.952922,2077.435299,6442.765028,25176.34334,3258.722037,0,0,4559.49525,26762.25473,12885.53006,7433.959647,13628.92602,11051.82001,2973.583859,19823.89239,13381.12737,0,6938.362338,7235.720723,4955.973098,10655.34216,27703.88962,6,0,12,23,865.38,2017
413921302,1303.488815,4856.853636,9416.348887,0,41977.09214,0,3991.934496,3469.181169,3221.382514,3918.61325,12637.7314,4541.843839,6442.765028,3299.456063,6938.362338,25325.02253,0,0,0,1982.389239,9911.946196,7433.959647,0,10655.34216,10556.2227,4559.49525,0,16850.30853,14867.91929,9565.02808,5550.68987,8425.154267,7929.556957,17593.7045,5,0,12,23,865.38,2017
