id_n,total_gross_income,total_taxable_income,ssc_w,total_pit
706579,176337,84714,48493,8471
342451,116373,40604,31611,4132
265424,129282,90150,525,13434
33102,151795,80160,40484,8016
180638,138931,74976,24346,9019
273602,162847,68973,41700,6897
434069,143337,41835,38593,4334
191545,179501,109203,45207,10920
94929,180259,73461,49571,7346
822030,125689,62554,34564,6255
864854,100000,20000,0,2000
142287,132120,50866,33254,5087
816575,113776,48670,31288,4867
696193,146256,69316,29511,6932
521568,116166,32742,31946,3274
53302,80023,34365,22006,3436
116271,135980,51368,37069,5137
843835,151797,30359,0,3036
284796,137161,137161,0,20574
132207,110338,31154,29316,3209
330049,138132,120882,0,18132
403473,154102,51009,42378,5101
378309,126448,51211,32328,5121
418922,142422,142422,0,14983
261603,167907,51834,34521,5183
633799,82384,82384,0,8238
109875,159604,64756,43891,6476
333624,131616,45335,36194,4533
599521,102423,28366,28166,2837
622498,158553,84076,42477,8612
53866,113738,49257,27611,4926
813497,161370,38621,17094,3862
815357,83047,24573,22838,2457
342093,126741,53027,33937,5303
520428,100473,20602,0,2092
228409,114935,114935,0,11494
661915,126056,35391,34665,3539
328245,85130,17027,0,1703
457299,160194,122389,14792,12239
119617,100000,100000,0,10000
158646,162197,78320,44604,7832
266198,159490,159490,0,15949
283978,156864,55181,43138,5518
56737,88560,57674,11795,5767
370553,133617,55158,36745,5516
527941,139794,56406,35388,5641
827663,122660,45918,33651,4606
603215,155298,155298,0,23295
509686,116483,116483,0,17472
109824,81774,48551,13033,6574
751641,112775,52697,28078,5803
200951,156264,69813,42973,6981
275455,136407,27788,0,2810
488379,141056,67884,35717,6788
278426,96667,34461,26570,3448
48326,169414,70142,38402,7942
57741,126129,65657,27102,7936
875957,84595,71904,0,10786
742710,174459,59575,47976,5957
299780,138089,88777,23674,11478
218609,119679,119679,0,17952
466789,159427,65750,37677,6575
480287,80192,24139,22053,2414
331375,127171,114455,0,17168
822351,169357,77863,43494,7786
810908,122837,53421,33780,5342
770275,177526,35506,0,3551
567182,173095,173095,0,23705
605533,176790,71109,40919,7111
236287,103645,103645,0,10364
264704,110067,45305,24762,4557
242300,110078,43680,25598,4662
425015,140374,28075,0,2808
780072,158592,52979,29837,5298
651537,145600,145600,0,21840
561594,143113,80105,39356,8010
99906,139648,44112,0,4493
570568,130179,50780,35799,5078
461336,107225,107225,0,10722
545779,135895,47606,34289,4761
812679,80010,16002,0,1600
677515,128909,48667,32242,4867
64982,123423,42398,33025,4240
806666,102377,37132,28154,3713
759745,107674,33211,29610,3321
762904,145210,51285,39933,5129
494711,139806,54859,34512,5641
883409,154607,118855,0,17828
241238,178151,67933,45919,6793
381297,155554,155554,0,15555
718468,110593,44544,30413,4454
22875,127501,47428,32073,4743
302445,110253,46358,12665,6241
525881,137334,137334,0,13733
677058,172585,66496,42280,7042
834546,112236,101568,0,14957
241605,89185,32388,23058,3506
278143,115622,37380,30242,3738
119204,145802,51097,40096,5110
545752,180832,53008,49729,5301
208458,115164,37037,30127,3704
657555,133220,66940,35804,6845
825241,88327,17665,0,1766
793805,141717,49719,38875,4989
806492,137583,76664,36919,7666
399238,154238,52912,39360,5291
222208,156392,48660,39922,4866
430822,116680,38134,30546,3813
590871,157666,69410,40256,7505
225994,141607,141607,0,21241
227658,90880,90880,0,13632
742184,154582,72072,42510,7207
133555,109723,109723,0,10972
133413,123472,111119,0,16668
807229,151731,71823,41726,7182
43490,118779,118779,0,11928
708957,90885,37806,20383,3781
766477,87125,32501,20885,3250
817160,82903,29629,22798,2963
498954,156964,56927,43077,5693
553917,100458,51307,23651,5709
227473,111668,111668,0,11167
691452,139645,73433,38402,7343
75454,107180,36347,27233,3760
77199,86791,25468,23868,2547
512862,132278,26455,0,2646
802060,87099,25882,23952,2588
454958,99491,36131,27360,3613
77392,81305,24474,22359,2447
234267,88889,88889,0,8889
427586,141543,49127,35842,4913
3209,109610,109610,0,10961
168508,161917,44347,44527,4435
88484,103945,103945,0,15592
214140,105558,105558,0,10556
618488,120472,42567,31296,4590
479389,154902,30980,0,3098
615494,82246,29810,22618,2981
596216,122221,122221,0,12222
109664,150834,55807,41479,5581
873956,80554,80554,0,8055
481315,88135,40691,18674,4187
660789,177736,90475,48877,9047
810517,139177,57456,38274,5746
175529,94445,18889,0,1889
86740,111875,22375,0,2238
431869,129299,48824,32475,4882
800864,177352,75138,44759,8243
615247,169436,169436,0,25415
607609,86712,35747,23692,3575
814064,172559,108987,32527,13613
602097,141346,38924,36271,3892
363120,103999,64385,15492,6439
712462,164410,57632,45213,5763
579482,105446,29143,28998,2914
682130,97875,84531,0,12680
394414,87284,26348,24003,2635
584194,151040,30208,0,3021
195423,127624,46554,33070,4743
746563,162985,60840,43478,6328
457980,173478,87348,46130,8735
766261,87116,40058,21319,4485
517269,88428,87303,0,13095
347208,108643,30766,29877,3077
391731,158076,44940,43471,4494
457127,129733,129733,0,12973
852489,124768,24954,0,2495
542221,87900,17580,0,1758
507384,101834,37056,28004,3706
689901,101621,20324,0,2032
796235,169386,50258,46581,5026
430458,157856,157856,0,22734
59049,150702,45160,25171,4551
153927,163546,71914,41893,7191
237472,179609,36430,0,3675
170037,117217,117217,0,11722
607802,147988,51859,37346,5573
516225,150494,59369,41386,5937
85534,141106,141106,0,21166
599072,103345,33908,28420,3391
775631,158306,81465,23993,8147
808386,92930,43374,25556,4337
56874,94615,29292,26019,2929
504653,159996,159996,0,16000
770286,156631,90143,21658,10867
347779,147847,56803,34417,6815
65384,88027,36337,20803,3634
799288,163103,73764,41339,7376
535433,131095,77252,21843,7725
13582,121108,58988,27938,5986
558383,144086,44814,38402,4481
716313,148004,57855,40701,5785
42272,104344,20869,0,2087
321822,164272,56319,43953,5632
133106,176710,93854,324,13493
715164,119254,38459,32795,3846
646490,121550,42538,31807,4266
244192,93069,74535,7261,7454
818835,95341,33122,26219,3312
567217,160355,160355,0,22553
438481,120926,42738,30188,4274
735330,100000,20000,0,2000
693936,166248,70095,45718,7009
378486,105524,21105,0,2110
273514,155862,44773,42709,4477
328219,166668,166668,0,16667
281920,91069,91069,0,13660
294850,158883,71267,40607,7127
541347,165912,73202,31640,7974
18558,158015,61783,42232,6178
203095,83200,23450,22880,2345
117190,99408,99408,0,9941
176466,112733,112733,0,16910
746372,86956,34472,23913,3447
255372,176107,141444,13208,18012
278318,178521,49428,49093,4943
639865,169859,81890,46711,8189
36222,114713,45885,28480,4589
749629,129166,39609,35521,3961
631812,159085,77680,33405,9368
214824,160019,120998,15021,17370
30799,121220,43093,30127,4309
459197,166147,58361,45690,5836
589866,121892,56372,33520,5637
173770,95787,55102,20268,6394
242864,162512,73611,31858,7361
845693,158459,31692,0,3169
519707,106978,32358,29419,3236
486335,89015,80115,0,12017
207475,101285,29227,27853,2923
326999,131247,131247,0,19687
799783,170085,54600,44940,5460
361779,83458,83458,0,8346
361811,114560,114560,0,17184
423338,121121,24224,0,2422
304324,171294,77414,43998,7741
288000,172401,67080,44660,6708
309120,103239,51208,25745,5602
716457,168807,77471,43336,7747
187752,130126,26533,0,2685
41073,170909,130553,0,16233
542177,79778,79778,0,11967
359013,81018,81018,0,12153
20019,107071,57630,25289,5763
846738,91600,91600,0,9160
329739,147470,129893,0,19484
434375,83232,74904,0,11236
64903,147565,120318,11247,12032
789788,118426,48941,29485,4894
817606,85356,35978,23473,3598
53361,133100,58714,35841,5871
816854,150185,61580,41301,6158
798754,142453,46698,36119,4670
698262,179011,55696,49228,5570
288486,177744,60311,45797,6031
669767,131112,131112,0,13111
153900,136790,48887,37617,4889
108919,175847,51224,48052,5122
137908,177469,35494,0,3549
816087,108704,47572,29894,4757
611237,128731,47769,32319,4777
655010,94009,30911,25182,3213
117238,115631,23633,0,2395
234527,88867,88867,0,8887
507184,98733,98733,0,9955
265785,156761,56443,38864,5644
288661,177143,73032,42894,7803
336028,83498,24809,22962,2481
754554,136931,67231,37656,6723
2872,155286,51668,39618,5167
609513,178467,49389,49078,4939
527948,143260,40626,39396,4063
347183,98361,44722,27049,4472
266248,164905,164905,0,16490
749293,149363,32540,0,3254
111596,162855,54130,41677,5413
396805,164502,57664,45238,5766
598537,172987,62696,46603,6270
227162,172584,128204,20416,15645
298938,131564,67020,36180,6702
264950,117899,39018,30881,3902
476961,98930,19786,0,1979
121747,90045,25283,24762,2528
566250,165475,59721,42450,5972
790326,140259,48770,35489,4877
309475,115683,37413,30270,3741
458031,169778,85032,36351,8503
597696,151791,66674,41743,6667
505420,97240,22647,0,2265
818405,81569,24229,22431,2423
718069,137496,46155,34486,4640
162812,149773,51302,38071,5130
783411,88120,26069,24233,2607
785191,94409,94409,0,13500
528934,127677,50419,35111,5042
637665,180090,50565,49525,5057
54373,175630,76848,45182,7685
540118,164218,66144,42074,6614
488753,170428,71361,41249,7602
793693,170282,54235,31015,5423
574136,157184,71507,43226,7151
821811,98085,52440,21993,5244
43371,178250,95604,0,13693
602591,86436,62666,23770,6267
397398,167202,54200,42907,5420
515905,132749,55527,0,5553
697619,83687,28499,23014,2850
818575,100225,28489,27562,2849
448085,122466,38322,33678,3832
374800,101578,53280,27934,5328
144046,118596,39515,31081,3951
636613,232033,75306,60727,7531
153462,192609,95348,45087,10407
284289,230195,73947,60248,7395
216730,193792,62185,52040,6218
247933,227606,72100,59506,7210
336989,219266,62968,60298,6297
737797,202587,202587,0,20259
71527,229959,73707,60252,7371
400396,216380,60876,59505,6088
615462,210967,65257,57710,6526
245771,229068,73157,59911,7316
804366,201514,65246,55416,6525
127279,204822,41473,0,4179
174202,230317,74066,60251,7407
362602,214993,98804,56015,9880
164602,230297,74326,59971,7433
26653,229747,73653,60094,7365
184948,230304,74053,60251,7405
521651,230195,73947,60248,7395
30908,198128,64124,54485,6412
220933,230421,74290,60131,7458
339100,229887,73751,60136,7375
17560,197673,78633,54360,7863
639482,233539,77288,60251,7729
100240,232085,75317,60768,7532
380276,223032,66309,60723,6631
163947,201759,86379,55484,8638
481935,216922,71268,59654,7127
77455,225363,91964,57791,9577
638149,231550,76594,58956,7974
54692,200594,57431,55163,5743
114936,200965,54095,22046,5865
783365,232089,75259,60830,7526
87336,228663,72863,59800,7286
654860,230310,74055,60255,7405
318590,231459,74881,60578,7488
348153,230195,73947,60248,7395
317459,231253,74775,60478,7478
42017,216210,70096,56375,7010
99502,218752,102390,47094,10322
516396,216189,70496,58841,7050
92723,182421,52097,50166,5210
155226,234516,77110,61406,7711
744402,232436,76181,60255,7729
80842,193630,193630,0,27934
46201,192103,70775,52757,7091
730665,183168,36634,0,3663
552921,185893,76958,48065,7696
197666,222360,76297,58063,7630
60755,223765,122230,61535,12223
607869,197500,156888,24613,15689
25210,230500,74195,60305,7419
710455,181394,133119,24275,13312
515189,224443,67638,60805,6764
350576,228408,75837,58840,7584
337876,228689,72882,59807,7288
649676,230221,73966,60255,7397
511940,231650,75395,60255,7540
711346,231238,74731,60507,7473
705040,183939,133354,28109,13335
350142,221674,64714,60960,6471
415832,230167,230167,0,23017
264991,205688,66483,55648,6648
98104,195695,77056,50813,7706
614210,227973,71725,60248,7172
249963,207302,65272,56030,6527
53670,232438,75604,60834,7560
263673,199932,118932,33348,11893
419316,222262,65787,60475,6696
34249,181390,115766,33988,12300
60855,224481,126552,46729,12655
756699,233232,73399,63833,7340
795522,235547,77827,61720,7783
147287,205639,107088,56551,10709
695335,191957,70983,51260,7098
409378,221674,64714,60960,6471
799180,216140,63399,59408,6340
168332,231971,75720,60251,7572
426117,226276,75643,59155,7564
781179,218653,62523,60130,6252
353739,230698,74220,60478,7422
166202,221020,64545,60475,6455
223917,229858,73764,60094,7376
802046,231083,74621,60462,7462
21879,229024,73128,59896,7313
792931,225448,94529,58919,9453
341505,206188,69367,52821,7087
389305,228641,69765,62876,6976
840367,228335,45667,0,4567
153093,225669,67610,62059,6761
741531,229334,73045,60289,7304
380396,231512,124344,59168,13252
2905,196439,63990,50977,6399
396427,227807,69452,62355,6945
449437,219084,62836,60248,6284
639734,232192,75425,60767,7543
579288,228585,72810,59775,7281
608008,230344,74107,60237,7411
7572,212313,63492,58386,6349
3820,229168,73255,59913,7325
747470,234393,77143,61250,7714
542007,227107,71708,59399,7171
353039,227161,71628,59533,7163
260840,234056,76777,61279,7678
264449,233927,76963,59715,7696
218494,184194,71979,48377,7266
521159,235306,77594,61712,7759
747285,218387,78962,56974,7896
442671,220752,64962,59790,6496
772728,193404,174060,0,26109
172029,205772,69185,56587,6918
238084,230304,74053,60251,7405
232918,194040,194040,0,19404
649710,185205,113153,42052,12592
172551,206205,206205,0,20620
435201,191269,113394,48784,11339
800566,221661,104857,45168,12806
346829,218853,74951,57102,7495
571317,190010,96237,48556,9624
74562,196382,59470,54005,5947
794908,228680,72910,59770,7291
318222,195206,175681,0,26352
123890,224899,94134,58765,9413
381917,233820,76602,61218,7660
472709,206239,122332,35907,12233
555958,230262,74014,60248,7401
626061,227329,71896,59433,7190
497330,232892,75963,60929,7596
149808,234975,78037,60938,7908
263550,232220,72724,63861,7272
258603,227330,71900,59430,7190
298473,228286,69507,62779,6951
734509,229017,73120,59897,7312
83013,210153,184195,9958,18420
671009,199895,70397,51898,7040
305196,214503,86119,54993,8612
743834,211195,71702,54971,7170
793961,231286,72446,62840,7245
188872,231567,75590,59977,7698
288080,234439,90263,59224,9026
239600,225534,148017,34717,19761
49191,223612,150903,25402,15426
722337,217988,62041,59947,6204
332730,229548,73463,60085,7346
393362,230478,74060,60418,7406
258509,232897,76211,60686,7621
485860,227470,68943,62527,6899
273795,231132,74657,60475,7466
747906,184669,79422,42290,7942
157760,199650,58289,54598,5829
70817,222647,68071,60663,6807
38638,183986,62751,47025,6363
616632,192747,39724,0,4060
666156,184527,70825,50745,7083
420228,203647,203647,0,30547
534202,190194,70763,49195,7076
714633,235630,110118,56643,11071
303203,231244,74768,60476,7477
395528,218850,65333,60184,6533
662657,235482,107334,57214,10945
504383,233117,73621,63496,7362
699966,229712,73627,60085,7363
291874,225529,69310,60219,7259
