id_n,total_gross_income,total_taxable_income,ssc_w,total_pit
429014,264915,112333,72582,11282
743876,264508,108896,71212,10890
499612,239144,111944,64470,11430
202835,250601,87519,67082,8752
287170,239259,80545,62714,8055
286720,269695,102611,71084,10261
158414,269124,106237,66887,11352
352464,247269,247269,0,24727
283616,259715,111817,63171,11182
747041,259018,135839,61962,13584
284282,261112,103791,68096,10379
787817,269642,120234,72227,12268
103938,276316,106110,73071,10668
412606,257298,93444,67854,9344
754108,271592,101668,73924,10167
552817,268938,106350,66588,11410
35395,264849,108032,60817,12821
802398,255589,99041,60548,11119
634766,238888,77194,65694,7719
510354,250468,90133,64335,9013
723105,275099,55527,0,5584
545532,238255,79821,62434,7982
389309,255868,92590,67278,9259
711170,275715,106979,72736,10698
371680,237138,76536,64602,7654
574561,256351,91688,68663,9169
5925,264385,96443,71942,9644
296295,266254,102077,69377,10208
436089,236439,78474,61965,7847
526521,250164,95771,68765,9577
635049,246715,86011,64704,8612
96601,251469,105398,66072,10540
423749,261164,93344,71820,9334
529203,258256,92000,70256,9200
49133,272353,104538,71815,10454
700169,264316,108251,60065,12560
107788,247595,181864,36592,23903
151038,265710,99726,69984,9973
513515,242446,80079,66367,8008
355942,243250,83442,63808,8344
239973,242440,84108,62332,8411
206945,255650,93944,65706,9394
710390,272494,104667,71827,10467
34334,237523,76528,64995,7712
795565,251952,86665,69287,8667
242841,259992,123341,65387,12334
497478,254986,90087,68899,9009
31540,261056,95609,67747,9646
216177,238052,80560,61492,8056
655633,258047,94170,67877,9417
406283,244362,85506,62856,8551
785090,274056,118174,59882,14072
393452,271294,103774,71520,10377
563632,255619,255619,0,25562
585077,268451,101683,70768,10168
106835,259343,92635,70708,9263
588593,242944,83217,63727,8322
462397,249907,87627,66280,8763
515527,238668,80117,62551,8012
389660,246538,109568,59406,11458
486872,272886,142452,75044,14245
346308,237996,79664,62332,7966
122340,243025,83276,63749,8328
5946,269751,102652,71099,10265
294607,248312,84332,67980,8433
308732,264832,122894,69590,12333
84440,243847,80789,67058,8079
160843,243316,96091,62443,9870
123388,240068,81123,62945,8112
211072,236385,78892,61493,7900
591509,275829,107120,72709,10712
758439,266121,105702,72419,10570
368886,254748,91778,66970,9178
79679,237010,78918,62092,7892
572009,253239,94010,63229,10039
10645,256189,92845,67344,9285
213854,236832,75703,65129,7570
401547,263365,98013,69352,9801
70021,240486,81682,62805,8212
560726,270340,99996,74344,10000
142994,236491,79540,61994,7954
495243,244487,85684,62803,8568
102900,264035,90139,59426,9937
356816,247794,83651,68143,8365
646035,263120,52624,0,5262
250418,255871,93320,67278,9332
386737,248361,89581,62780,9428
840944,273682,54736,0,5474
15359,275189,115105,58388,11746
60800,243317,102730,54492,12365
453978,257396,93698,67698,9370
45995,267025,100649,70376,10065
60727,237001,78912,62089,7891
53808,243325,81175,66150,8117
311392,259870,94552,70394,9455
240931,248289,84010,68279,8401
172361,255948,230352,0,34553
223029,274283,54858,0,5486
431293,240223,81248,62975,8125
733111,259301,95079,68222,9508
722383,274804,129892,64484,14445
450905,242048,84114,61934,8411
572456,237098,78979,62119,7898
594182,251682,89556,66126,8956
90969,272387,104536,71851,10454
590595,261690,52338,0,5234
19020,248709,85775,63391,8755
394043,266718,97371,73347,9737
552961,264208,111333,68685,11133
101345,265272,100428,68844,10043
284127,242526,82887,63639,8289
56267,268852,102001,70851,10200
294661,245669,85196,64473,8520
278221,273133,105107,72026,10511
455498,253753,87971,69782,8797
232281,272366,104551,71815,10455
229534,236523,78565,61958,7857
673705,254109,84997,63485,8500
382869,262746,95459,71287,9546
437142,260319,95771,68548,9577
443436,272558,124691,71867,12469
227645,265085,53018,0,5302
22200,275919,105569,74350,10557
614923,271978,105462,70516,10546
59793,254198,95992,62206,10443
805800,240190,89274,61490,8927
121690,262865,94577,72288,9458
806164,250757,91788,62969,9707
590864,256817,93300,67517,9330
538519,273698,105539,72159,10554
195972,241246,81983,63263,8198
678561,256123,90239,69884,9024
72831,256305,91960,68345,9196
589087,262467,94616,71851,9462
43189,247183,247183,0,37077
606348,258243,91226,71017,9123
925,273115,103536,73579,10354
435392,237885,79553,62332,7955
642103,247321,83613,67708,8361
267962,254594,89650,68944,8965
524465,241368,81986,63382,8199
474971,252012,89791,66221,8979
372934,237475,76169,65306,7617
725344,245863,85337,64526,8534
722456,253128,87518,69610,8752
653144,253351,51177,0,5149
191672,253910,91140,66770,9114
602900,237650,87287,61762,8779
633525,267917,98553,72450,9977
717437,242414,82833,63581,8283
492136,263783,102025,65758,10213
112933,239504,80726,62778,8073
799837,248639,84292,61562,8768
785138,272685,104752,71933,10475
556064,273518,106273,71245,10627
194027,259922,95530,68392,9553
447402,259247,95025,68222,9503
354633,256179,100389,67363,10039
63848,271676,102798,72878,10280
126858,235683,77953,61730,7795
290086,263811,124769,71937,12477
221249,239068,47813,0,4781
139645,247600,49520,0,4952
538544,266443,97381,73062,9776
282054,273799,105560,72239,10556
783738,273842,106440,71402,10794
596136,243810,101664,64051,10166
563715,238510,80553,61957,8160
633021,265172,110545,68644,11054
606702,263981,106448,69533,10645
208226,248760,84351,68409,8435
639490,241456,82111,63345,8211
444284,251041,117195,54853,14298
606275,242128,82629,63499,8263
205202,252649,87559,63140,9053
94537,242036,82859,63177,8367
330986,250985,89050,65935,8905
651143,262677,94862,71815,9563
579889,249788,66949,53759,6695
253749,243790,81664,66126,8166
159069,241446,82165,63281,8216
590712,237956,76518,65438,7652
332276,260130,95677,68453,9568
186663,250957,89026,65931,8903
531648,275802,116837,62965,14026
136880,236092,78606,60210,7956
589519,273564,105416,72148,10542
422432,263261,102189,65072,10995
125622,260298,92716,71582,9272
645768,266853,100722,70130,10664
156208,260364,95830,68534,9583
772807,267708,53541,0,5354
35846,256836,93221,67485,9329
456595,272614,54523,0,5452
803353,238399,80884,63115,8088
491744,255702,98428,67236,9843
578296,250931,89561,69006,8956
538621,260239,95904,68335,9617
479155,237037,80935,60102,8093
9036,256026,118631,70407,11863
260978,266000,108094,61906,10809
337248,253934,96102,69832,9610
671259,257766,93988,67778,9399
632228,272255,104440,71815,10444
17609,244655,84457,64198,8446
661967,243175,80302,66873,8030
99145,241938,79405,66533,7941
700646,242387,80647,65740,8065
867016,243153,48630,0,4863
510968,275337,108163,71174,10816
383653,251667,88598,67069,8860
10667,236489,78534,61955,7853
512957,255960,230364,0,34555
712154,269499,108225,70867,10823
682662,235809,219165,0,29408
442512,243177,83389,63788,8339
802462,274382,115888,72094,11589
480216,264672,99272,69343,10073
151044,266179,100089,70090,10009
469906,253160,97732,69034,9773
162204,240319,78421,64963,7889
188987,259892,102819,61073,11050
803053,253941,104273,69834,10427
569138,252205,89545,69356,8954
115564,244768,82221,66547,8222
178171,262818,95001,71817,9500
209516,244602,87448,61155,8745
805626,267823,101238,70585,10124
413769,249883,88221,65662,8822
589169,256730,99596,69134,9960
531488,264108,98589,69519,9859
15542,242676,84853,61823,8485
756723,249271,88840,64431,8884
143507,239234,78361,64873,7836
655577,237513,76197,65316,7620
726858,238448,99168,57722,10301
580837,249652,84998,68654,8500
100356,273717,113616,64101,12832
592693,255111,92011,67100,9201
474955,250122,88421,65701,8842
199410,250856,94223,60633,10316
73402,258534,94511,68023,9451
59783,245757,82174,67583,8217
2468,264477,96662,71815,9666
552450,262094,93461,71395,9408
218482,242559,138285,38192,17192
694894,242613,86067,60546,8607
269023,261683,95554,70129,9555
296518,242280,85130,61150,8948
71185,266236,100107,70129,10011
196226,240565,81578,62987,8169
172069,271706,100987,74719,10099
1154,247796,86738,65058,8674
95465,256948,139828,69120,13983
136017,274430,106078,72352,10608
650181,250418,250418,0,25042
107162,252994,91550,66487,9155
688908,255129,92024,67105,9202
800097,242142,85664,60478,8566
438534,257356,101107,60249,11464
107952,245129,84829,64300,8483
676138,268626,102900,70817,10290
650767,240930,83260,61670,8599
728636,262286,97274,69012,9727
392478,244861,81524,67337,8152
626037,263475,96853,70622,9685
97324,250300,88636,65664,8874
789597,243433,83562,63871,8356
742886,267739,98111,73628,9811
728143,237917,81758,62341,8176
27016,241246,81983,63263,8198
1549,272365,104547,71818,10455
364085,244512,102130,62581,10213
51534,248253,89689,62564,8969
398687,248357,86962,65395,8696
318699,245007,84686,64321,8469
746187,238582,109171,62502,10917
480563,258090,102864,67892,10286
106426,272833,104859,71974,10486
169220,237697,92330,65367,9233
588045,259342,95131,68211,9513
654235,264343,102521,65822,10868
562222,259979,96706,68415,9671
481819,274301,106547,69064,10789
33487,271011,103556,71455,10356
429050,272255,104440,71815,10444
699356,248567,87294,65273,8729
435521,248938,90519,62419,9052
194511,238336,79849,62487,7985
347716,262202,159444,66758,16356
144133,256822,93282,67540,9328
373459,256089,255343,382,25534
551187,265353,97939,71414,9794
430895,256743,90139,70604,9014
591680,244286,81107,67179,8111
295333,248339,85268,67071,8527
302634,238255,77086,65169,7709
551331,273801,104522,73279,10452
222211,268669,119010,70802,11901
49261,267204,100805,70399,10081
319768,243309,80399,66910,8040
180005,266497,207346,0,30362
407477,237334,79419,61915,7968
680156,258380,92468,71054,9247
656672,250615,134966,61249,13604
493794,241209,79182,66027,7918
388185,253528,90856,66672,9086
798984,268323,140547,70733,14055
228491,238650,80104,62546,8010
287673,272787,104853,71934,10485
285764,246507,56664,15510,5666
700166,237880,76463,65417,7646
668261,247990,86879,65111,8688
369684,243549,87296,60253,8730
746832,261091,96373,68718,9637
78846,240871,79548,65323,7955
173720,245606,85120,64486,8512
22723,258429,94478,67951,9448
296907,266010,97774,72236,9777
150685,252230,103836,66281,10384
84134,237863,79531,62332,7953
451488,249766,88188,65578,8819
147799,237478,76172,65306,7617
565984,242319,79681,66638,7968
41479,266712,53342,0,5334
250428,238042,79666,62376,7967
707474,269359,112673,60686,13140
553692,255100,51020,0,5102
207400,242851,83150,63701,8315
50976,255016,88887,70129,8889
535600,269870,98745,71065,10078
138576,239851,90736,59115,9074
290337,265421,96430,72991,9643
100674,255001,91861,67140,9186
711189,275329,106669,72660,10667
420983,263806,119957,57849,11996
554044,247736,86664,65072,8666
530655,264425,96930,71495,9693
158145,256421,233971,11891,23947
36010,251750,93181,62569,9974
35602,250105,88382,65723,8838
391837,237387,79186,62201,7919
749993,254384,95589,62795,10316
188151,257881,115289,67809,11529
89220,237638,80570,62268,8057
734377,236246,78334,61912,7833
541877,236361,76132,64229,7613
511272,266668,266668,0,26667
715968,272600,101635,74965,10164
182188,245581,86102,63479,8788
23000,242659,83036,63623,8304
433128,267844,102797,69047,10280
834783,238495,47699,0,4770
758361,242998,83229,63769,8323
652572,239594,86341,65583,8634
636630,236489,78534,61955,7853
494921,257983,94093,67890,9409
166295,272377,104556,71821,10456
147326,236425,83087,61909,8309
375630,237320,79113,62207,7911
23359,242977,227391,7586,22739
389327,238905,89050,62582,8905
577382,238973,80338,62635,8034
606730,249439,90004,61700,10140
231697,259651,93428,67385,9932
176095,248660,87334,65326,8733
643556,243480,80523,66957,8052
79863,243245,83435,63810,8344
188796,242174,83624,62550,8362
633477,259283,99978,63305,9998
548397,245011,84719,64292,8472
251167,244775,81462,67313,8146
640967,255101,103836,70122,10384
504611,245608,89004,60604,9606
185277,241308,48262,0,4826
39044,264636,103531,65105,10353
365935,245263,107498,64374,10750
170988,238067,76599,65468,7660
619911,253961,52716,0,5421
119897,245716,85230,64486,8523
12513,265507,99548,69959,9955
195702,265379,106873,62506,11827
326355,262887,126957,72294,12696
396314,249306,84747,68559,8475
401596,240197,81226,62971,8123
480467,267236,109182,70435,10921
446344,245092,92774,64318,9277
271903,238969,80189,62780,8019
800697,258241,94221,68020,9422
176703,264953,99307,69646,9955
583373,259672,103424,60248,11813
787574,238206,81955,60251,8595
146341,239805,80914,62891,8091
32316,249566,88018,65548,8802
312548,276176,107308,72868,10731
97806,274723,106024,72699,11121
19668,266690,100458,70232,10046
402389,247021,101004,64417,10100
72655,267176,97703,73473,9770
626046,236450,76487,64658,7660
436093,237885,79553,62332,7955
232035,266020,53204,0,5320
617969,253336,87669,69667,8767
271056,260516,260516,0,39077
566743,244433,81214,67219,8121
2896,240779,81681,63098,8168
93248,264820,100964,67856,10096
365020,247965,86891,65074,8689
345151,235783,74943,64840,7494
698536,261959,111554,68931,11155
486997,252121,92825,63296,9282
338775,269858,101996,70971,10244
793208,258935,105610,68125,10561
320138,236590,78614,61976,7861
169880,235973,97006,64893,9701
541486,263722,98284,69438,9828
6324,267440,99727,71713,9973
781780,265962,99108,73140,9911
108664,253704,94280,65858,9428
475465,244440,48888,0,4889
491239,238086,80024,65474,8002
661757,236464,82946,62038,8295
235174,241076,49076,0,4908
241814,238401,79927,62474,7993
138262,254204,51485,0,5202
2819,241357,82066,63291,8207
535607,252760,87251,69509,8725
240663,260099,95566,68533,9557
95988,254347,94441,63906,9764
759932,245721,82148,67573,8215
848514,248500,49700,0,4970
355792,272166,103154,73012,10315
286140,248776,83886,60925,8787
170408,265185,108707,60478,10878
226965,241207,80097,65110,8010
661813,236216,78343,61873,7834
944,248245,87064,65181,8706
574130,237754,79548,62206,7966
295500,259270,95668,67602,9567
501320,267279,97777,73502,9778
666113,261079,96323,68756,9632
535059,276306,106525,73781,10652
346891,263715,97332,70383,9733
533101,248023,86776,65247,8678
480721,238655,82406,60249,8661
193192,237302,77200,64103,7874
125819,275367,55073,0,5507
469161,250953,250953,0,25095
743362,236239,133353,53795,14806
798508,248412,87185,65227,8718
334640,241570,103013,62979,10301
219717,251440,87115,59655,10004
620019,255429,51086,0,5109
266094,257016,91712,69304,9421
803163,269851,117157,58599,11716
526736,249128,87673,65455,8767
740507,265247,99390,69857,9939
9688,275234,136936,75689,13694
4994,236635,78677,61958,7868
786717,250670,88818,65852,8882
59256,238281,73611,53318,7361
252220,236005,78159,61846,7816
752578,241215,81967,63248,8197
220875,254550,91622,66928,9162
290645,272255,104440,71815,10444
756501,257818,100001,67817,10000
518282,265311,99559,69752,9956
63030,274538,104764,70816,10624
782042,244727,85552,63175,8555
478433,238722,81229,61493,8123
203852,269005,102145,70860,10215
764960,252728,102052,66418,10205
592212,272111,104367,71744,10437
519946,238944,77234,65710,7723
754018,269730,110696,63034,12535
472034,262977,94658,72319,9466
240416,258047,94445,67602,9445
32543,245693,85207,64486,8521
357534,248664,92598,62501,9260
504489,246486,82702,67784,8270
187431,246080,82353,60475,8598
397990,262066,94914,71152,9491
714594,258970,97268,65702,10388
744878,249907,87627,66280,8763
702216,238395,80414,65253,8041
11522,246799,112099,64787,11210
361118,240185,82616,61569,8515
400468,235866,75003,64863,7500
24344,235668,77942,61726,7794
210856,251195,127934,69079,12793
628012,263455,98087,69368,9809
607733,270324,59127,0,6334
143845,241333,81870,63463,8187
219572,260113,122503,64219,13019
184167,274664,104915,70864,10636
487026,238088,79853,62235,7985
819,250593,140056,62537,15165
393125,240189,78137,66052,7814
585127,241219,82000,63219,8200
493880,263564,98277,69287,9847
163154,259633,94984,68649,9498
19441,262636,97519,69117,9752
371467,253410,90802,66608,9080
739981,258139,95148,66991,9515
528228,252300,90000,66300,9000
737179,238653,80109,62544,8011
276537,246665,85888,64777,8589
205618,236956,81040,59916,8501
331111,260217,93482,70735,9348
795701,263527,98123,69404,9812
50822,244736,85405,63331,8697
667560,261443,96602,68841,9660
538146,262715,97554,69161,9755
692027,266148,127010,70108,12701
805555,273120,105094,72026,10509
599795,257684,95126,70558,9513
8988,251952,86665,69287,8667
336934,239674,77764,65910,7776
30023,258394,94422,67972,9442
762875,269257,99951,73306,9995
390668,266188,101700,69688,10170
355283,275321,106663,72658,10666
564619,265624,95522,66838,10117
481438,247636,87383,64253,8738
583765,258706,101445,68061,10144
576716,239077,80417,62660,8042
349031,236146,78288,61858,7829
306237,248804,87465,65339,8747
707092,264018,99996,68022,10000
218416,241575,82225,63350,8222
450016,257424,93715,67709,9371
141789,236462,78734,61728,7890
157283,236870,75731,65139,7573
715821,274790,126309,71611,12783
284168,253485,87777,69708,8778
368863,263737,95820,71917,9582
245172,240993,84817,60176,8965
247538,270954,133310,73687,13331
751936,259435,120280,71345,12028
298220,265425,104109,65316,11806
303948,239108,80439,62669,8044
275280,253586,91579,66007,9276
562011,235753,77855,61898,7785
628610,245237,87216,62021,9151
79487,255594,92414,67180,9241
258335,265037,97221,71816,9722
629091,238405,116971,61434,11697
299852,237722,77112,64610,7711
403646,245589,93808,64924,9856
145447,259158,94905,68253,9491
221978,265983,141237,68746,14323
389581,251600,90585,65015,9262
805951,254301,88368,69933,8837
543082,262255,94440,71815,9444
110739,264094,95468,72626,9547
371339,271745,106943,69910,10694
405916,235762,77864,61898,7786
644279,266973,126477,69788,12648
421466,252356,224987,11369,33049
464021,250090,85315,68775,8532
530426,247683,86687,64996,8669
21135,246427,86438,64685,8644
294653,255252,102547,67112,10255
471545,252619,252619,0,25486
697727,253161,90615,66546,9062
488569,238106,79700,62406,7970
212770,262520,99253,69085,9925
580492,243517,83758,63759,8376
498327,269050,102147,70903,10215
60808,252942,100231,63701,10023
763261,249092,88775,64317,8877
248498,275382,113811,65571,12667
616438,260649,95415,69234,9541
126017,252628,50526,0,5053
747397,269948,120840,73625,12084
509021,251727,88335,67392,8834
575736,266065,108604,61461,12433
602360,262720,97589,69131,9759
47757,275215,202288,31510,27206
436175,243987,80891,67096,8089
256961,256125,92777,67348,9278
165057,265171,244745,0,27142
645368,265333,98293,66751,10687
757766,240563,83506,61057,8351
680463,258176,207828,0,28841
23590,255607,92401,67206,9240
139114,247778,84556,67222,8456
36876,245205,84860,64345,8486
658077,262126,94041,72085,9404
179803,242240,90710,63530,9071
533030,254896,89625,69271,8962
595346,265073,99264,69809,9926
703413,273102,121811,70408,12671
216003,262175,97743,68432,9774
393030,257771,93967,67804,9397
640376,264868,99116,69752,9912
190217,264808,102051,66757,10750
548559,242084,82880,63204,8734
469780,242392,82820,63572,8282
30892,263346,97923,69423,9792
10990,248517,87283,65234,8728
15319,239547,80754,62793,8075
353960,265305,148181,52863,15118
535806,267990,101699,70672,10170
571394,239314,80569,62745,8057
475743,262910,98387,68523,9965
25151,251289,89271,66018,8927
390836,271672,100962,74710,10096
158360,241998,82531,63467,8253
404443,261144,93329,71815,9333
36940,272075,104337,71738,10434
474117,246207,106194,64621,10619
679655,249783,88912,64871,8891
26623,250149,85358,68791,8536
699135,235903,78138,61765,7814
766086,238956,120008,62567,12573
129257,243613,116304,63309,11630
39573,255244,92041,67203,9204
165015,238369,77887,64482,7789
96747,248291,115093,65198,11509
108560,243663,83742,63921,8374
705492,236537,78545,61992,7854
150917,258539,94523,68016,9452
238739,244908,84599,64309,8460
442614,243637,87386,60251,8739
485594,259273,95083,68190,9508
436410,258057,103719,66338,10372
586336,243557,80579,66978,8058
318500,264713,98667,70046,9867
30525,259282,94966,68316,9497
549335,240627,81541,63086,8154
163730,242670,83016,63654,8302
350878,260765,127055,68602,12705
666884,265007,108753,60254,10875
431225,258490,94513,67977,9451
392298,245345,201300,17378,21106
789129,248000,85633,66367,8563
535862,248707,87395,65312,8740
722139,265895,97501,73121,9750
371673,266613,108713,61900,12386
668977,268658,112465,60193,11247
664033,260525,95997,68528,9600
321518,255713,92471,67242,9247
292330,273520,105410,72110,10541
590317,260868,208692,0,31304
41049,275469,236462,0,35469
87509,270033,123426,67303,13602
617865,257019,98000,60478,10945
119036,249053,87537,65516,8754
78697,239499,80719,62780,8072
782523,258160,94832,67328,9483
572677,239354,77532,65822,7753
119681,236498,75023,64502,7551
253252,240495,82308,62187,8231
705325,256801,93237,67564,9324
615621,240383,81361,63022,8136
111243,270978,103545,71433,10355
46483,262805,94534,72271,9453
484940,265487,99778,69709,10025
28624,235659,77935,61724,7794
549789,244250,81081,67169,8108
207983,263963,98456,69507,9846
206855,244552,117752,64255,11775
286012,266056,97196,72860,9720
30759,240768,81639,63129,8164
316252,241632,85088,60544,8509
21737,236384,130314,52157,13031
489956,272469,104626,71843,10463
258672,243917,128144,67077,12814
201385,237834,88635,58913,9627
113892,239943,79364,64579,7936
547819,264347,96568,71779,9657
401029,245557,85115,64442,8511
342006,238791,80206,62585,8021
267588,241275,79658,65617,7966
164327,240272,81360,62912,8136
365911,253541,98900,66641,9890
569407,270103,102269,71834,10227
579621,245796,85310,64486,8531
92405,260833,95854,68979,9585
805794,239681,86808,65912,8681
70050,239195,80472,62723,8047
405579,251993,89803,66190,8980
599739,260068,95623,68445,9562
385823,259167,100801,62366,10080
406420,269325,108839,64486,12060
372688,260667,96063,68604,9606
340827,236888,78826,62062,7883
430657,256790,97209,63581,11000
29557,271168,103670,71498,10367
601515,255542,104780,59714,11787
56824,237597,76869,64728,7687
758614,262929,99721,67208,9972
418419,246906,86093,64813,8609
510375,260326,96789,67537,9855
272551,276436,56306,0,5694
805609,250335,88579,65756,8858
527066,237868,79452,62416,7945
797828,266461,103051,67410,10305
297117,266787,100418,70369,10042
588057,259121,102870,60251,11723
125576,244161,81170,66991,8117
61034,252433,108852,66364,10885
474263,245671,85220,64451,8522
111824,273466,105260,72206,10526
290910,253825,88023,69802,8802
105473,270307,69211,53233,6921
283240,255416,51591,0,5191
386836,239724,80947,62777,8095
109815,273050,107564,69486,11271
694608,238956,80326,62630,8033
168146,250929,88979,65950,8898
398467,252386,90062,66324,9006
192169,245662,85178,64484,8518
288161,261407,96816,68591,10281
239445,248439,84118,68321,8412
681583,260166,96455,68438,9646
645864,267178,100790,70388,10079
673658,260877,94969,69908,9497
261792,250712,89765,64947,8977
396099,244217,82891,65326,8289
748539,237688,79125,61958,7943
161566,260071,140220,61565,15693
95276,274724,103175,75549,10317
266131,239564,80778,62786,8078
169157,266796,98648,72148,10023
593162,241569,82659,62910,8351
450883,270921,103504,71417,10350
151427,254760,176877,29883,24712
654083,267338,102150,69188,10215
332428,253060,90509,66551,9051
786267,257088,93444,67644,9344
107795,266541,97242,73299,9724
202324,252465,90093,66372,9009
146641,253205,90660,66545,9066
200116,252878,93218,63660,9322
467421,237750,79417,62333,7942
788279,247380,83350,68030,8335
164141,270232,103365,71231,10336
90998,236306,78377,61929,7838
444530,255320,89107,70213,8911
205765,241347,82097,63250,8216
622774,238380,84215,60070,8422
634739,257579,94164,67415,9483
743457,265297,99414,69883,9941
617140,269085,121881,56079,14411
483244,248677,85207,67470,8521
530081,254634,88610,70024,8861
305999,236429,78497,61932,7850
463882,257286,97936,67713,9794
140569,253652,92481,65171,9248
256366,259991,95663,68328,9582
288781,243523,243523,0,24352
723574,260869,93894,70975,9389
770995,264517,95775,72742,9577
273866,257538,90715,70823,9072
265794,240304,82345,61959,8235
186505,262485,94607,71878,9461
394288,262673,95049,71624,9505
211422,246024,108273,67351,10827
285165,257891,94057,67834,9406
527301,237528,82753,62204,8275
719291,244781,84854,63927,8485
377153,240311,78225,66086,7823
59928,248285,87062,65223,8706
444125,246343,87775,62568,9719
341377,247329,103946,64907,10395
273857,264911,100329,68582,10254
303262,249036,92789,60247,9978
201716,247215,95890,63707,9589
197723,238206,78944,61072,8031
759065,239075,80385,62690,8038
630721,239540,47908,0,4791
374770,263998,97415,70583,9742
453018,240771,79476,65295,7948
447367,236655,78630,62025,7863
381025,236160,47232,0,4723
261755,262411,102116,64295,11097
336371,254277,95180,63097,9518
524387,267194,101815,69379,10182
740429,237743,84665,61600,9154
305252,254061,89600,68461,8960
586266,254333,98078,60255,11009
56939,256087,115117,61816,12512
225738,250584,127908,62502,12791
523035,246293,87236,63058,9018
614643,248943,87570,65373,8757
39979,241443,241443,0,36216
480090,244831,81808,67023,8181
700109,238013,76559,65454,7656
240320,241186,191295,8345,28194
452094,253963,91206,66757,9121
249219,236265,78400,61865,7840
150565,246621,87650,62971,9094
314829,242955,62200,0,7071
462673,238520,76927,65593,7693
485015,239403,80653,62750,8065
353776,249747,93388,60359,10021
657462,236384,78691,61693,7919
671403,239107,80435,62672,8044
98008,270818,107511,74475,10751
228105,254038,91260,66778,9126
14819,265157,99325,69832,9932
345613,240751,81627,63124,8163
593910,256797,99175,61622,10987
283702,252069,88889,67180,8889
270456,245741,85262,64829,8526
58199,246171,85560,64611,8556
755194,249333,87852,65481,8785
710889,246512,82721,67791,8272
567966,267042,142255,69830,14336
140624,238471,217501,0,31187
541652,274286,105943,72343,10594
537175,254983,98977,60006,9898
30613,248301,85980,66321,8598
747798,261146,100664,64482,10066
303905,254748,91778,66970,9178
256314,259210,95010,68200,9501
382332,265070,104591,69812,10459
606030,246081,85488,64593,8549
180260,275886,187553,40333,18755
300538,240266,81129,63137,8113
108212,241621,89135,63364,8914
589436,238612,77910,64702,7791
577585,236166,78430,61736,7843
538465,246448,90763,59685,10547
190111,249619,109420,59600,10942
534668,245160,171612,0,25742
655283,271225,128926,70196,13469
759964,267783,267783,0,26778
433835,246504,85798,64706,8580
530098,265543,99601,69942,9960
834385,271743,271743,0,40761
616319,247466,116521,54641,13366
589066,238381,47675,0,4768
117393,239844,78508,61254,7851
689478,272560,104688,71872,10469
480144,264708,264708,0,26471
754784,269196,99167,74029,9917
288631,272005,104190,71815,10419
108633,261787,107638,65338,11973
675940,256646,93151,67495,9315
525755,236596,75324,63792,7606
339696,237920,80891,61029,8289
118404,235755,78387,63763,7839
149533,253878,95091,62787,9509
783041,276432,107774,72658,10777
700723,265102,98338,70764,9834
698076,258220,110296,67924,11030
81592,268232,101554,70678,10155
304943,267663,98056,73607,9806
479421,263949,98360,69589,9836
290233,236157,78269,61888,7827
756004,255193,92223,66970,9222
156419,251165,142498,59767,14250
668660,265543,96519,73024,9652
209278,253215,133034,64181,13600
109621,236000,78262,61738,7826
542932,237900,79586,62314,7959
24886,261848,96913,68935,9691
242757,252813,90372,66441,9037
708774,263624,95127,72497,9513
608247,275163,106579,72584,10658
293669,272342,104534,71808,10453
605730,242804,81398,65406,8140
168460,246469,117859,61337,12392
405728,245013,81634,67379,8163
456445,252697,90291,66406,9029
324831,238031,79628,62403,7963
410819,252390,93029,69407,9303
274936,241019,81825,63194,8182
242181,272438,104625,71813,10463
387213,260194,93863,70331,9386
716092,251335,101085,65380,10227
1446,258081,98905,63176,10748
7320,251802,101068,66163,10107
139102,263030,102336,64694,10234
275111,268989,99017,73972,9902
430682,270633,103655,71342,10366
661950,248604,84238,68366,8424
342080,239820,82703,61117,8590
239490,250632,88791,65841,8879
473696,251679,89546,66133,8955
72592,274787,105665,73122,10567
671773,240341,48068,0,4807
10660,251951,86664,69287,8666
14250,275326,108722,72632,10872
149734,268269,101603,70666,10160
479669,256191,90288,69903,9029
105785,273446,125703,56834,12570
98995,254812,89125,69687,8919
150274,275992,108114,72815,10811
298028,243816,83875,63941,8387
653784,238016,79644,62372,7964
675906,269757,99574,74183,9957
86011,266132,100065,68445,10227
663462,238230,79799,62431,7980
144452,243800,88134,63614,8872
10011,276199,119165,65208,11917
61513,271412,103890,71522,10389
150767,266684,100554,70130,10055
114956,259856,94214,71460,9421
262780,240636,81569,63067,8157
479690,241609,80634,61062,8846
495120,240510,100283,66140,10028
577644,235843,78178,62413,7818
85362,263782,190260,37158,19026
254974,253575,91472,66103,9147
529679,259344,95294,68050,9680
599876,274645,103118,75527,10312
182953,237513,76197,65316,7620
716670,259751,101976,61775,11393
101156,259651,109390,71404,10939
154666,275231,103542,75689,10354
478499,272269,104481,71788,10448
23522,239509,80752,62757,8075
463758,244226,160641,39254,21138
141599,252757,51060,0,5138
566540,253960,89038,68922,8904
453350,251952,86665,69287,8667
254852,271168,111996,74571,11200
640545,250929,98354,64575,9835
487607,257078,95039,69169,9504
740647,240756,81818,62938,8216
450086,255024,94157,67049,9416
491328,265247,100826,68421,10083
386406,236495,78545,61950,7854
395392,240338,81331,63007,8133
207209,238031,79628,62403,7963
550234,248152,86966,65186,8697
275263,266063,99951,70112,9995
670992,268326,103120,69206,10312
740487,238139,79733,62406,7973
202446,262775,94512,72263,9451
123842,262667,94434,72233,9443
