id_n,total_gross_income,total_taxable_income,total_pit,total_net_icome
182897,52203,21847,2185,0
807734,52217,15944,1594,0
699770,52234,52234,7835,0
474569,52237,52237,7836,0
883408,52267,52267,5227,0
458850,52272,10454,1045,0
37639,52276,52276,5228,0
733330,52277,28028,2803,0
662475,52297,24792,2479,0
392618,52308,52308,5231,0
807133,52315,16015,1602,0
816592,52316,16016,1602,0
813862,52316,16016,1602,0
817288,52319,16018,1602,0
790356,52329,18680,1868,0
733812,52364,10473,1047,0
638392,52364,41892,6284,0
324089,52371,10474,1047,0
427974,52386,52386,7858,0
300680,52390,35701,3570,0
477143,52390,14710,1471,0
361504,52391,52391,7859,0
237569,52400,10480,1048,0
418667,52411,17742,1774,0
221946,52440,10488,1049,0
322719,52440,52440,5244,0
265918,52443,22021,2202,0
50011,52447,16111,1611,0
776375,52461,14730,1473,0
22956,52461,22034,2203,0
823782,52466,16473,1647,0
453973,52498,27991,2799,0
772050,52543,52543,7881,0
690671,52545,15577,1558,0
424086,52545,20300,2074,0
737847,52550,52040,7806,0
144823,52556,22925,2293,0
653853,52584,49123,7292,0
472819,52602,23679,2675,0
751108,52605,25812,2990,0
764754,52612,52612,5261,0
819806,52613,21516,2152,0
127029,52632,52632,7895,0
654948,52640,52640,5264,0
828340,52645,22287,2229,0
614437,52649,29965,3583,0
743185,52654,49945,7492,0
827074,52654,19391,1939,0
571041,52660,17656,1766,0
774043,52677,33520,4234,0
861869,52687,52687,5269,0
615479,52720,22222,2222,0
561211,52720,22222,2222,0
172821,52720,22222,2222,0
803525,52737,14234,1423,0
701171,52740,14236,1424,0
543438,52743,14239,1424,0
366230,52750,25415,2542,0
204619,52760,14632,1463,0
520661,52762,52762,7914,0
843895,52764,47916,7187,0
638545,52772,52772,7916,0
808650,52774,24561,2673,0
623833,52780,52780,5278,0
673485,52783,52783,7917,0
828903,52798,24282,2654,0
582787,52800,52800,7920,0
257294,52800,14280,1428,0
812279,52814,36270,3627,0
96487,52828,38290,3866,0
826867,52829,15444,1544,0
483025,52853,15447,1556,0
502954,52857,14321,1432,0
403177,52864,17454,1745,0
327331,52866,10573,1057,0
348055,52868,39632,3963,0
813886,52878,18365,1836,0
25108,52883,21918,2192,0
612543,52898,16786,1679,0
456958,52901,52901,7935,0
272934,52912,10582,1058,0
301131,52920,18686,2100,0
114048,52935,21997,2200,0
516044,52940,52940,5294,0
742563,52942,11096,1141,0
10241,52944,14384,1438,0
390828,52966,14400,1440,0
165275,52970,52970,7946,0
822413,52999,16163,1616,0
409817,53000,17225,1722,0
669742,53001,18252,1825,0
626876,53001,53001,5300,0
463779,53010,26710,2671,0
64088,53026,14444,1444,0
647975,53030,12402,1264,0
491617,53032,53032,7955,0
724850,53055,10611,1061,0
41375,53058,53058,7848,0
179272,53062,53062,7959,0
147812,53063,17239,1724,0
813171,53068,19691,1969,0
730182,53068,25421,3130,0
91923,53071,24076,2408,0
497493,53077,22437,2244,0
685370,53082,10617,1062,0
833411,53088,10618,1062,0
116989,53100,33900,4845,0
773543,53100,14498,1450,0
102371,53103,17433,1861,0
839827,53103,10621,1062,0
423428,53120,53120,7968,0
643043,53136,53136,7970,0
824535,53138,11865,1186,0
851975,53140,53140,5314,0
860313,53141,53141,5314,0
683661,53144,53144,7972,0
154179,53145,37896,4849,0
17342,53145,14530,1453,0
249510,53172,14360,1436,0
367767,53177,53177,7977,0
630880,53180,47860,7179,0
345545,53188,14561,1456,0
728779,53201,14571,1457,0
201347,53204,25600,2560,0
139682,53208,53208,7981,0
839404,53220,10644,1064,0
559336,53224,53224,5395,0
58767,53225,26088,3311,0
807826,53231,16331,1633,0
818471,53232,16332,1633,0
317918,53235,53235,5324,0
184622,53251,48554,5795,0
811172,53251,22701,2270,0
316683,53251,13545,1535,0
755340,53252,10650,1065,0
168613,53260,16116,1612,0
817998,53270,16360,1636,0
360474,53271,53271,7991,0
711718,53276,26141,3253,0
560417,53280,10656,1066,0
525344,53297,15516,1552,0
816929,53305,16385,1639,0
851222,53309,52092,5453,0
159453,53312,52663,5948,0
565472,53315,10663,1066,0
42082,53315,47983,7197,0
664506,53320,14657,1466,0
856878,53324,47992,7199,0
868922,53324,47992,7199,0
871698,53324,47992,7199,0
226124,53330,53330,8000,0
125182,53332,53332,5333,0
726131,53332,53332,5333,0
177679,53332,53332,5333,0
846228,53332,53332,5333,0
881249,53332,53332,5333,0
125708,53333,53333,5333,0
729198,53333,53333,5333,0
38168,53333,37889,3789,0
590224,53333,53333,5333,0
193244,53338,53338,5334,0
729226,53340,53340,5334,0
725370,53346,26565,2656,0
516690,53373,14695,1470,0
812841,53378,40331,4033,0
793684,53389,28564,2856,0
563816,53392,21666,2167,0
40325,53399,53399,8010,0
257396,53401,22903,2324,0
648315,53407,10682,1068,0
137076,53415,14552,1455,0
736726,53425,53425,5342,0
281472,53429,17403,1740,0
598845,53440,53440,8016,0
603585,53441,53441,8016,0
402152,53447,18544,1854,0
364609,53460,53460,8019,0
127230,53479,48135,7220,0
420809,53485,15470,1579,0
554013,53489,30789,3108,0
265432,53493,48144,7222,0
537522,53496,10699,1070,0
26309,53505,16878,1688,0
739866,53506,33059,3961,0
502537,53534,53534,8030,0
359356,53541,14887,1501,0
334047,53541,15908,1591,0
50419,53547,10709,1071,0
808572,53548,21779,2178,0
121891,53558,53558,5356,0
754257,53584,14738,1474,0
840191,53589,48775,5239,0
664063,53594,14856,1486,0
272808,53595,45768,6060,0
369931,53598,14859,1486,0
93552,53619,53619,8043,0
466166,53633,17896,1790,0
62181,53638,18888,1889,0
534099,53647,23539,2354,0
674920,53651,53045,7957,0
750904,53654,28994,2899,0
829063,53658,24989,2499,0
5489,53682,28753,2875,0
199555,53692,26295,2629,0
506401,53708,22774,2802,0
668009,53721,16681,1668,0
569095,53723,21904,2295,0
105214,53726,15267,1527,0
42368,53739,34901,3490,0
68280,53740,53740,8061,0
453103,53745,23794,2379,0
840281,53747,53747,8062,0
775702,53757,48381,7257,0
838842,53763,53763,5376,0
394135,53766,18421,1846,0
211558,53771,33666,3367,0
165161,53776,53776,8066,0
186247,53778,53778,5378,0
299214,53793,15000,1500,0
227024,53794,15001,1500,0
545393,53796,53796,8069,0
881697,53820,10764,1076,0
511338,53860,10772,1077,0
420583,53870,30212,3976,0
134938,53875,25906,2704,0
425035,53885,53885,8083,0
370264,53889,15070,1507,0
642606,53892,15072,1507,0
602051,53893,53893,8084,0
815811,53895,27264,2726,0
171747,53942,15677,1568,0
459877,53945,53945,5394,0
513288,53960,24717,2572,0
846890,53974,33739,5061,0
21100,53978,20447,2111,0
381102,54000,54000,5400,0
671710,54000,54000,5400,0
769449,54000,54000,5400,0
263798,54000,54000,5400,0
768088,54000,54000,5400,0
874727,54000,10800,1080,0
683472,54000,54000,5400,0
762556,54000,23150,2315,0
26959,54000,54000,5400,0
806486,54019,16555,1655,0
809840,54020,16556,1656,0
325558,54020,43218,6483,0
816618,54020,16556,1656,0
370537,54024,15167,1517,0
139945,54024,15167,1517,0
143036,54024,15167,1517,0
337267,54024,15167,1517,0
26325,54024,15167,1517,0
234837,54024,15167,1517,0
371039,54024,15167,1517,0
308652,54027,15170,1517,0
503064,54027,15170,1517,0
177363,54027,15170,1517,0
622248,54027,15170,1517,0
24978,54027,15170,1517,0
262775,54027,15170,1517,0
636374,54027,15170,1517,0
470597,54027,15170,1517,0
669549,54032,54032,8105,0
478119,54047,16327,1633,0
375350,54048,10810,1081,0
42268,54056,43244,6487,0
693623,54072,15202,1520,0
141655,54077,15282,1528,0
561113,54082,10816,1082,0
42010,54088,14487,1449,0
822059,54092,18695,1869,0
48677,54108,50043,5460,0
135269,54111,19453,1954,0
398499,54115,36435,4866,0
231129,54126,10825,1082,0
652980,54126,54126,5413,0
613546,54140,10828,1083,0
120530,54140,29633,3317,0
224623,54146,54146,7532,0
845717,54155,54155,8123,0
873834,54160,54160,8124,0
824471,54166,15618,1562,0
656193,54184,14556,1456,0
255341,54194,23455,2346,0
315554,54196,14565,1457,0
847224,54200,10840,1084,0
858859,54200,10840,1084,0
592812,54209,21911,2191,0
731231,54215,15506,1551,0
847063,54224,48104,7139,0
260357,54224,17560,1756,0
787681,54249,15331,1533,0
650579,54252,15333,1533,0
822715,54252,15333,1533,0
167793,54265,15342,1534,0
128053,54265,10853,1085,0
769054,54273,19662,2181,0
813078,54277,16047,1605,0
554951,54287,54287,5429,0
379882,54300,10860,1086,0
885271,54300,10860,1086,0
826112,54300,22940,2294,0
360797,54324,48692,7304,0
584399,54333,54333,5433,0
737969,54334,48896,7334,0
646795,54378,54378,8157,0
153640,54382,15827,1583,0
823722,54383,19254,1925,0
341540,54401,19405,1940,0
77611,54403,10880,1088,0
501150,54409,15211,1521,0
741008,54410,54410,8162,0
516070,54421,27794,2954,0
779572,54428,54428,8164,0
127310,54430,10885,1088,0
132935,54437,27710,3543,0
849539,54444,54444,5444,0
539343,54444,54444,5444,0
540588,54452,54452,5445,0
758024,54458,18686,1869,0
315787,54459,14756,1476,0
822614,54492,18289,1829,0
372485,54515,44325,4432,0
86371,54520,24646,2668,0
202558,54536,17626,1763,0
821270,54550,18601,1860,0
373787,54566,10913,1091,0
41816,54577,15568,1557,0
819310,54579,16613,1661,0
821415,54582,16615,1661,0
809021,54593,27389,2739,0
460577,54598,15030,1503,0
626795,54600,54600,8190,0
269510,54602,54602,5460,0
366315,54622,54622,8193,0
739809,54640,54640,8196,0
585184,54655,27252,2725,0
807343,54665,16675,1668,0
804902,54665,16675,1668,0
800010,54665,32385,4419,0
135832,54668,54668,5467,0
767066,54692,22028,2203,0
57038,54696,20264,2026,0
735031,54706,54706,8206,0
353729,54722,23673,2367,0
183011,54726,54726,8209,0
402554,54729,17012,1701,0
559951,54731,54731,8210,0
804115,54733,26764,2676,0
818381,54733,21811,2181,0
855930,54738,54738,5474,0
177222,54738,25412,3031,0
30615,54740,12406,1241,0
579088,54746,22555,2776,0
676275,54748,39853,5087,0
582635,54757,54757,5476,0
526852,54777,54777,5478,0
42401,54777,54777,5478,0
643711,54789,21523,2152,0
463387,54809,45177,6444,0
91509,54830,54830,8224,0
162455,54832,15914,1621,0
625350,54834,54834,5483,0
643198,54844,54844,8227,0
792802,54846,15399,1540,0
251558,54846,15399,1540,0
214054,54850,10970,1097,0
865160,54851,54851,8228,0
642066,54856,18562,1856,0
831448,54862,54862,8229,0
329956,54877,54877,8232,0
809607,54878,19613,1961,0
796176,54882,32883,3306,0
155078,54882,15408,1541,0
128888,54888,54888,8233,0
561784,54894,19624,1962,0
408073,54910,18477,1848,0
439078,54911,31032,3103,0
779158,54915,36295,4512,0
152302,54927,15822,1582,0
849231,54935,54935,8240,0
526003,54939,54939,8241,0
240398,54953,18276,1828,0
620062,54956,19564,2162,0
209530,54970,15853,1585,0
774936,54981,54981,8247,0
824370,54984,15880,1588,0
866985,54987,54987,8248,0
856897,54995,54995,8249,0
849629,54998,54998,5735,0
872641,54999,54999,5500,0
70350,54999,54999,5500,0
458071,55000,55000,8250,0
778518,55000,55000,5500,0
845252,55005,55005,8251,0
809896,55011,26994,2849,0
844427,55014,46762,7014,0
266704,55020,46764,7015,0
821378,55022,21108,2111,0
852928,55041,11008,1101,0
376488,55044,15977,1598,0
597146,55062,21534,2153,0
57660,55073,11015,1102,0
619026,55087,15511,1551,0
207615,55087,16665,1667,0
666629,55088,20382,2038,0
807607,55101,27377,2738,0
767570,55110,55110,8266,0
43868,55111,55111,8267,0
458088,55138,54090,8114,0
816391,55139,17367,1737,0
870677,55144,11029,1103,0
418554,55150,55150,8272,0
770593,55184,55184,8278,0
637373,55188,55188,8278,0
132018,55202,55202,8280,0
767463,55214,55214,8282,0
235900,55222,55222,6072,0
242490,55232,23281,2328,0
878253,55232,11046,1105,0
505207,55235,51451,5334,0
849845,55252,49727,7459,0
824179,55265,15755,1576,0
820381,55270,21344,2134,0
464889,55280,55280,8292,0
97249,55285,16428,1706,0
769123,55302,55302,8001,0
807113,55304,18182,1818,0
466167,55306,55306,7096,0
355141,55340,55340,6245,0
815181,55341,16818,1682,0
102545,55347,16392,1726,0
698628,55355,18766,1877,0
408939,55360,47054,7058,0
284786,55361,55361,8304,0
38874,55377,46742,6930,0
130583,55385,55385,8308,0
821625,55392,16507,1651,0
817366,55404,19059,1906,0
858646,55405,55405,5540,0
576694,55412,55412,8312,0
632485,55436,46925,5684,0
410361,55444,55444,5544,0
721595,55480,11096,1110,0
30270,55482,15860,1586,0
850027,55484,49936,7490,0
274149,55485,11099,1110,0
133448,55488,49944,7492,0
370612,55488,49944,7492,0
636914,55488,49944,7492,0
328883,55488,49936,7490,0
139745,55488,49944,7492,0
179515,55488,49944,7492,0
221465,55490,49943,7491,0
742543,55490,49941,7491,0
860026,55491,49942,7491,0
742629,55497,55497,5550,0
581069,55500,16238,1624,0
770279,55500,11607,1192,0
42676,55509,55509,8326,0
769926,55518,55518,8328,0
821585,55525,16256,1626,0
154931,55541,29762,2976,0
780645,55542,11616,1193,0
840104,55554,55554,5555,0
235181,55555,55555,5556,0
415048,55555,55555,5556,0
249851,55555,55555,5556,0
521902,55556,55556,5556,0
688949,55556,55556,5556,0
552173,55556,55556,5556,0
736879,55556,55556,5556,0
41621,55556,55556,5556,0
771715,55556,55556,5556,0
629779,55556,55556,5556,0
740899,55556,55556,5556,0
840492,55556,55556,5556,0
116494,55562,25966,2640,0
739239,55563,55563,8334,0
815839,55591,16999,1700,0
736261,55593,55593,8339,0
835507,55601,55601,5560,0
519538,55601,16444,1644,0
653171,55601,50037,7506,0
809028,55603,27231,2743,0
285354,55615,23186,2319,0
824335,55620,17808,1781,0
512163,55621,42061,4206,0
350958,55628,55628,7312,0
230639,55632,11126,1113,0
831863,55633,55633,5563,0
826230,55634,15607,1561,0
458287,55639,55639,5679,0
810620,55643,21211,2121,0
156368,55646,16533,1653,0
526737,55670,23251,2325,0
805047,55672,17505,1751,0
815898,55683,19153,1915,0
522575,55689,24374,2437,0
750858,55692,15542,1554,0
275658,55724,55724,8359,0
132111,55726,55726,8359,0
553539,55727,50153,7523,0
481400,55728,55728,8359,0
265539,55739,25670,3239,0
572693,55763,15228,1523,0
247050,55769,16615,1661,0
773903,55784,50092,7514,0
262060,55788,14991,1499,0
555259,55792,40895,4090,0
154761,55793,50987,5099,0
226251,55799,15758,1576,0
21681,55818,29127,2913,0
400824,55827,18035,1803,0
323639,55829,55829,8374,0
213335,55831,29926,3983,0
389846,55840,16343,1634,0
5592,55847,16096,1653,0
332959,55852,28537,2967,0
514433,55870,55870,8380,0
186547,55879,29312,2931,0
811461,55885,24226,2423,0
728769,55890,16520,1652,0
608192,55908,21333,2133,0
859637,55912,55912,5591,0
262293,55918,55570,5627,0
727465,55926,55926,8389,0
117129,55931,47542,7131,0
739695,55943,55943,8391,0
188077,55956,21785,2179,0
414330,55957,55957,8394,0
878208,55965,11193,1119,0
141560,55979,55979,8397,0
411591,55980,55980,8397,0
367505,55986,55986,8398,0
490074,55991,26827,2683,0
763161,55994,11743,1174,0
361858,56000,11200,1120,0
319451,56001,56001,5600,0
544392,56046,16633,1663,0
567297,56070,56070,8410,0
515893,56078,56078,8412,0
204867,56091,16666,1667,0
268967,56091,16666,1667,0
466446,56091,16666,1667,0
698242,56091,16666,1667,0
400600,56091,16666,1667,0
320796,56110,56110,5611,0
770729,56110,56110,8416,0
881413,56111,56111,5611,0
63115,56121,17036,1704,0
764166,56132,27778,2778,0
624495,56141,37571,5152,0
459855,56143,49720,7458,0
715420,56146,15251,1525,0
828747,56147,17055,1705,0
779548,56154,56154,8423,0
274227,56156,50939,6137,0
468161,56160,51354,5651,0
694223,56195,56195,5620,0
37084,56206,23949,2395,0
262250,56206,56206,8431,0
408497,56208,56208,8431,0
686558,56210,56210,7635,0
820113,56232,18507,1851,0
820516,56240,18861,1886,0
753206,56247,23865,2387,0
390916,56249,16781,1678,0
75366,56277,16801,1680,0
48779,56288,56288,8443,0
213063,56306,16474,1647,0
732178,56312,32946,3295,0
63272,56335,56335,8450,0
474268,56337,40647,4274,0
316425,56351,39583,5729,0
821137,56362,22775,2278,0
565986,56367,17628,1763,0
773511,56373,45729,6580,0
490793,56375,40206,4021,0
608174,56378,17222,1722,0
42620,56388,47928,7189,0
477412,56398,16679,1668,0
849954,56402,56402,8460,0
631001,56410,11963,1253,0
15817,56426,14195,1420,0
468540,56428,19455,1946,0
359899,56433,19570,1957,0
771542,56435,56435,8465,0
425989,56438,37872,5320,0
214984,56441,56441,8466,0
503261,56442,56442,8466,0
808230,56454,26576,2658,0
59634,56455,17694,1769,0
141942,56456,21436,2144,0
838072,56471,56471,8471,0
685865,56472,23418,2342,0
821852,56480,27493,2749,0
447370,56482,10040,1004,0
511693,56509,17143,1714,0
289253,56520,18227,1823,0
807242,56540,15796,1580,0
826064,56574,18280,1828,0
332881,56588,56588,8488,0
773482,56592,18716,1872,0
828825,56600,15892,1589,0
471449,56600,28300,4245,0
233295,56621,21179,2118,0
768092,56625,21626,2425,0
584396,56628,22921,2292,0
170675,56630,49558,7434,0
281927,56640,56640,8496,0
771880,56642,31777,3178,0
300046,56644,50979,7647,0
460514,56645,20632,2063,0
516681,56646,17081,1708,0
44825,56662,42346,6352,0
456732,56667,56667,5667,0
673351,56667,56667,5667,0
323921,56668,56668,8254,0
57476,56670,41670,5917,0
482009,56671,17086,1709,0
730687,56691,11337,1134,0
856880,56696,11339,1134,0
275443,56702,56702,8505,0
61036,56702,27194,2730,0
821453,56707,24070,2407,0
389731,56708,15295,1530,0
522687,56712,23150,2315,0
47032,56726,12569,1359,0
384129,56727,17127,1713,0
599919,56728,15928,1593,0
415013,56734,21375,2424,0
363255,56738,48224,7234,0
356999,56741,20745,2225,0
818638,56751,16053,1605,0
769669,56761,11859,1218,0
819944,56765,17851,1785,0
271089,56768,56768,8515,0
801283,56784,17168,1717,0
736326,56820,56820,7706,0
817105,56820,21784,2178,0
816679,56820,21784,2178,0
365758,56828,31667,3167,0
473134,56837,56837,5684,0
203522,56843,56843,8526,0
470156,56849,17726,2208,0
378565,56862,11372,1137,0
280178,56865,11373,1137,0
385302,56866,52702,7143,0
732157,56879,51191,7679,0
842904,56879,51191,7679,0
321135,56879,51191,7679,0
812691,56882,17239,1724,0
820270,56900,17252,1725,0
32534,56904,17255,1726,0
738048,56905,56905,8536,0
549885,56918,17266,1727,0
809108,56924,17270,1727,0
671657,56930,56930,6328,0
819882,56944,22849,2285,0
271316,56949,56949,5813,0
813160,56956,17641,1764,0
819440,56956,17641,1764,0
127714,56959,19429,1943,0
463263,56960,11392,1139,0
278743,56962,17847,1785,0
825342,56971,39293,3929,0
343266,56983,15494,1549,0
736730,56993,56993,7993,0
466289,57000,11400,1140,0
821729,57008,17331,1733,0
41376,57008,53095,6092,0
166539,57009,17332,1733,0
818235,57013,17334,1733,0
812032,57014,17335,1734,0
806586,57014,17335,1734,0
809266,57014,17335,1734,0
778887,57014,17335,1734,0
813470,57014,17335,1734,0
392095,57014,17335,1734,0
63215,57015,17336,1734,0
40147,57028,57028,8554,0
177791,57032,57032,8555,0
104043,57046,18130,1813,0
606519,57046,16470,1647,0
283078,57048,53232,7985,0
369461,57071,19910,1991,0
421447,57076,17422,1750,0
584667,57085,27387,2739,0
798181,57102,16637,1664,0
802162,57108,16169,1700,0
263783,57111,11422,1142,0
214982,57120,17440,1749,0
82498,57139,27484,3123,0
543686,57142,48417,5963,0
843555,57150,11430,1143,0
818867,57162,17442,1744,0
814406,57164,17444,1744,0
809914,57165,17445,1744,0
415652,57172,28586,4288,0
562998,57176,17453,1745,0
568693,57184,46575,4732,0
615683,57199,24386,2439,0
871678,57200,57200,8580,0
73401,57213,54042,8106,0
465005,57219,54897,5490,0
533530,57219,57219,5722,0
617326,57225,18250,1825,0
812108,57232,19928,1993,0
410195,57245,11449,1145,0
189844,57258,18639,1864,0
563901,57260,57260,8589,0
589430,57262,19950,1995,0
853373,57264,11452,1145,0
485771,57275,16476,1675,0
823778,57278,19266,1927,0
839264,57281,47203,6736,0
534679,57287,57287,8593,0
732227,57291,57291,8594,0
593654,57302,36347,4030,0
230935,57307,24124,2412,0
466415,57314,57314,8597,0
799554,57324,16094,1609,0
607350,57332,26006,2601,0
692608,57333,17935,1845,0
274070,57337,36339,4692,0
865335,57363,57363,8604,0
822311,57377,22468,2247,0
821573,57380,17600,1760,0
469911,57392,57392,8609,0
823948,57399,21092,2109,0
358767,57400,11480,1148,0
80774,57410,28704,4306,0
848475,57447,40213,6032,0
656058,57447,26030,2603,0
773718,57453,57453,8285,0
272642,57456,57456,8618,0
188624,57456,19047,1905,0
111521,57457,20056,2006,0
207931,57457,16132,1613,0
809356,57468,17788,1801,0
652206,57475,16069,1607,0
610428,57478,23386,2339,0
650765,57492,30063,3098,0
721792,57494,57494,8624,0
843205,57501,57501,5750,0
449702,57511,19782,1978,0
550658,57521,57521,8412,0
200760,57522,21322,2132,0
414963,57539,57539,8631,0
525948,57542,57542,8631,0
568764,57555,57555,5756,0
432347,57560,18590,1859,0
1066,57562,18503,1850,0
815564,57575,18090,1809,0
222814,57600,57600,8640,0
502428,57600,57600,8640,0
850774,57600,11520,1152,0
131813,57601,57601,8640,0
633910,57623,52299,7845,0
181712,57640,57640,8646,0
834869,57647,57647,8647,0
855190,57667,57667,6186,0
370416,57673,23908,2391,0
626292,57687,57687,6330,0
827066,57689,27564,2756,0
728938,57709,57709,5771,0
195716,57769,57769,8665,0
875114,57777,57777,8667,0
819995,57778,17889,1789,0
506415,57779,57779,5778,0
410736,57787,21706,2171,0
739631,57788,57788,8668,0
77917,57800,52020,7803,0
638389,57800,52020,7803,0
377458,57801,24628,2463,0
873885,57802,57802,5780,0
618294,57805,57805,8671,0
598741,57818,57818,5782,0
247956,57820,20094,2009,0
507855,57836,12075,1239,0
811699,57839,19324,1932,0
234536,57847,11569,1157,0
36571,57862,22189,2219,0
807381,57870,19248,1925,0
77541,57872,17576,1758,0
825510,57877,23178,2318,0
616918,57893,57893,8684,0
559406,57900,11580,1158,0
733519,57903,55747,6695,0
614410,57906,16766,1812,0
768859,57910,11582,1158,0
287273,57931,23372,2337,0
210603,57932,25452,2584,0
65259,57935,57935,8690,0
868952,57950,57950,8692,0
69725,57954,20931,2093,0
843814,57960,11592,1159,0
57209,57978,24288,2429,0
555089,57981,57981,8697,0
119205,57981,20645,2064,0
860048,58000,11600,1160,0
313633,58000,11600,1160,0
618198,58008,58008,8701,0
734778,58022,30746,3075,0
824145,58028,26070,2607,0
227521,58030,12830,1360,0
391183,58034,35466,3547,0
716599,58038,23047,2305,0
73975,58053,25179,2518,0
737526,58069,19491,1949,0
479946,58082,16309,1631,0
695199,58091,19445,1944,0
590998,58097,18282,1858,0
616892,58098,58098,8715,0
472057,58117,25874,2609,0
604998,58120,58120,5918,0
726157,58129,58129,8719,0
814808,58138,24063,2406,0
487562,58151,16647,1665,0
814478,58185,28850,2885,0
40725,58190,58190,8728,0
512804,58192,58192,8729,0
369159,58196,49448,7417,0
716147,58199,17194,1719,0
322782,58221,58221,5822,0
392185,58246,17307,1731,0
458052,58257,11651,1165,0
682358,58260,52428,7864,0
820199,58263,18241,1824,0
263104,58266,58266,5827,0
696539,58271,15701,1570,0
176316,58273,58273,8741,0
824376,58280,16435,1644,0
811805,58310,18639,1864,0
49839,58316,16537,1654,0
380942,58320,11664,1166,0
370763,58325,11667,1167,0
375554,58373,26506,2721,0
646969,58373,58373,8756,0
821437,58378,58378,5838,0
57938,58385,30676,3068,0
823475,58388,21271,2466,0
564355,58389,18332,1833,0
546838,58390,18333,1833,0
806418,58390,18333,1833,0
511737,58394,18336,1834,0
837746,58395,55189,6160,0
495099,58400,18340,1834,0
780871,58403,35754,3575,0
740991,58411,27372,2768,0
862926,58424,58424,5842,0
109156,58436,21110,2464,0
503497,58456,55847,8377,0
381173,58456,58456,8768,0
310400,58457,18400,1843,0
201461,58467,15844,1584,0
541408,58470,27053,2826,0
864956,58470,11694,1169,0
639059,58498,15866,1587,0
875320,58500,58500,8775,0
38069,58518,24140,2414,0
461510,58519,58519,8778,0
725611,58523,55373,5695,0
749435,58529,37798,4821,0
760452,58542,16298,1656,0
6714,58550,24224,2422,0
769799,58558,58558,8784,0
79210,58558,12219,1254,0
531103,58558,39020,4196,0
420481,58587,35682,3794,0
709450,58591,18478,1848,0
810574,58610,17730,1773,0
157090,58611,18493,1849,0
45416,58612,16676,1668,0
493545,58617,39577,5536,0
497657,58618,35598,4383,0
110106,58623,39864,5407,0
613938,58638,13011,1301,0
53231,58649,15738,1574,0
677734,58656,52789,7918,0
492145,58656,29731,3017,0
810263,58664,20966,2097,0
540026,58667,29334,2933,0
236254,58678,17226,1723,0
643313,58685,50228,7534,0
568270,58698,16197,1620,0
570674,58729,17817,1782,0
562651,58743,58743,8811,0
646297,58751,29375,4406,0
655371,58779,21377,2138,0
839927,58787,58787,8818,0
155028,58795,33789,4320,0
186267,58797,51616,7742,0
874801,58800,11760,1176,0
89852,58823,58823,8823,0
180809,58824,58824,8824,0
229971,58842,58842,8826,0
817285,58848,26665,2666,0
431167,58850,26666,2667,0
710009,58852,32338,3704,0
780774,58868,16396,1640,0
784464,58873,17830,1783,0
235222,58873,11775,1178,0
738226,58873,58873,5911,0
282202,58877,58877,5943,0
375479,58879,58879,8832,0
269667,58890,12669,1341,0
221494,58935,58935,8840,0
815041,58985,20110,2011,0
363902,58986,11797,1180,0
180200,58988,11798,1180,0
37574,58990,27571,2757,0
812721,58994,18787,1879,0
711191,58996,24867,2487,0
44083,59008,59008,6451,0
489492,59014,32961,3296,0
201372,59030,34405,3441,0
619939,59040,53136,7970,0
139753,59042,59042,8856,0
65037,59048,20897,2090,0
417822,59050,42285,4229,0
879508,59082,59082,8862,0
139460,59083,59083,5908,0
314989,59091,59091,8864,0
770737,59095,54224,6348,0
96936,59111,26855,2686,0
397039,59114,59114,5911,0
812029,59131,19218,1922,0
612371,59136,59136,8870,0
310549,59148,59148,8872,0
690249,59156,59156,8873,0
225323,59180,16724,1672,0
817195,59206,24175,2418,0
507712,59226,59226,6130,0
694951,59235,59235,8885,0
322724,59237,19594,2077,0
833084,59253,59253,8888,0
553796,59253,14517,1452,0
701914,59268,33363,4499,0
444914,59273,17623,1762,0
726035,59288,32288,4193,0
254722,59311,17114,1711,0
752409,59318,22723,2272,0
816956,59321,22486,2249,0
145602,59326,19788,1979,0
824205,59328,24942,2494,0
45729,59333,59333,5933,0
537656,59356,52714,7907,0
870828,59365,59365,8905,0
619887,59388,12190,1245,0
160708,59400,59400,5940,0
421501,59402,22876,2288,0
816010,59418,18316,1832,0
820280,59418,18316,1832,0
847491,59420,11884,1188,0
399588,59445,59445,5944,0
843370,59473,11895,1190,0
392231,59475,-52881,-5288,0
865081,59482,11896,1190,0
149324,59495,19134,1913,0
552332,59500,59500,8925,0
516053,59501,59501,8925,0
288962,59505,16707,1671,0
822252,59507,16708,1671,0
322533,59520,11904,1190,0
773492,59521,19153,1915,0
340309,59527,26843,3344,0
181455,59533,59533,8930,0
155017,59534,26846,2685,0
363553,59535,27251,2765,0
810718,59555,18415,1842,0
832167,59559,59559,8934,0
452750,59571,18046,1805,0
817630,59585,18056,1806,0
624129,59587,18820,1882,0
821823,59587,18058,1806,0
811425,59588,18058,1806,0
815096,59597,18065,1806,0
721271,59661,48791,7053,0
720224,59713,59713,8957,0
755330,59720,59720,8958,0
249989,59742,16774,1677,0
791446,59749,28439,2844,0
633944,59750,59750,8962,0
792146,59754,16777,1678,0
878362,59760,11952,1195,0
273076,59763,20024,2002,0
23886,59778,50486,5049,0
502531,59779,48732,7310,0
415836,59785,11957,1196,0
315500,59789,55450,5762,0
877523,59798,12575,1309,0
186408,59812,11963,1196,0
21559,59815,22759,2737,0
609873,59819,19559,1956,0
