legal_form,sector,province,tax_base_before_deductions,deductions_from_tax_base,income_tax_base_after_deductions,citax
 OSP.17 Limited liability companies ,Wholesale/Retail Trade,Pomorskie,770179.0,0.0,770179.0,146334.01
 OSP.17 Limited liability companies ,Finance,Mazowieckie,0.0,0.0,0.0,0.0
 OSP.29 Municipal self-government organizational units ,Utilities,Warmińsko-Mazurskie,168754.0,0.0,168754.0,32063.260000000002
 OSP.17 Limited liability companies ,ICT,Zachodniopomorskie,0.0,0.0,0.0,0.0
 OSP.17 Limited liability companies ,Utilities,Mazowieckie,1196039.0,0.0,1196039.0,227247.41
 OSP.40 Cooperatives ,Real Estate,Mazowieckie,105392.0,0.0,105392.0,20024.48
 OSP.17 Limited liability companies ,Wholesale/Retail Trade,Pomorskie,2250667.0,0.0,2250667.0,427626.73
 OSP.17 Limited liability companies ,Not determined,Zachodniopomorskie,0.0,0.0,0.0,0.0
 OSP.17 Limited liability companies ,Professional/Scientific,Pomorskie,0.0,0.0,0.0,0.0
 OSP.40 Cooperatives ,Real Estate,Wielkopolskie,92181.0,0.0,92181.0,17514.39
 OSP.49 Funds ,Not determined,Pomorskie,0.0,0.0,0.0,0.0
 OSP.16 Joint stock companies ,Mining and Quarrying,Małopolskie,0.0,0.0,0.0,0.0
 OSP.17 Limited liability companies ,Manufacturing,Lubelskie,8125.0,0.0,8125.0,1543.75
 OSP.17 Limited liability companies ,Transportation and Storage,Mazowieckie,0.0,0.0,0.0,0.0
 OSP.17 Limited liability companies ,Wholesale/Retail Trade,Pomorskie,289164.0,0.0,289164.0,54941.16
 OSP.17 Limited liability companies ,Not determined,Wielkopolskie,804928.0,0.0,804928.0,152936.32
 OSP.17 Limited liability companies ,Wholesale/Retail Trade,Lubelskie,0.0,0.0,0.0,0.0
 OSP.17 Limited liability companies ,Finance,Mazowieckie,496985.0,0.0,496985.0,94427.15
 OSP.17 Limited liability companies ,Construction,Pomorskie,0.0,0.0,0.0,0.0
 OSP.17 Limited liability companies ,Not determined,Łódzkie,0.0,0.0,0.0,0.0
 OSP.17 Limited liability companies ,Wholesale/Retail Trade,Zachodniopomorskie,289349.0,0.0,289349.0,54976.31
 OSP.17 Limited liability companies ,Not determined,Pomorskie,71601.0,0.0,71601.0,13604.19
 OSP.17 Limited liability companies ,Agriculture,Wielkopolskie,0.0,0.0,0.0,0.0
 OSP.17 Limited liability companies ,Wholesale/Retail Trade,Lubelskie,0.0,0.0,0.0,0.0
 OSP.17 Limited liability companies ,Not determined,Pomorskie,417770.0,0.0,417770.0,79376.3
 OSP.17 Limited liability companies ,Manufacturing,Zachodniopomorskie,130995.0,0.0,130995.0,24889.05
 OSP.17 Limited liability companies ,Manufacturing,Pomorskie,366821.0,0.0,366821.0,69695.99
 OSP.17 Limited liability companies ,Wholesale/Retail Trade,Mazowieckie,231074.0,0.0,231074.0,43904.06
 OSP.17 Limited liability companies ,Wholesale/Retail Trade,Mazowieckie,224293.0,0.0,224293.0,42615.67
 OSP.17 Limited liability companies ,Not determined,Mazowieckie,0.0,0.0,0.0,0.0
 OSP.17 Limited liability companies ,Professional/Scientific,Mazowieckie,36239.0,36239.0,0.0,0.0
 OSP.48 Foundations ,Other Service Activities,Zachodniopomorskie,0.0,0.0,0.0,0.0
 OSP.17 Limited liability companies ,Manufacturing,Lubelskie,585818.0,0.0,585818.0,111305.42
 OSP.17 Limited liability companies ,Construction,Pomorskie,0.0,0.0,0.0,0.0
 OSP.17 Limited liability companies ,Not determined,Warmińsko-Mazurskie,1316259.0,0.0,1316259.0,250089.21
 OSP.17 Limited liability companies ,Wholesale/Retail Trade,Lubelskie,207302.0,0.0,207302.0,39387.38
 OSP.40 Cooperatives ,Finance,Mazowieckie,856450.0,0.0,856450.0,162725.5
 OSP.17 Limited liability companies ,Hotels and Restaurants,Pomorskie,123459.0,0.0,123459.0,23457.21
 OSP.17 Limited liability companies ,Manufacturing,Pomorskie,48682.0,0.0,48682.0,9249.58
 OSP.17 Limited liability companies ,Real Estate,Pomorskie,3436203.0,0.0,3436203.0,652878.5700000001
 OSP.17 Limited liability companies ,ICT,Mazowieckie,705610.0,0.0,705610.0,134065.9
 OSP.17 Limited liability companies ,Wholesale/Retail Trade,Śląskie,471490.0,0.0,471490.0,89583.1
 OSP.17 Limited liability companies ,ICT,Dolnośląskie,0.0,0.0,0.0,0.0
 OSP.17 Limited liability companies ,Construction,Mazowieckie,691863.0,0.0,691863.0,131453.97
 OSP.40 Cooperatives ,Finance,Wielkopolskie,2874687.0,0.0,2874687.0,546190.53
 OSP.17 Limited liability companies ,Wholesale/Retail Trade,Wielkopolskie,7059.0,0.0,7059.0,1341.21
 OSP.17 Limited liability companies ,Wholesale/Retail Trade,Śląskie,52857.0,0.0,52857.0,10042.83
 OSP.17 Limited liability companies ,Wholesale/Retail Trade,Wielkopolskie,0.0,0.0,0.0,0.0
 OSP.17 Limited liability companies ,Manufacturing,Łódzkie,58805.0,0.0,58805.0,11172.95
 OSP.17 Limited liability companies ,Wholesale/Retail Trade,Lubelskie,203383.0,0.0,203383.0,38642.770000000004
 OSP.17 Limited liability companies ,Wholesale/Retail Trade,Dolnośląskie,0.0,0.0,0.0,0.0
 OSP.17 Limited liability companies ,Real Estate,Mazowieckie,113787.0,0.0,113787.0,21619.53
 OSP.17 Limited liability companies ,Wholesale/Retail Trade,Pomorskie,399557.0,0.0,399557.0,75915.83
 OSP.17 Limited liability companies ,Construction,Mazowieckie,48256.0,0.0,48256.0,9168.64
 OSP.17 Limited liability companies ,Not determined,Lubelskie,45921.0,0.0,45921.0,8724.99
 OSP.17 Limited liability companies ,Transportation and Storage,Lubuskie,39333.0,0.0,39333.0,7473.27
 OSP.17 Limited liability companies ,Manufacturing,Mazowieckie,2030912.0,0.0,2030912.0,385873.28
 OSP.17 Limited liability companies ,Professional/Scientific,Mazowieckie,0.0,0.0,0.0,0.0
 OSP.17 Limited liability companies ,Not determined,Mazowieckie,2015712.0,0.0,2015712.0,382985.28
 OSP.40 Cooperatives ,Finance,Śląskie,2354306.0,0.0,2354306.0,447318.14
 OSP.17 Limited liability companies ,Real Estate,Pomorskie,3050763.0,0.0,3050763.0,579644.97
 OSP.17 Limited liability companies ,ICT,Lubuskie,128201.0,0.0,128201.0,24358.19
 OSP.17 Limited liability companies ,Construction,Lubuskie,331014.0,0.0,331014.0,62892.66
 OSP.16 Joint stock companies ,Not determined,Zachodniopomorskie,751985.0,0.0,751985.0,142877.15
 OSP.17 Limited liability companies ,Entertainment,Łódzkie,506653.0,0.0,506653.0,96264.07
 OSP.17 Limited liability companies ,Education,Mazowieckie,876151.0,0.0,876151.0,166468.69
 OSP.17 Limited liability companies ,Construction,Wielkopolskie,416524.0,0.0,416524.0,79139.56
 OSP.17 Limited liability companies ,Wholesale/Retail Trade,Pomorskie,484051.0,0.0,484051.0,91969.69
 OSP.17 Limited liability companies ,Manufacturing,Warmińsko-Mazurskie,122867.0,0.0,122867.0,23344.73
 OSP.40 Cooperatives ,Finance,Warmińsko-Mazurskie,1515115.0,0.0,1515115.0,287871.85
 OSP.17 Limited liability companies ,Not determined,Mazowieckie,201974.0,0.0,201974.0,38375.06
 OSP.17 Limited liability companies ,Wholesale/Retail Trade,Lubuskie,358498.0,0.0,358498.0,68114.62
 OSP.17 Limited liability companies ,Construction,Zachodniopomorskie,0.0,0.0,0.0,0.0
 OSP.17 Limited liability companies ,ICT,Mazowieckie,868644.0,0.0,868644.0,165042.36000000002
 OSP.46 Independent public healthcare institutions ,Health,Zachodniopomorskie,0.0,0.0,0.0,0.0
 OSP.17 Limited liability companies ,Transportation and Storage,Dolnośląskie,339215.0,0.0,339215.0,64450.85
 OSP.17 Limited liability companies ,Admin and Support Services,Łódzkie,125050.0,0.0,125050.0,23759.5
 OSP.40 Cooperatives ,Real Estate,Łódzkie,259518.0,0.0,259518.0,49308.42
 OSP.17 Limited liability companies ,Admin and Support Services,Wielkopolskie,0.0,0.0,0.0,0.0
 OSP.17 Limited liability companies ,Hotels and Restaurants,Pomorskie,88531.0,0.0,88531.0,16820.89
 OSP.17 Limited liability companies ,Manufacturing,Pomorskie,231694.0,0.0,231694.0,44021.86
 OSP.17 Limited liability companies ,Wholesale/Retail Trade,Wielkopolskie,0.0,0.0,0.0,0.0
 OSP.17 Limited liability companies ,Professional/Scientific,Lubuskie,2199640.0,0.0,2199640.0,417931.6
 OSP.17 Limited liability companies ,Manufacturing,Pomorskie,0.0,0.0,0.0,0.0
 OSP.17 Limited liability companies ,Wholesale/Retail Trade,Lubuskie,459534.0,0.0,459534.0,87311.46
 OSP.40 Cooperatives ,Not determined,Lubuskie,0.0,0.0,0.0,0.0
 OSP.17 Limited liability companies ,Transportation and Storage,Mazowieckie,33354.0,0.0,33354.0,6337.26
 OSP.17 Limited liability companies ,Manufacturing,Mazowieckie,1144854.0,0.0,1144854.0,217522.26
 OSP.40 Cooperatives ,Finance,Mazowieckie,1714342.0,0.0,1714342.0,325724.98
 OSP.48 Foundations ,Not determined,Śląskie,0.0,0.0,0.0,0.0
 OSP.17 Limited liability companies ,Construction,Pomorskie,0.0,0.0,0.0,0.0
 OSP.17 Limited liability companies ,Transportation and Storage,Lubuskie,249333.0,0.0,249333.0,47373.270000000004
 OSP.17 Limited liability companies ,Manufacturing,Pomorskie,966058.0,0.0,966058.0,183551.02
 OSP.17 Limited liability companies ,Admin and Support Services,Mazowieckie,696679.0,0.0,696679.0,132369.01
 OSP.17 Limited liability companies ,Hotels and Restaurants,Wielkopolskie,143117.0,0.0,143117.0,27192.23
 OSP.17 Limited liability companies ,Wholesale/Retail Trade,Mazowieckie,744266.0,0.0,744266.0,141410.54
 OSP.17 Limited liability companies ,Wholesale/Retail Trade,Mazowieckie,98842.0,0.0,98842.0,18779.98
 OSP.17 Limited liability companies ,ICT,Pomorskie,1794720.0,0.0,1794720.0,340996.8
 OSP.17 Limited liability companies ,Manufacturing,Lubuskie,0.0,0.0,0.0,0.0
 OSP.17 Limited liability companies ,Manufacturing,Mazowieckie,156349.0,0.0,156349.0,29706.31
 OSP.17 Limited liability companies ,Finance,Pomorskie,0.0,0.0,0.0,0.0
 OSP.55 of the Association ,Entertainment,Wielkopolskie,1.0,0.0,1.0,0.19
 OSP.17 Limited liability companies ,Transportation and Storage,Łódzkie,188654.0,0.0,188654.0,35844.26
 OSP.17 Limited liability companies ,Health,Mazowieckie,307715.0,0.0,307715.0,58465.85
 OSP.16 Joint stock companies ,Manufacturing,Mazowieckie,0.0,0.0,0.0,0.0
 OSP.17 Limited liability companies ,Wholesale/Retail Trade,Pomorskie,0.0,0.0,0.0,0.0
 OSP.17 Limited liability companies ,Wholesale/Retail Trade,Warmińsko-Mazurskie,30567.0,0.0,30567.0,5807.7300000000005
 OSP.16 Joint stock companies ,Not determined,Mazowieckie,0.0,0.0,0.0,0.0
 OSP.17 Limited liability companies ,Manufacturing,Pomorskie,421324.0,0.0,421324.0,80051.56
 OSP.17 Limited liability companies ,Wholesale/Retail Trade,Mazowieckie,960221.0,0.0,960221.0,182441.99
 OSP.17 Limited liability companies ,ICT,Śląskie,365413.0,0.0,365413.0,69428.47
 OSP.17 Limited liability companies ,Utilities,Śląskie,20117.0,0.0,20117.0,3822.23
 OSP.17 Limited liability companies ,Wholesale/Retail Trade,Śląskie,0.0,0.0,0.0,0.0
 OSP.17 Limited liability companies ,Real Estate,Śląskie,2889433.0,0.0,2889433.0,548992.27
 OSP.17 Limited liability companies ,Wholesale/Retail Trade,Mazowieckie,0.0,0.0,0.0,0.0
 OSP.17 Limited liability companies ,Utilities,Śląskie,1702723.0,0.0,1702723.0,323517.37
 OSP.17 Limited liability companies ,Admin and Support Services,Śląskie,578267.0,0.0,578267.0,109870.73
 OSP.17 Limited liability companies ,Utilities,Mazowieckie,160467.0,0.0,160467.0,30488.73
 OSP.17 Limited liability companies ,Manufacturing,Mazowieckie,663085.0,0.0,663085.0,125986.15000000001
 OSP.17 Limited liability companies ,Manufacturing,Mazowieckie,42693.0,0.0,42693.0,8111.67
 OSP.17 Limited liability companies ,Wholesale/Retail Trade,Śląskie,1562164.0,0.0,1562164.0,296811.16
 OSP.17 Limited liability companies ,Wholesale/Retail Trade,Śląskie,0.0,0.0,0.0,0.0
 OSP.17 Limited liability companies ,Utilities,Zachodniopomorskie,869087.0,0.0,869087.0,165126.53
 OSP.17 Limited liability companies ,Transportation and Storage,Śląskie,0.0,0.0,0.0,0.0
 OSP.16 Joint stock companies ,Wholesale/Retail Trade,Mazowieckie,0.0,0.0,0.0,0.0
 OSP.17 Limited liability companies ,Utilities,Śląskie,259378.0,0.0,259378.0,49281.82
 OSP.17 Limited liability companies ,ICT,Śląskie,1617227.0,0.0,1617227.0,307273.13
 OSP.31 Voivodship self-government organizational units ,Education,Wielkopolskie,60193.0,0.0,60193.0,11436.67
 OSP.17 Limited liability companies ,ICT,Śląskie,290352.0,0.0,290352.0,55166.88
 OSP.17 Limited liability companies ,Hotels and Restaurants,Śląskie,0.0,0.0,0.0,0.0
 OSP.17 Limited liability companies ,Manufacturing,Mazowieckie,0.0,0.0,0.0,0.0
 OSP.17 Limited liability companies ,Not determined,Dolnośląskie,0.0,0.0,0.0,0.0
 OSP.17 Limited liability companies ,Hotels and Restaurants,Łódzkie,1125924.0,0.0,1125924.0,213925.56
 OSP.17 Limited liability companies ,Professional/Scientific,Lubuskie,83211.0,0.0,83211.0,15810.09
 OSP.17 Limited liability companies ,Wholesale/Retail Trade,Mazowieckie,0.0,0.0,0.0,0.0
 OSP.46 Independent public healthcare institutions ,Health,Wielkopolskie,0.0,0.0,0.0,0.0
 OSP.17 Limited liability companies ,Transportation and Storage,Dolnośląskie,0.0,0.0,0.0,0.0
 OSP.17 Limited liability companies ,Wholesale/Retail Trade,Śląskie,332105.0,0.0,332105.0,63099.950000000004
 OSP.17 Limited liability companies ,Wholesale/Retail Trade,Śląskie,0.0,0.0,0.0,0.0
 OSP.17 Limited liability companies ,Not determined,Dolnośląskie,240162.0,0.0,240162.0,45630.78
 OSP.17 Limited liability companies ,Manufacturing,Mazowieckie,0.0,0.0,0.0,0.0
 OSP.17 Limited liability companies ,Real Estate,Świętokrzyskie,0.0,0.0,0.0,0.0
 OSP.17 Limited liability companies ,Hotels and Restaurants,Zachodniopomorskie,1030102.0,0.0,1030102.0,195719.38
 OSP.17 Limited liability companies ,Construction,Dolnośląskie,122347.0,0.0,122347.0,23245.93
 OSP.17 Limited liability companies ,Wholesale/Retail Trade,Mazowieckie,456929.0,0.0,456929.0,86816.51
 OSP.28 State organizational units ,Entertainment,Mazowieckie,0.0,0.0,0.0,0.0
 OSP.17 Limited liability companies ,Wholesale/Retail Trade,Mazowieckie,474660.0,0.0,474660.0,90185.4
 OSP.17 Limited liability companies ,Real Estate,Śląskie,0.0,0.0,0.0,0.0
 OSP.17 Limited liability companies ,Real Estate,Śląskie,812558.0,0.0,812558.0,154386.02
 OSP.17 Limited liability companies ,Transportation and Storage,Śląskie,0.0,0.0,0.0,0.0
 OSP.17 Limited liability companies ,Wholesale/Retail Trade,Zachodniopomorskie,0.0,0.0,0.0,0.0
 OSP.17 Limited liability companies ,Transportation and Storage,Śląskie,27968.0,0.0,27968.0,5313.92
 OSP.17 Limited liability companies ,Admin and Support Services,Mazowieckie,1121597.0,0.0,1121597.0,213103.43
 OSP.17 Limited liability companies ,Wholesale/Retail Trade,Śląskie,0.0,0.0,0.0,0.0
 OSP.17 Limited liability companies ,Real Estate,Lubuskie,2305017.0,0.0,2305017.0,437953.23
 OSP.28 State organizational units ,Education,Śląskie,0.0,0.0,0.0,0.0
 OSP.17 Limited liability companies ,Construction,Śląskie,639121.0,0.0,639121.0,121432.99
 OSP.40 Cooperatives ,Wholesale/Retail Trade,Zachodniopomorskie,3383.0,0.0,3383.0,642.77
 OSP.17 Limited liability companies ,Utilities,Mazowieckie,0.0,0.0,0.0,0.0
 OSP.17 Limited liability companies ,Not determined,Mazowieckie,122721.0,0.0,122721.0,23316.99
 OSP.17 Limited liability companies ,Manufacturing,Mazowieckie,638074.0,0.0,638074.0,121234.06
 OSP.17 Limited liability companies ,Wholesale/Retail Trade,Śląskie,0.0,0.0,0.0,0.0
 OSP.17 Limited liability companies ,Wholesale/Retail Trade,Mazowieckie,108922.0,0.0,108922.0,20695.18
 OSP.55 of the Association ,Education,Lubuskie,0.0,0.0,0.0,0.0
 OSP.17 Limited liability companies ,Manufacturing,Mazowieckie,1154388.0,0.0,1154388.0,219333.72
 OSP.16 Joint stock companies ,Professional/Scientific,Śląskie,0.0,0.0,0.0,0.0
 OSP.17 Limited liability companies ,Professional/Scientific,Wielkopolskie,221598.0,0.0,221598.0,42103.62
 OSP.16 Joint stock companies ,Admin and Support Services,Zachodniopomorskie,176349.0,0.0,176349.0,33506.31
 OSP.17 Limited liability companies ,Admin and Support Services,Mazowieckie,0.0,0.0,0.0,0.0
 OSP.17 Limited liability companies ,Not determined,Śląskie,0.0,0.0,0.0,0.0
 OSP.28 State organizational units ,Entertainment,Wielkopolskie,48929.0,0.0,48929.0,9296.51
 OSP.17 Limited liability companies ,Wholesale/Retail Trade,Śląskie,1825196.0,0.0,1825196.0,346787.24
 OSP.17 Limited liability companies ,Not determined,Mazowieckie,775211.0,0.0,775211.0,147290.09
 OSP.17 Limited liability companies ,Real Estate,Mazowieckie,52197.0,0.0,52197.0,9917.43
 OSP.17 Limited liability companies ,Wholesale/Retail Trade,Świętokrzyskie,269235.0,0.0,269235.0,51154.65
 OSP.17 Limited liability companies ,Not determined,Łódzkie,165447.0,0.0,165447.0,31434.93
 OSP.17 Limited liability companies ,Wholesale/Retail Trade,Mazowieckie,236260.0,0.0,236260.0,44889.4
 OSP.17 Limited liability companies ,Transportation and Storage,Śląskie,282792.0,0.0,282792.0,53730.48
 OSP.17 Limited liability companies ,Not determined,Wielkopolskie,724338.0,34477.0,689861.0,131073.59
 OSP.17 Limited liability companies ,Admin and Support Services,Śląskie,0.0,0.0,0.0,0.0
 OSP.17 Limited liability companies ,Wholesale/Retail Trade,Śląskie,120708.0,0.0,120708.0,22934.52
 OSP.16 Joint stock companies ,ICT,Śląskie,0.0,0.0,0.0,0.0
 OSP.17 Limited liability companies ,Health,Wielkopolskie,72044.0,0.0,72044.0,13688.36
 OSP.55 of the Association ,Health,Łódzkie,62918.0,0.0,62918.0,11954.42
 OSP.17 Limited liability companies ,Professional/Scientific,Mazowieckie,42224.0,0.0,42224.0,8022.56
 OSP.16 Joint stock companies ,Professional/Scientific,Śląskie,33098.0,0.0,33098.0,6288.62
