id_n,Salaries
815750,100046
842011,139960
576623,168252
853853,88200
168503,162072
657957,178786
301328,180013
367692,85308
187862,139271
715103,132063
223911,154424
206119,128343
255991,151088
773922,94716
414313,107687
614742,108346
286018,87278
518472,131557
590225,96000
411546,161995
663814,106262
335162,155992
654290,127132
784533,116511
674905,139028
552583,170435
615092,170190
145824,89212
225976,104256
636152,92758
729244,149996
709575,152484
357804,169703
24752,180505
285057,158639
269767,82337
595054,124381
263845,99020
821008,95040
174579,163232
712003,150327
458239,84740
461768,116183
739353,130011
733729,102080
821134,137145
807843,80151
121433,108780
709343,99054
679257,159362
38852,87054
78980,115111
560443,172022
687817,128514
244281,121141
120025,161384
658946,113817
554764,81357
600456,148467
100901,106168
759446,132406
854272,173231
765743,86841
721209,87935
342102,147151
733605,167167
855475,85074
808251,137404
31506,132941
879671,108500
44908,146663
101030,113103
855271,145260
571640,105201
150889,86063
812437,94548
819952,148267
470846,105150
98341,83105
367172,119998
494521,94263
332103,143550
313405,157404
131639,154972
48501,109917
70814,122072
142924,162278
641663,92101
303122,108942
709473,125131
590265,135264
489410,92515
471364,166914
11786,164877
69100,165529
323879,96741
37477,172062
278276,162724
702469,178484
513094,120226
157868,155057
803627,180416
510421,169487
48397,179659
295035,117791
726768,115591
540823,99623
40011,169006
6412,142620
360310,124859
480649,98633
227982,172610
309610,130408
854231,125388
110580,112238
821644,133640
234709,178025
821006,121983
93271,80610
674034,148436
507784,138732
166088,92840
225226,107596
767736,129980
365774,152853
519560,173794
90316,126051
319042,165011
273681,148741
462082,103820
219641,178089
650776,170492
570149,146881
779613,100583
103541,121790
219758,120228
278575,154058
466679,151122
218448,107382
779376,95701
737030,121881
77906,168852
462177,106212
699839,84562
624681,94894
621693,133175
588716,143032
237714,145408
287390,171314
162665,146183
605559,160560
246766,117344
606458,160369
694338,127171
503665,141616
493537,101471
446773,130577
577878,180628
182191,121190
358577,81100
700626,87475
711249,131851
594455,152410
242464,87372
359096,83778
248126,109890
819170,129665
171137,159869
420628,175210
508211,98657
574228,129394
120028,142756
620341,136455
18075,166848
704881,80211
200764,159265
819539,167093
818085,152127
538114,103750
50573,136759
276007,124310
503438,150997
212029,165476
750015,91509
812193,113537
822154,90363
624917,111097
794489,128130
147112,161889
40231,152126
817647,163757
76511,95287
99645,170997
468611,127871
732732,110963
380778,161642
318909,119007
772700,126388
551656,143558
659611,96888
19213,111269
29669,109663
535015,120841
615639,111483
768653,141106
589476,122492
638153,115666
512045,81622
616282,111628
270013,110154
160768,164401
819143,96322
50407,98809
581925,93369
189969,100994
452343,148212
516240,120024
557878,170060
657923,99167
266991,80064
800746,130063
126053,104733
102540,167272
595205,150450
263833,172615
816306,119766
539837,177819
622205,91854
18320,94867
513383,168775
253471,97834
663209,175159
719967,93374
703053,148165
492481,127246
691644,142580
603744,148420
98797,141085
669329,80175
744915,97104
223456,81504
106784,164719
649855,99280
316233,143283
397965,89486
184742,113875
816106,84635
599094,126876
771842,121812
311304,83672
638925,109554
465491,155495
237531,138889
474259,150829
380561,160844
41228,97105
789102,152854
183075,85258
772562,143350
101532,123233
815661,109427
814465,126746
759650,173511
656633,150979
653136,121722
496914,151853
392758,103223
69964,114115
122991,103303
370201,113934
410306,136611
492500,124356
341172,81845
841526,111517
470959,151750
481894,120227
408861,80767
105129,159770
296065,93322
227051,114311
767550,176203
221460,84323
39931,109606
177703,120747
432281,129760
513615,123545
807004,121210
325923,164153
530697,85005
78181,176399
576300,114932
369319,131713
662263,179186
93674,161870
345342,156516
812378,147513
372202,99087
566181,157846
624624,141562
678971,152592
651854,140396
399864,118750
112216,177215
124293,147890
75072,115325
102927,121185
653208,126521
279857,179074
810818,144396
841770,82624
23433,94028
742003,152780
348418,123883
296506,141595
841656,153559
343693,119520
346277,80401
114814,164684
479849,135397
253681,171880
317851,142252
156415,98180
226785,135012
263018,97773
267060,152772
653320,87287
363164,130477
36372,121075
743168,93030
775572,144090
286460,145128
305150,170970
457627,95671
356224,119901
360443,128209
847471,102041
651904,138188
463555,120664
262342,81111
427277,132773
89729,165689
822606,140642
290674,109200
79212,109813
244605,83842
801389,178850
667432,157593
70100,170381
274018,97887
681903,113613
317198,171216
124213,80004
371144,156273
559172,138591
112486,103855
237654,130572
120691,157613
769332,97736
506524,106646
193131,122890
788721,94444
139697,97743
813631,93028
333109,144418
460300,139097
508333,135337
688475,103391
746599,161229
226077,142080
469636,177127
801421,169674
16236,81243
797385,118060
809399,88938
283282,128315
330302,101010
125752,173430
112365,125971
216463,158379
790250,97843
2459,158052
742405,132500
465280,84242
199633,152845
717039,120849
462945,87485
475238,99336
814304,111046
536976,142241
152263,164772
518313,163094
763287,177530
420345,83344
23792,158695
250169,154440
187917,105083
590223,154832
265343,80000
347192,122980
719739,134400
347801,160742
262972,146086
519264,102196
499606,86822
389217,87305
770289,136853
261496,107044
794181,142639
224195,129272
135924,108054
123285,153646
232154,126555
817506,146891
2163,167859
206653,160898
780765,167074
812177,92983
317264,96570
525229,152805
773017,150259
810873,117610
542952,113718
504230,109960
411660,172032
816352,96861
340782,141818
614166,95299
258835,118198
485951,128625
834067,162778
810431,96398
767385,136353
567553,143933
189496,95784
122429,176420
30505,115196
120570,88097
610141,171577
330600,106665
9433,155753
729032,162549
54251,90045
679936,146442
359974,113577
347918,107470
24342,168553
262844,119860
740755,172940
444364,147896
298676,146791
744241,141787
871303,177611
657852,102723
850722,90889
605091,151546
43993,96926
579025,106045
555460,168961
48356,175706
853862,88889
620597,174026
246702,105892
17486,162860
453531,175992
166903,89969
819082,120818
643006,96666
816543,85570
605163,143404
227494,104772
473304,101738
620264,141062
474223,156299
257666,150116
672932,109553
182044,173244
477152,129159
540417,166947
284904,87050
69850,128288
403106,169916
524667,146775
17424,149228
58962,148839
306332,130568
790413,162000
269560,124420
793648,121916
292165,176311
207723,136175
730817,114950
145046,130999
730102,170013
449944,93796
769842,98931
855674,108832
590339,138751
227596,130646
274246,123996
399664,96100
792449,177782
37804,118783
820362,134502
809631,93177
257920,110043
469435,115828
281909,139956
505017,79805
150746,168447
412569,106193
572913,103332
411484,106541
628381,157345
795085,163696
507142,168561
113389,161487
627252,106564
385701,166296
34144,103376
99261,174852
683867,144608
804769,97597
755290,130639
250253,165978
316620,126620
741551,121014
407147,169594
160408,82211
808501,119326
591827,125825
337772,111299
733090,98775
531936,174252
585109,128471
364714,108550
309714,140347
469554,88714
567254,150627
51884,144000
39094,123111
736449,89067
353832,124728
38008,98000
549780,88194
586559,173754
690954,133587
814803,113991
883439,180510
808081,109963
100021,98537
299144,115316
225113,136445
873050,127317
749487,151322
829993,176030
833015,178066
176807,110484
62491,173217
559884,142201
26167,150510
250504,129680
568677,155147
707558,177993
648368,180764
588670,145775
102322,114780
815248,90566
780194,178803
559553,90191
17910,141709
814728,119534
386716,151993
434522,147015
808085,168583
600710,155999
26754,140099
27889,95039
846280,103890
410653,163489
397012,141116
8081,105440
146078,160638
195317,100538
397538,91015
651408,146406
632578,119540
47401,163989
221361,169937
818633,179822
365735,142126
133619,90232
808570,100079
370753,128940
768620,100943
513808,101705
733602,107490
412051,82342
683995,131322
815939,86340
468960,103278
122319,179180
524329,125715
626774,95667
122693,160473
29956,150774
210681,101480
417158,173406
87902,140957
462005,128615
329906,163563
585994,119146
69442,137555
178950,93285
197197,108355
698248,153600
74161,176928
860220,95648
542425,92874
269493,101261
512066,94749
506668,103683
360020,128444
229203,110233
80790,179096
183511,156753
610064,147224
624163,126855
325430,108095
662799,170209
154946,125372
7853,129743
577582,134606
237600,144891
768176,110554
662155,88455
45835,118189
833692,179960
52501,151790
420850,138867
757147,151700
685238,90526
739655,108208
589688,156363
490468,145040
822028,137112
727571,94900
472992,84588
356612,166517
141029,153209
512256,109400
360090,161734
880344,100704
435386,106640
82230,118241
387906,131667
490887,159641
191096,169996
328433,89852
47898,170237
808692,89058
617137,148681
666161,95690
353392,98715
833909,146666
245762,156615
260766,123426
714964,160498
220936,147382
488539,154550
328164,81393
756940,159092
533114,80583
474783,85320
201324,116634
373743,146211
101190,148995
69678,177745
338697,86493
459710,87371
809182,90573
392699,115164
233649,139246
536339,126132
9514,111873
409963,94228
176410,111190
885255,135613
769191,88889
382924,123098
353502,160801
110127,106660
654142,126465
11499,147816
31972,166742
38650,129523
473578,158121
152585,122904
43914,86041
618821,89236
491280,148617
540553,120173
432193,102481
583344,126680
502510,92532
177637,113115
376599,95712
420263,117623
51917,125242
555913,105398
223015,115741
666760,119172
177345,173837
101518,88951
616789,98658
426515,89348
142586,159481
99547,156192
65956,106771
616408,116793
452293,114948
60758,120671
220500,153270
557987,134209
806478,87066
612707,134163
214750,83232
57167,103766
845198,126920
394851,129553
351943,148528
339094,177287
680468,89189
807729,92111
124348,84624
806597,111746
594748,149023
422622,150416
663493,116438
810573,117812
74537,110115
465955,127872
164427,92772
351036,176017
749199,164839
113897,158620
537639,169675
609871,82569
449217,112204
85649,158213
471769,98603
854166,81060
77393,96570
88973,102983
173088,151300
290457,118761
653167,174111
359949,90927
30293,125796
252022,123627
815383,128165
492640,161813
815496,113934
757776,94223
137781,112150
740050,122587
669481,100443
812965,145901
409185,84013
555112,87081
318473,131525
343054,163989
222317,131489
627154,165887
23182,120625
522889,166954
200411,174347
703216,109241
666582,169622
140605,178748
248084,118125
370996,164682
359907,171106
220943,127674
564058,159250
724363,126450
244024,92937
53700,166369
748806,176979
597581,86436
45880,110056
523535,159188
724656,85316
664899,121921
92540,128262
42956,110987
811398,92844
461313,175281
810589,87472
256885,137279
49650,116947
153623,121245
636937,83532
145908,90233
826678,96882
592464,115962
745697,163701
340804,168686
773573,138567
333304,97143
357530,115431
580163,103525
229051,81766
471382,164899
767989,104131
396267,134471
271275,92949
644721,101221
111084,169350
393211,111470
691149,123020
143644,170556
628207,96957
692897,121027
221022,118975
21361,142942
329838,170639
478729,116391
609103,121273
638383,168702
239290,101765
175685,137159
764360,166744
433084,124845
716311,173687
180015,139761
307676,126054
159912,80292
268348,100490
612494,151352
336600,148962
128930,146665
442304,92631
216137,180193
244456,116790
209113,85107
698387,163334
801369,157260
581265,131500
694827,127550
878355,84927
370335,115182
271550,86292
564502,172684
410609,103082
59709,159890
669398,87225
781815,118109
397886,166016
857982,176161
428953,145450
803457,91597
358404,134111
219037,131465
336152,122374
283959,101207
26942,120842
465036,152951
180408,180916
736527,84628
183038,110982
812628,109234
11626,142151
535768,142333
405358,124601
28455,180100
832230,95440
491698,137808
211586,148352
531394,165650
755137,136203
517472,155528
370427,103207
313536,171938
57406,102328
828358,94406
273799,138557
808108,118126
319947,149278
174507,179885
769364,165870
352107,113526
38791,124596
169621,154736
685227,97104
379523,84819
260290,180279
465291,116275
757557,146609
120462,85772
274718,106719
6095,111833
388299,102611
288795,165579
329811,101773
517369,120487
235293,146447
182177,95991
149022,115771
523524,144597
632321,155783
739431,131835
228810,100556
471104,100179
119751,136261
329685,98826
512784,178468
15259,109553
81081,84537
382265,129379
44983,130275
767613,97487
242364,116751
476421,152276
426524,119200
296816,180497
726004,80229
154557,175802
515717,82433
811521,133675
333950,93754
584240,114455
528857,82460
579011,147727
487557,148660
616953,133016
473465,178756
30375,87975
519471,169032
462178,148570
354040,156778
541669,144361
331871,98625
706202,168621
132019,85320
232263,114997
326662,96927
535953,155808
57836,158518
421970,109609
505837,145862
529306,88272
40979,95040
406762,90303
371832,164619
44450,155429
814282,104336
538262,139759
440732,119909
650423,168925
731458,113323
367871,101412
820458,98100
784231,150824
50418,80032
806870,92859
266812,97616
424476,85027
769283,131193
182819,153235
161411,149442
183049,94064
22974,115144
172067,114970
215401,167882
673502,176061
603687,98850
827445,164627
817671,84116
658273,138249
811850,141449
369056,118316
558299,103880
217098,162231
39681,175255
593459,170916
244125,157912
379445,154660
641686,177222
305502,162646
766264,151658
159880,103625
369453,85300
325529,178740
308192,128486
682399,143760
449883,123208
835280,114370
669274,110868
810709,107218
191081,84027
677616,93643
811156,96367
129403,104753
274242,137920
655516,142310
532427,173475
247094,150674
23069,82667
17537,177734
180267,128829
604826,117712
454658,175774
138370,89230
220087,81124
433024,116988
370825,176506
361916,158668
433799,175303
189525,115576
771738,152000
719712,104312
587369,110200
468275,166246
230681,140376
458407,180538
303253,115938
109552,179795
821653,118032
153601,99216
406315,110842
831798,146724
558940,151868
467164,107429
42790,139994
13166,140568
468600,130636
831877,152092
271742,133425
654542,92875
99883,88958
803824,154644
299950,122441
361419,97610
773733,106072
254987,147360
231403,127306
530378,161225
428139,101881
679415,91559
608713,115952
55677,114973
204886,163549
865615,100000
817201,126570
418562,158857
210789,151796
411441,164802
41588,134310
227531,172138
865766,134140
24123,104214
820245,100377
656635,169364
420708,94042
779514,160454
396352,91836
84961,92786
29088,162312
862336,157762
90669,156118
472885,130105
394658,82880
812285,122712
438990,114716
373349,175986
108768,168492
618270,82135
774676,86155
733047,102433
39878,157967
609904,151043
247225,179704
572099,105851
783497,108092
254307,180305
648173,163898
310435,101863
431140,168205
806999,82738
222750,95636
84229,140774
400823,117032
369223,156331
384250,87913
524067,175010
304297,114637
65006,161266
674768,121079
840550,86667
724417,169709
781228,127357
105375,159869
751494,102920
525041,97014
85151,156653
814013,108810
194189,84532
125801,85499
124467,170400
649958,85320
797093,110042
340693,155742
111200,161215
124477,167690
88521,102008
751825,180566
411262,92220
302803,173475
564579,87627
544447,178900
7598,178147
58915,125240
200194,131074
614214,164508
24236,123051
614046,136215
330826,168549
670445,169084
809539,124632
93805,118111
375013,123224
468112,171258
756980,137748
28154,131541
421242,173334
602128,173714
375259,125677
254105,96583
344015,163638
551654,106289
423580,170640
68017,148555
52506,117700
519605,168523
392897,109555
178521,129012
60901,130050
177218,93334
810367,92391
326547,87155
602822,119781
746950,111718
87635,83136
821984,131454
251243,135094
138347,172302
313437,112919
44776,144000
104713,141142
119099,156314
315961,90410
610367,125108
741184,147000
147706,112336
119412,169233
803868,175832
386989,101152
789203,176632
630851,82978
203545,106469
668949,109542
40887,110420
597332,167475
117245,163747
722991,110736
271345,99709
56337,81212
193285,168445
315395,81875
663265,145292
621732,99840
302823,97496
626220,147321
244867,169248
773530,156881
599437,145320
860377,170636
376655,80674
98443,112413
394154,158327
115009,179535
788987,135677
467005,161761
286969,176383
418094,145464
705604,81741
633781,81325
774969,102224
292489,111396
555046,124852
295278,178297
493273,171500
278627,167346
397199,94925
85402,133332
535650,127093
657580,176479
107349,108998
179316,138632
560790,136200
230963,133019
39887,163713
750595,107063
364833,177886
132960,176276
741261,170695
818190,103274
32610,137862
817891,129833
43292,176009
806564,129408
861036,153587
98041,107084
618156,122989
85749,149553
809025,116875
291555,162299
273671,164039
543887,161568
537634,131094
820987,112174
294069,173538
496338,118051
762715,83984
837334,95809
524854,148097
195384,176423
53477,179921
812350,114481
475632,114383
664432,148667
257257,161127
701389,87452
630445,120726
525204,171276
364474,108213
567462,153525
718927,144581
566053,176287
133600,118200
650398,129890
497541,107245
167485,140153
101713,135038
173847,158910
772304,108054
223650,103102
255498,90915
500311,128774
20483,100832
362918,138029
393448,103146
449190,108588
206400,156523
650014,125404
360155,85744
571846,83396
711747,107093
235064,149316
282886,137679
750389,152127
47978,147007
686223,80364
324235,177846
160771,174922
78430,145040
584387,153985
813092,130899
333254,97326
133471,160993
799669,139393
280254,176200
747597,173403
177035,159860
777348,170695
683982,103862
588573,153850
347544,180012
370424,171872
172341,81229
180197,170302
466908,149704
296053,178583
40774,90000
719833,148103
626393,171594
338528,93573
162496,91768
561548,88943
424388,133501
688605,161206
614486,157332
463195,90320
342453,177970
813806,81953
477640,85322
610074,85976
122188,108703
325155,140061
233588,134273
312504,90455
499485,154597
800934,92126
779388,116681
15465,122499
510774,97743
302873,93058
17336,164491
767500,110165
449334,153002
309887,117626
376643,131732
96443,156311
56067,123761
266473,86943
585421,158867
281427,89875
105552,110657
164272,103000
284209,162405
68314,163516
702763,163154
443226,174200
241094,160729
743176,169783
180158,94916
467503,98766
357995,173478
157273,115152
544840,128506
202048,165489
842144,91113
214442,105913
788101,152448
243044,123714
874227,86177
361187,174709
732885,135733
844320,104628
770417,123529
613532,180432
61474,165765
563858,81279
124268,137987
180758,80555
629363,136748
338480,80102
670649,107508
418074,111356
486118,156239
541886,157828
30690,156628
800513,165444
95029,130798
724879,82620
547565,111143
459118,157920
234401,158003
358010,129099
424997,117519
113815,136859
561906,130083
75159,115545
265812,123788
223403,86864
360061,85443
238750,173722
502319,174176
581250,160013
770869,88001
293684,113742
414978,93196
863994,149662
772516,93630
277157,128340
396565,127712
766292,83054
56972,134807
818687,180693
739294,118843
780335,179171
89235,144489
551512,89502
55501,90420
405619,138328
23051,127556
633549,123941
564076,85740
561259,122747
348157,125238
659081,177605
27529,119050
426275,173328
407989,142689
164123,164393
812681,118229
595518,178062
567424,103752
212021,167188
359035,94575
558177,176890
350631,95607
654806,79988
45115,136979
472231,113091
478075,109553
693768,149151
260884,177992
262140,94119
711913,126588
63643,90750
510023,153905
811996,123758
35420,177276
682470,143185
683858,125201
366916,142131
587412,90130
811991,91300
165985,157100
823568,101673
276521,97958
505118,82524
815739,176300
361285,108190
420592,167213
739781,122096
841124,158811
654466,133805
237090,139526
100840,149148
327000,135481
687433,173552
603497,97977
280990,115261
492790,128176
196539,81546
604623,108420
512992,168867
242030,176235
40313,90407
347575,163994
618418,134037
571561,140510
307496,165032
146022,96161
256458,132252
11904,172751
477687,134750
798840,163637
699915,97516
755922,92725
51002,165097
434727,176535
821966,133675
201677,151848
599707,114875
490345,104753
264009,151660
431948,122398
12942,87578
277996,80817
367517,179813
816927,123512
329839,86848
348460,118157
280556,80000
731758,84006
771029,170085
568078,136414
275227,97467
7984,106108
802161,176863
651529,96559
626613,152856
559556,100363
508183,150945
54443,110376
529329,162601
753215,145606
184311,139709
781369,115251
241435,139461
513485,156665
771154,135646
503122,148267
323160,140453
779135,81757
270894,134191
150907,99673
312536,115005
757373,145790
674067,156228
230454,134030
276111,140000
509919,159782
399726,136360
524414,83302
635205,96700
539361,121853
865376,129745
156575,142886
598549,159108
541064,143192
814002,156615
746216,109959
140494,85299
812232,110994
280846,94800
185191,175353
565203,176861
802267,150662
433190,80723
828689,130800
544431,174745
564118,159799
3385,139821
742357,110008
116126,90140
806641,169543
605043,124190
91709,165564
733020,119992
698281,142033
46898,118794
47214,87254
845841,109200
744743,84482
334212,124924
416826,100729
203824,175066
738540,87833
558086,85320
17978,100000
346393,167193
607787,172193
304694,122238
142976,87855
470538,109163
673664,86882
662187,83224
564637,94451
324229,103543
137937,102927
800002,81856
191060,102334
759999,152902
249171,120596
136665,149276
24875,121414
759067,176024
558267,173814
526478,113778
210621,138687
244592,163433
679948,122942
808691,92025
548833,169348
726658,141167
567080,124495
746087,114828
197388,101012
21408,122265
82247,172317
569704,170565
759996,123105
608345,102752
749365,168104
3082,174702
649861,98789
66851,114603
727367,120421
633921,159310
102046,83995
56971,90989
242067,153483
761956,177307
308703,84441
628155,134090
181653,130295
601550,147192
138191,89199
726893,80439
160919,80188
497326,109769
363425,125312
231416,113920
201115,115932
475867,125161
122441,161050
471631,104691
48672,108294
866342,141363
813769,106071
251019,169099
778378,89416
803391,100453
849608,157270
810825,154557
360356,83160
542568,147233
656684,115055
831565,109526
331014,120555
297409,133171
833685,82634
53005,127927
709229,146455
129658,114119
154397,113374
696043,109839
129751,94976
40909,133042
166723,155755
826478,110418
183112,139279
340344,136657
503135,116020
326655,132554
572547,169366
280067,84956
510248,154291
542341,111926
654874,120641
617021,89082
818815,147162
821978,111089
24884,100844
851127,179024
695307,117478
398412,158455
464111,127299
509776,172707
44049,128465
47677,113317
588203,128443
814940,141383
752441,146513
787754,130040
333092,134020
739867,123996
553274,159589
406678,177701
517953,179179
221274,99960
575725,180561
246909,169468
829591,176390
381233,140000
740482,124333
676377,142720
39220,125471
806965,131478
396844,99109
855377,129554
663937,99423
254704,124548
111630,176326
458603,87809
119447,159639
268468,152038
819219,102994
559421,84590
50099,160746
363294,97660
378282,125368
421797,119385
782076,166301
471652,144836
500002,83747
311841,154500
573110,122323
801299,129945
855756,134159
832838,108611
45659,149607
328521,91718
409621,162897
534602,153000
65499,85352
559440,136446
5240,128011
408880,136843
135154,176889
670007,80954
705242,106592
591531,121844
690265,138238
283333,133841
108605,142257
781009,124734
394305,97044
760796,127830
448322,120451
818480,115878
266805,152436
386086,150757
187746,89639
564078,83232
660832,170186
485051,109960
430692,159044
736745,109960
226553,94320
92634,161942
521679,161431
459967,94174
55544,130001
653220,120629
857251,94445
833073,110170
143229,149161
644032,167213
602892,114251
707898,109019
357178,93561
229001,93081
868575,99596
819265,156556
292048,169449
35445,85329
311081,162141
562420,175289
883424,150121
438290,172715
803724,101260
559357,134358
138068,129233
358803,135680
576399,162178
863690,86581
635584,107315
195520,120946
131906,170668
105594,91308
367786,158162
833421,80874
294729,158105
744067,119500
250807,86976
675536,123393
815601,179128
710420,170700
324020,80733
541865,173385
568798,153776
591147,86195
854196,95620
292331,160162
567504,159902
274478,113681
369737,97614
717450,96957
445958,173008
507923,141576
225930,107143
722789,113064
23829,111057
500278,169787
476543,152769
682164,137498
46922,180467
665427,135408
460110,89600
326446,165323
323865,91754
48510,113662
64560,177245
388413,103154
732204,85871
277020,129966
379932,99297
805144,116675
821963,86827
761092,160619
689586,169710
113109,86042
72170,97996
481005,167619
480007,175325
460230,122306
420077,123289
735213,155556
370798,93817
82334,174170
471723,162382
869093,81591
180304,107010
437515,98225
141282,87667
813340,141121
517765,114532
645994,94458
164048,142861
10552,119257
309834,172093
642818,125212
847389,177778
381271,162227
452998,138001
519061,106668
624932,104195
855590,87960
571078,117494
701526,114353
255162,178248
785991,97519
763656,148436
594931,127606
270051,119791
426889,150234
84902,121382
684997,167921
468130,149293
557400,138020
70765,150029
13343,151014
361730,130526
804293,130609
41557,157456
744890,126042
470191,103434
838398,130071
127496,153572
483598,114592
40487,127153
561249,90073
364736,168447
814596,98922
565554,166336
486167,155602
738289,85000
792866,120392
245416,141723
405923,158452
417404,97320
304179,116411
553804,157115
366068,92447
228164,84768
601055,131653
830999,117980
41578,80375
13998,169637
499904,108060
57635,124996
470059,115359
477525,102319
85498,119801
545118,115250
503264,105905
470581,131775
308710,143368
170174,105704
14956,87000
807138,81568
270006,155127
821863,85262
365283,92670
771470,123809
355700,97931
798450,79707
45793,83225
235769,146426
780303,161253
379833,123675
420618,154426
183744,138164
153029,119991
879445,154520
818283,94681
199351,172178
462188,174675
742915,88599
130401,160276
279247,132298
770887,103869
826809,113836
291257,178358
546401,130862
179581,102647
176452,90469
807203,102949
329355,179221
524948,79781
559345,138118
215893,136997
59016,174901
442504,91808
814000,112541
227898,83989
213426,89777
77431,93235
27428,136848
409536,129529
503911,140555
282452,139838
334402,151903
128909,85200
255221,147933
298566,128463
114300,97152
229787,150223
137995,170695
375114,172064
524138,145007
729996,105260
157979,99277
336,134040
817706,142203
6241,81060
273409,171120
258514,169022
683530,104964
60525,98924
733133,94207
881825,109148
818884,86278
808174,138948
838029,133432
836273,142845
765471,144875
811403,102641
794577,130673
816746,159161
404687,124896
59469,180081
601707,110000
778317,84303
17877,161799
621368,111475
262449,160025
644258,140650
853553,86576
861777,81900
541738,128676
133329,167332
653559,83589
830283,133333
563974,80119
36772,138570
477654,170640
450977,124304
348922,103619
265222,89585
158262,121681
772797,149985
689331,143150
359365,117204
600684,104067
382004,103950
536243,122997
807333,107648
178434,98800
77756,120880
204214,118261
372168,115296
819895,89108
628327,93478
200848,175864
503683,173854
813558,111046
327561,117172
100924,150910
818149,118085
202429,174952
70874,140258
94827,157540
665868,102990
685456,171468
216471,122303
505354,160907
656548,175040
648808,174427
422499,104207
325657,91444
570438,139780
591545,110635
501669,116354
440808,160992
232980,161262
455297,100711
650883,115109
274475,125401
818411,86522
39671,86290
45821,161586
822415,168533
192427,180752
345571,106209
48702,88903
875366,82016
622075,141660
36766,90493
648493,88000
808948,127355
55380,93517
493781,133285
63569,132795
49224,180654
114023,127107
109396,151089
304094,174663
576495,159373
61396,162081
666740,81004
209594,139986
253970,138375
64819,81358
156898,163460
509680,140732
20135,155824
120823,166425
461602,179368
533930,162236
418569,84543
809751,98889
337060,131609
837365,142197
758517,148716
382921,126978
228367,95448
509766,128005
836700,109882
415616,109971
259054,160033
506309,134095
795204,84922
558467,80306
682275,130545
658643,96845
817218,80384
712143,101234
814386,81572
561202,176225
124679,161550
15534,80388
407641,127953
197545,141161
811631,122241
745357,114894
264824,146566
818026,94509
252489,175918
66540,123014
382276,154122
572047,178638
480178,179307
791805,179860
587940,115256
188310,153252
811632,92526
399516,171144
53471,172504
292450,117261
138806,135312
716215,109904
7709,105324
150606,143078
459900,98839
703364,156676
651906,167475
752956,85603
575810,161157
155206,104247
77914,96132
419976,151057
272524,101696
250766,104155
561540,157777
600017,125794
190957,168565
313277,155298
767330,138824
751700,158563
466400,87441
126177,90420
570237,160012
251583,96369
532252,97095
674466,126712
656872,158571
420876,146267
261342,85320
189572,180653
810174,132372
727936,148806
876270,114000
237799,148091
181242,91004
402484,159183
397316,86849
174741,113884
427954,135997
69639,175356
409793,144868
20767,120445
838044,98394
674214,122279
816312,85749
706579,176337
342451,116373
265424,129282
33102,151795
180638,138931
273602,162847
434069,143337
191545,179501
94929,180259
822030,125689
864854,100000
142287,132120
816575,113776
696193,146256
521568,116166
53302,80023
116271,135980
843835,151797
284796,137161
132207,110338
330049,138132
403473,154102
378309,126448
418922,142422
261603,167907
633799,82384
109875,159604
333624,131616
599521,102423
622498,158553
53866,113738
813497,161370
815357,83047
342093,126741
520428,100473
228409,114935
661915,126056
328245,85130
457299,160194
119617,100000
158646,162197
266198,159490
283978,156864
56737,88560
370553,133617
527941,139794
827663,122660
603215,155298
509686,116483
109824,81774
751641,112775
200951,156264
275455,136407
488379,141056
278426,96667
48326,169414
57741,126129
875957,84595
742710,174459
299780,138089
218609,119679
466789,159427
480287,80192
331375,127171
822351,169357
810908,122837
770275,177526
567182,173095
605533,176790
236287,103645
264704,110067
242300,110078
425015,140374
780072,158592
651537,145600
561594,143113
99906,139648
570568,130179
461336,107225
545779,135895
812679,80010
677515,128909
64982,123423
806666,102377
759745,107674
762904,145210
494711,139806
883409,154607
241238,178151
381297,155554
718468,110593
22875,127501
302445,110253
525881,137334
677058,172585
834546,112236
241605,89185
278143,115622
119204,145802
545752,180832
208458,115164
657555,133220
825241,88327
793805,141717
806492,137583
399238,154238
222208,156392
430822,116680
590871,157666
225994,141607
227658,90880
742184,154582
133555,109723
133413,123472
807229,151731
43490,118779
708957,90885
766477,87125
817160,82903
498954,156964
553917,100458
227473,111668
691452,139645
75454,107180
77199,86791
512862,132278
802060,87099
454958,99491
77392,81305
234267,88889
427586,141543
3209,109610
168508,161917
88484,103945
214140,105558
618488,120472
479389,154902
615494,82246
596216,122221
109664,150834
873956,80554
481315,88135
660789,177736
810517,139177
175529,94445
86740,111875
431869,129299
800864,177352
615247,169436
607609,86712
814064,172559
602097,141346
363120,103999
712462,164410
579482,105446
682130,97875
394414,87284
584194,151040
195423,127624
746563,162985
457980,173478
766261,87116
517269,88428
347208,108643
391731,158076
457127,129733
852489,124768
542221,87900
507384,101834
689901,101621
796235,169386
430458,157856
59049,150702
153927,163546
237472,179609
170037,117217
607802,147988
516225,150494
85534,141106
599072,103345
775631,158306
808386,92930
56874,94615
504653,159996
770286,156631
347779,147847
65384,88027
799288,163103
535433,131095
13582,121108
558383,144086
716313,148004
42272,104344
321822,164272
133106,176710
715164,119254
646490,121550
244192,93069
818835,95341
567217,160355
438481,120926
735330,100000
693936,166248
378486,105524
273514,155862
328219,166668
281920,91069
294850,158883
541347,165912
18558,158015
203095,83200
117190,99408
176466,112733
746372,86956
255372,176107
278318,178521
639865,169859
36222,114713
749629,129166
631812,159085
214824,160019
30799,121220
